number_of_features,execution_times,fitness,idle_times,times_by_iteration,test_times,train_scores,number_of_iterations,number_of_samples,task,max_iterations,optimizer,kernel
13800,28.8848,0.6551,123.4748,0.2713,0.3859,1.0,28.0,1082,ranking,1000,rbtree,rbf
13700,29.5226,0.6516,122.8369,0.2754,0.3742,1.0,28.2,1082,ranking,1000,rbtree,rbf
14100,30.2812,0.6548,122.0784,0.2831,0.4148,1.0,29.2,1082,ranking,1000,rbtree,rbf
14400,25.4797,0.679,126.8798,0.2617,0.3928,0.9999,25.3,1082,ranking,1000,rbtree,rbf
14500,31.3212,0.6541,121.0383,0.276,0.4192,0.9999,30.3,1082,ranking,1000,rbtree,rbf
14200,26.2912,0.6594,126.0684,0.2546,0.4086,1.0,24.8,1082,ranking,1000,rbtree,rbf
14300,29.4278,0.6443,122.9317,0.276,0.4174,1.0,28.1,1082,ranking,1000,rbtree,rbf
14600,28.4173,0.648,123.9423,0.2694,0.4393,1.0,25.8,1082,ranking,1000,rbtree,rbf
14900,26.6284,0.6771,125.7311,0.2745,0.4354,0.9999,25.7,1082,ranking,1000,rbtree,rbf
15000,29.8595,0.6604,122.5001,0.2716,0.4412,1.0,27.8,1082,ranking,1000,rbtree,rbf
14800,30.9078,0.6583,121.4518,0.2783,0.4282,1.0,29.8,1082,ranking,1000,rbtree,rbf
14700,26.3253,0.6559,126.0342,0.272,0.4223,1.0,25.1,1082,ranking,1000,rbtree,rbf
15100,29.5068,0.6395,260.8616,0.2807,0.4157,0.9999,28.0,1082,ranking,1000,rbtree,rbf
15400,25.9396,0.6589,264.4288,0.2436,0.4194,1.0,23.9,1082,ranking,1000,rbtree,rbf
15500,30.7201,0.6485,259.6483,0.2727,0.4549,1.0,28.0,1082,ranking,1000,rbtree,rbf
15300,27.6187,0.659,262.7497,0.2759,0.3997,0.9999,26.0,1082,ranking,1000,rbtree,rbf
15200,26.5903,0.6604,263.7781,0.2733,0.4033,0.9999,25.7,1082,ranking,1000,rbtree,rbf
15700,26.5379,0.6583,263.8304,0.2503,0.4373,1.0,23.2,1082,ranking,1000,rbtree,rbf
15600,25.2637,0.6586,265.1047,0.2678,0.4645,0.9999,24.6,1082,ranking,1000,rbtree,rbf
15900,32.6676,0.6494,257.7008,0.2925,0.4682,0.9999,28.8,1082,ranking,1000,rbtree,rbf
16000,27.3512,0.6562,263.0172,0.2568,0.4381,0.9999,23.9,1082,ranking,1000,rbtree,rbf
15800,29.5962,0.6431,260.7722,0.2706,0.4323,1.0,28.1,1082,ranking,1000,rbtree,rbf
16100,30.31,0.6523,260.0584,0.2771,0.4334,1.0,28.0,1082,ranking,1000,rbtree,rbf
16400,30.9955,0.6801,259.3729,0.2751,0.4821,0.9999,26.8,1082,ranking,1000,rbtree,rbf
16500,28.3294,0.6531,262.039,0.2811,0.4663,1.0,26.6,1082,ranking,1000,rbtree,rbf
16300,27.6524,0.6592,262.716,0.274,0.4763,0.9999,25.9,1082,ranking,1000,rbtree,rbf
16200,29.0348,0.6577,261.3336,0.2705,0.472,1.0,26.3,1082,ranking,1000,rbtree,rbf
16700,27.7901,0.6579,285.8037,0.2623,0.4617,0.9999,25.1,1082,ranking,1000,rbtree,rbf
16600,32.7224,0.6653,280.8714,0.2785,0.4858,1.0,29.7,1082,ranking,1000,rbtree,rbf
16800,28.8904,0.6626,284.7034,0.2794,0.4647,0.9999,26.9,1082,ranking,1000,rbtree,rbf
16900,32.3045,0.6665,281.2893,0.2868,0.5073,1.0,28.9,1082,ranking,1000,rbtree,rbf
17000,32.5777,0.644,281.0162,0.2832,0.5154,1.0,28.0,1082,ranking,1000,rbtree,rbf
17100,28.3903,0.6626,285.2035,0.2761,0.4782,1.0,25.4,1082,ranking,1000,rbtree,rbf
17400,31.8802,0.6564,281.7136,0.2846,0.5186,1.0,27.2,1082,ranking,1000,rbtree,rbf
17500,31.4285,0.6517,282.1654,0.2824,0.5579,1.0,26.5,1082,ranking,1000,rbtree,rbf
17200,33.0147,0.659,280.5791,0.2781,0.5555,1.0,29.8,1082,ranking,1000,rbtree,rbf
17300,31.2309,0.6759,282.3629,0.281,0.477,0.9999,27.6,1082,ranking,1000,rbtree,rbf
17600,30.8744,0.6591,282.7195,0.28,0.5115,1.0,27.3,1082,ranking,1000,rbtree,rbf
17900,31.8193,0.6569,281.7745,0.2791,0.5441,0.9999,27.7,1082,ranking,1000,rbtree,rbf
18000,30.6513,0.6511,282.9425,0.2878,0.4926,1.0,27.1,1082,ranking,1000,rbtree,rbf
17700,28.1191,0.6552,285.4747,0.2779,0.4835,0.9999,25.2,1082,ranking,1000,rbtree,rbf
17800,32.419,0.6593,281.1748,0.2888,0.5502,0.9999,26.9,1082,ranking,1000,rbtree,rbf
18300,29.2005,0.6571,133.8978,0.281,0.521,1.0,26.2,1082,ranking,1000,rbtree,rbf
18100,30.3817,0.6557,132.7166,0.2919,0.525,1.0,26.7,1082,ranking,1000,rbtree,rbf
18400,30.3524,0.6592,132.7458,0.2828,0.5419,0.9999,26.0,1082,ranking,1000,rbtree,rbf
18500,32.4264,0.6549,130.6718,0.2901,0.5062,1.0,28.1,1082,ranking,1000,rbtree,rbf
18200,30.975,0.6707,132.1233,0.2787,0.5346,0.9999,27.7,1082,ranking,1000,rbtree,rbf
18800,32.0005,0.6563,131.0977,0.2834,0.5459,1.0,27.3,1082,ranking,1000,rbtree,rbf
18700,30.0969,0.6596,133.0014,0.2817,0.5235,1.0,26.8,1082,ranking,1000,rbtree,rbf
18600,31.369,0.6576,131.7292,0.2743,0.5339,1.0,27.5,1082,ranking,1000,rbtree,rbf
18900,29.8549,0.6621,133.2434,0.2693,0.5075,1.0,26.3,1082,ranking,1000,rbtree,rbf
19000,30.5389,0.6602,132.5593,0.2861,0.5461,1.0,27.0,1082,ranking,1000,rbtree,rbf
19300,30.6937,0.6589,132.4045,0.2823,0.5402,1.0,26.6,1082,ranking,1000,rbtree,rbf
19200,30.5874,0.6625,132.5109,0.2879,0.5376,1.0,27.3,1082,ranking,1000,rbtree,rbf
19100,32.5123,0.66,130.5859,0.2886,0.5668,1.0,27.6,1082,ranking,1000,rbtree,rbf
19400,32.5464,0.6599,130.5519,0.2843,0.5419,1.0,27.9,1082,ranking,1000,rbtree,rbf
19500,32.1249,0.6604,130.9734,0.2903,0.6077,1.0,26.4,1082,ranking,1000,rbtree,rbf
19700,29.8712,0.6657,36.2005,0.2929,0.5582,1.0,24.9,1082,ranking,1000,rbtree,rbf
19600,33.02,0.6607,33.0516,0.2797,0.5799,1.0,27.9,1082,ranking,1000,rbtree,rbf
19900,30.6601,0.6603,35.4115,0.2769,0.5493,1.0,25.4,1082,ranking,1000,rbtree,rbf
19800,29.4161,0.6594,36.6556,0.2841,0.5969,0.9999,24.6,1082,ranking,1000,rbtree,rbf
20000,30.8699,0.6607,35.2017,0.2868,0.5858,1.0,25.6,1082,ranking,1000,rbtree,rbf
100,46.416,0.5458,119.2647,0.5508,0.01,0.9996,29.9,1082,ranking,1000,rbtree,rbf
400,27.7018,0.6053,137.9789,0.3074,0.018,0.9999,29.4,1082,ranking,1000,rbtree,rbf
500,23.7456,0.6301,141.9351,0.2615,0.0205,0.9998,26.2,1082,ranking,1000,rbtree,rbf
300,29.6338,0.597,136.047,0.3197,0.0146,0.9997,28.6,1082,ranking,1000,rbtree,rbf
200,36.271,0.6275,129.4098,0.397,0.0116,0.9997,30.1,1082,ranking,1000,rbtree,rbf
600,27.8801,0.6677,137.8006,0.2936,0.0216,0.9999,29.8,1082,ranking,1000,rbtree,rbf
900,20.8339,0.6554,144.8468,0.2487,0.0296,0.9999,25.9,1082,ranking,1000,rbtree,rbf
1000,27.0191,0.6446,138.6616,0.2895,0.0322,0.9999,28.4,1082,ranking,1000,rbtree,rbf
700,22.1185,0.5999,143.5622,0.2543,0.0257,0.9998,25.3,1082,ranking,1000,rbtree,rbf
800,27.3414,0.6194,138.3393,0.2946,0.0281,0.9999,31.0,1082,ranking,1000,rbtree,rbf
1100,25.4851,0.6781,140.1956,0.2863,0.0343,0.9999,29.1,1082,ranking,1000,rbtree,rbf
1400,22.5774,0.6468,143.1033,0.2638,0.0401,0.9999,26.2,1082,ranking,1000,rbtree,rbf
1500,20.7376,0.606,144.9431,0.2406,0.0443,0.9999,26.1,1082,ranking,1000,rbtree,rbf
1300,24.7413,0.6445,140.9394,0.2695,0.0397,1.0,29.1,1082,ranking,1000,rbtree,rbf
1200,26.3449,0.6337,139.3359,0.2714,0.0391,0.9999,29.3,1082,ranking,1000,rbtree,rbf
1600,24.5247,0.6466,93.4773,0.2594,0.0481,0.9999,29.5,1082,ranking,1000,rbtree,rbf
1900,20.727,0.6203,97.275,0.2387,0.0526,0.9999,26.5,1082,ranking,1000,rbtree,rbf
2000,19.7607,0.6021,98.2413,0.2432,0.0618,0.9999,26.4,1082,ranking,1000,rbtree,rbf
1800,24.2652,0.6451,93.7368,0.2619,0.0512,0.9999,28.7,1082,ranking,1000,rbtree,rbf
1700,24.6946,0.636,93.3074,0.2651,0.0517,0.9999,29.1,1082,ranking,1000,rbtree,rbf
2100,22.1762,0.6372,95.8258,0.2591,0.0603,0.9999,27.9,1082,ranking,1000,rbtree,rbf
2400,21.1538,0.6666,96.8482,0.2519,0.07,1.0,27.1,1082,ranking,1000,rbtree,rbf
2500,20.2543,0.6392,97.7477,0.2443,0.0697,1.0,26.7,1082,ranking,1000,rbtree,rbf
2200,25.5142,0.624,92.4878,0.2714,0.0651,0.9999,28.4,1082,ranking,1000,rbtree,rbf
2300,19.7117,0.6509,98.2903,0.2159,0.0661,0.9999,25.4,1082,ranking,1000,rbtree,rbf
2600,18.2334,0.6563,99.7686,0.1972,0.0761,1.0,23.3,1082,ranking,1000,rbtree,rbf
2900,21.0019,0.6424,97.0001,0.2444,0.0805,0.9999,27.2,1082,ranking,1000,rbtree,rbf
3000,21.0785,0.6255,96.9236,0.2332,0.0781,0.9999,26.6,1082,ranking,1000,rbtree,rbf
2800,24.0577,0.6546,93.9443,0.253,0.0782,0.9999,30.3,1082,ranking,1000,rbtree,rbf
2700,21.4754,0.6542,96.5266,0.2492,0.0755,0.9999,26.7,1082,ranking,1000,rbtree,rbf
3100,27.1559,0.6814,98.9323,0.2767,0.0927,0.9999,30.1,1082,ranking,1000,rbtree,rbf
3400,24.5498,0.6453,101.5384,0.2595,0.0974,0.9999,29.5,1082,ranking,1000,rbtree,rbf
3500,22.4501,0.6289,103.638,0.2449,0.0957,0.9999,27.9,1082,ranking,1000,rbtree,rbf
3300,24.3043,0.6885,101.7838,0.2624,0.0924,0.9999,28.3,1082,ranking,1000,rbtree,rbf
3200,24.1011,0.6436,101.987,0.2618,0.0879,0.9999,28.6,1082,ranking,1000,rbtree,rbf
3600,21.5378,0.6799,104.5504,0.2393,0.098,0.9999,27.3,1082,ranking,1000,rbtree,rbf
3900,24.9314,0.6262,101.1567,0.2684,0.1056,0.9999,29.0,1082,ranking,1000,rbtree,rbf
4000,24.2452,0.6664,101.8429,0.2554,0.1101,0.9999,29.0,1082,ranking,1000,rbtree,rbf
3800,23.7662,0.6475,102.322,0.2454,0.109,0.9999,28.7,1082,ranking,1000,rbtree,rbf
3700,24.1071,0.6482,101.9811,0.2582,0.1048,1.0,28.9,1082,ranking,1000,rbtree,rbf
4100,25.8425,0.6627,100.2456,0.2727,0.1159,0.9999,29.6,1082,ranking,1000,rbtree,rbf
4400,21.6546,0.6403,104.4335,0.2463,0.124,0.9999,27.0,1082,ranking,1000,rbtree,rbf
4500,25.9016,0.6694,100.1865,0.2651,0.1367,0.9999,29.5,1082,ranking,1000,rbtree,rbf
4200,20.8363,0.6599,105.2519,0.2285,0.1094,0.9999,26.5,1082,ranking,1000,rbtree,rbf
4300,21.6613,0.6451,104.4268,0.2253,0.1188,1.0,26.7,1082,ranking,1000,rbtree,rbf
4600,24.6415,0.6371,104.1153,0.2503,0.1285,1.0,28.2,1082,ranking,1000,rbtree,rbf
4900,25.1916,0.676,103.5651,0.2589,0.1408,0.9999,29.0,1082,ranking,1000,rbtree,rbf
5000,21.7226,0.6383,107.0342,0.2465,0.1503,0.9999,26.7,1082,ranking,1000,rbtree,rbf
4700,24.4758,0.6703,104.281,0.2562,0.1343,1.0,27.7,1082,ranking,1000,rbtree,rbf
4800,23.7227,0.6593,105.034,0.2487,0.1303,0.9999,28.0,1082,ranking,1000,rbtree,rbf
5100,25.1622,0.6334,103.5946,0.2522,0.159,1.0,28.7,1082,ranking,1000,rbtree,rbf
5400,23.9598,0.654,104.7969,0.2525,0.1527,0.9999,27.7,1082,ranking,1000,rbtree,rbf
5500,21.045,0.6425,107.7117,0.2194,0.1526,0.9999,25.6,1082,ranking,1000,rbtree,rbf
5200,21.4354,0.6557,107.3213,0.2508,0.1509,0.9999,25.7,1082,ranking,1000,rbtree,rbf
5300,21.5809,0.6576,107.1758,0.2257,0.1482,0.9999,26.0,1082,ranking,1000,rbtree,rbf
5600,22.6768,0.6351,106.08,0.2366,0.1624,1.0,27.5,1082,ranking,1000,rbtree,rbf
5900,25.2763,0.636,103.4805,0.2568,0.1614,1.0,28.1,1082,ranking,1000,rbtree,rbf
6000,24.9588,0.6325,103.798,0.2556,0.1767,1.0,28.9,1082,ranking,1000,rbtree,rbf
5800,26.8453,0.6266,101.9115,0.2703,0.1601,0.9999,29.3,1082,ranking,1000,rbtree,rbf
5700,25.3578,0.6495,103.399,0.2616,0.1655,0.9999,27.6,1082,ranking,1000,rbtree,rbf
6100,24.8987,0.6351,229.1493,0.2629,0.1656,1.0,28.5,1082,ranking,1000,rbtree,rbf
6400,25.0247,0.6339,229.0233,0.2498,0.1762,1.0,28.6,1082,ranking,1000,rbtree,rbf
6500,23.5983,0.6613,230.4497,0.2532,0.19,0.9999,27.1,1082,ranking,1000,rbtree,rbf
6200,21.1632,0.6403,232.8848,0.2411,0.1732,1.0,26.0,1082,ranking,1000,rbtree,rbf
6300,25.3376,0.6702,228.7104,0.2557,0.195,0.9999,29.4,1082,ranking,1000,rbtree,rbf
6700,26.447,0.6606,227.601,0.263,0.1919,0.9999,29.2,1082,ranking,1000,rbtree,rbf
6600,22.2905,0.6857,231.7575,0.2413,0.183,0.9999,26.0,1082,ranking,1000,rbtree,rbf
6900,23.8304,0.6534,230.2175,0.2566,0.2008,1.0,27.2,1082,ranking,1000,rbtree,rbf
7000,25.2917,0.6473,228.7563,0.255,0.1912,0.9999,27.5,1082,ranking,1000,rbtree,rbf
6800,26.448,0.6482,227.6,0.2626,0.1969,0.9999,29.3,1082,ranking,1000,rbtree,rbf
7100,22.9524,0.6301,231.0956,0.238,0.1959,1.0,27.4,1082,ranking,1000,rbtree,rbf
7400,26.7006,0.646,227.3474,0.2677,0.2079,1.0,29.0,1082,ranking,1000,rbtree,rbf
7500,26.3868,0.6425,227.6611,0.2607,0.2109,1.0,28.6,1082,ranking,1000,rbtree,rbf
7200,25.6624,0.6446,228.3855,0.2578,0.2035,1.0,28.2,1082,ranking,1000,rbtree,rbf
7300,25.4794,0.6718,228.5685,0.2597,0.2085,0.9999,28.2,1082,ranking,1000,rbtree,rbf
7800,26.5022,0.6458,105.1558,0.2583,0.2166,0.9999,28.2,1082,ranking,1000,rbtree,rbf
7600,25.5318,0.647,106.1261,0.244,0.2434,0.9999,27.0,1082,ranking,1000,rbtree,rbf
7900,23.8056,0.6627,107.8523,0.2559,0.2175,0.9999,26.5,1082,ranking,1000,rbtree,rbf
8000,23.6719,0.6527,107.9861,0.2557,0.2288,0.9999,26.8,1082,ranking,1000,rbtree,rbf
7700,25.2237,0.6553,106.4343,0.2563,0.2137,0.9999,27.7,1082,ranking,1000,rbtree,rbf
8100,25.0164,0.6562,106.6416,0.2447,0.2245,0.9999,27.4,1082,ranking,1000,rbtree,rbf
8400,18.7642,0.6673,112.8937,0.2123,0.2627,0.9999,21.5,1082,ranking,1000,rbtree,rbf
8500,27.5227,0.6552,104.1353,0.2641,0.2353,0.9999,28.8,1082,ranking,1000,rbtree,rbf
8300,26.7562,0.6547,104.9017,0.2607,0.2304,0.9999,29.6,1082,ranking,1000,rbtree,rbf
8200,19.4054,0.663,112.2526,0.2264,0.2391,0.9999,23.2,1082,ranking,1000,rbtree,rbf
8700,26.1908,0.667,105.4672,0.2535,0.2501,1.0,27.7,1082,ranking,1000,rbtree,rbf
8600,25.928,0.6692,105.73,0.2527,0.2426,1.0,26.8,1082,ranking,1000,rbtree,rbf
8800,24.1634,0.6643,107.4946,0.2542,0.2554,0.9999,25.8,1082,ranking,1000,rbtree,rbf
8900,22.8128,0.6472,108.8451,0.2473,0.2614,1.0,25.2,1082,ranking,1000,rbtree,rbf
9000,28.2277,0.6582,103.4303,0.2733,0.2791,1.0,29.3,1082,ranking,1000,rbtree,rbf
9100,27.5969,0.6514,106.348,0.2698,0.2571,1.0,29.5,1082,ranking,1000,rbtree,rbf
9400,23.1118,0.6385,110.8331,0.2387,0.258,1.0,24.7,1082,ranking,1000,rbtree,rbf
9500,25.2775,0.6393,108.6674,0.2703,0.2751,0.9999,27.2,1082,ranking,1000,rbtree,rbf
9200,25.6248,0.613,108.3201,0.2475,0.2816,1.0,27.0,1082,ranking,1000,rbtree,rbf
9300,24.564,0.6519,109.3809,0.2572,0.2715,0.9999,27.2,1082,ranking,1000,rbtree,rbf
9600,24.6321,0.6656,109.3128,0.2652,0.2581,1.0,27.1,1082,ranking,1000,rbtree,rbf
9900,23.6623,0.6691,110.2826,0.2419,0.2664,0.9999,24.6,1082,ranking,1000,rbtree,rbf
10000,23.7723,0.6633,110.1726,0.238,0.2742,1.0,24.7,1082,ranking,1000,rbtree,rbf
9700,27.2307,0.6513,106.7142,0.2614,0.2871,0.9999,28.2,1082,ranking,1000,rbtree,rbf
9800,28.2024,0.6434,105.7425,0.2697,0.2773,1.0,29.3,1082,ranking,1000,rbtree,rbf
10100,25.3626,0.6813,108.5823,0.2576,0.277,0.9999,27.6,1082,ranking,1000,rbtree,rbf
10400,26.2107,0.6626,107.7342,0.2442,0.3218,0.9999,26.9,1082,ranking,1000,rbtree,rbf
10500,27.1461,0.6628,106.7988,0.2587,0.2871,0.9999,26.7,1082,ranking,1000,rbtree,rbf
10300,24.2236,0.6675,109.7213,0.2559,0.2853,1.0,26.7,1082,ranking,1000,rbtree,rbf
10200,26.862,0.6588,107.0829,0.2629,0.2874,0.9999,26.9,1082,ranking,1000,rbtree,rbf
10700,26.4582,0.6558,116.1082,0.2625,0.3056,0.9999,27.6,1082,ranking,1000,rbtree,rbf
10600,21.4644,0.6682,121.102,0.231,0.3021,0.9999,22.5,1082,ranking,1000,rbtree,rbf
10800,22.6065,0.6542,119.9599,0.2508,0.3354,1.0,24.7,1082,ranking,1000,rbtree,rbf
10900,24.4403,0.6607,118.1261,0.2513,0.3013,1.0,26.0,1082,ranking,1000,rbtree,rbf
11000,28.8569,0.666,113.7095,0.2656,0.3456,1.0,29.9,1082,ranking,1000,rbtree,rbf
11300,29.6871,0.6533,112.8793,0.2751,0.3228,1.0,27.3,1082,ranking,1000,rbtree,rbf
11100,28.7939,0.6352,113.7726,0.2683,0.3298,1.0,29.8,1082,ranking,1000,rbtree,rbf
11200,27.9245,0.6548,114.642,0.2622,0.339,1.0,28.5,1082,ranking,1000,rbtree,rbf
11400,28.0695,0.6568,114.4969,0.2674,0.3616,1.0,28.6,1082,ranking,1000,rbtree,rbf
11500,25.2201,0.6632,117.3463,0.2618,0.348,0.9999,27.0,1082,ranking,1000,rbtree,rbf
11600,28.4339,0.6478,114.1325,0.2735,0.3462,1.0,28.0,1082,ranking,1000,rbtree,rbf
11900,27.468,0.6569,115.0985,0.2623,0.359,1.0,26.3,1082,ranking,1000,rbtree,rbf
12000,28.2004,0.661,114.366,0.2649,0.3363,0.9999,28.5,1082,ranking,1000,rbtree,rbf
11800,28.9281,0.6605,113.6383,0.2717,0.3527,1.0,29.2,1082,ranking,1000,rbtree,rbf
11700,25.2372,0.655,117.3292,0.2547,0.3207,1.0,27.2,1082,ranking,1000,rbtree,rbf
12100,27.4751,0.6434,119.3746,0.2576,0.3653,1.0,27.1,1082,ranking,1000,rbtree,rbf
12400,24.0855,0.6505,122.7641,0.2521,0.3491,0.9999,24.7,1082,ranking,1000,rbtree,rbf
12500,26.5552,0.6725,120.2944,0.2684,0.3374,0.9999,27.5,1082,ranking,1000,rbtree,rbf
12200,25.2929,0.6534,121.5567,0.2504,0.3304,1.0,25.8,1082,ranking,1000,rbtree,rbf
12300,24.4086,0.6566,122.4411,0.2582,0.3453,0.9999,25.5,1082,ranking,1000,rbtree,rbf
12600,27.4901,0.6623,119.3596,0.271,0.351,0.9999,26.6,1082,ranking,1000,rbtree,rbf
12900,28.9689,0.638,117.8807,0.2706,0.4132,1.0,28.8,1082,ranking,1000,rbtree,rbf
13000,30.3105,0.6585,116.5391,0.2813,0.4026,1.0,29.4,1082,ranking,1000,rbtree,rbf
12800,29.5819,0.6598,117.2678,0.2741,0.4029,0.9999,29.4,1082,ranking,1000,rbtree,rbf
12700,28.2085,0.655,118.6411,0.2689,0.3373,1.0,27.8,1082,ranking,1000,rbtree,rbf
13100,28.848,0.6592,118.0016,0.2789,0.3484,1.0,26.8,1082,ranking,1000,rbtree,rbf
13400,26.7221,0.6433,120.1275,0.2662,0.3775,1.0,26.5,1082,ranking,1000,rbtree,rbf
13500,29.4318,0.6679,117.4178,0.2821,0.3733,1.0,28.0,1082,ranking,1000,rbtree,rbf
13200,29.1967,0.6573,117.6529,0.275,0.3706,1.0,28.1,1082,ranking,1000,rbtree,rbf
13300,29.1593,0.6508,117.6903,0.2699,0.3718,1.0,27.9,1082,ranking,1000,rbtree,rbf
13600,27.9445,0.6483,118.9597,0.265,0.3978,1.0,25.7,1082,ranking,1000,rbtree,rbf
13900,25.3135,0.65,121.5907,0.2491,0.412,0.9999,25.0,1082,ranking,1000,rbtree,rbf
14000,30.2481,0.665,116.6561,0.2751,0.4001,1.0,29.0,1082,ranking,1000,rbtree,rbf
13700,30.952,0.6685,115.9522,0.2802,0.4115,1.0,29.0,1082,ranking,1000,rbtree,rbf
13800,28.7074,0.6647,118.1968,0.2684,0.4179,1.0,26.3,1082,ranking,1000,rbtree,rbf
14200,30.3129,0.6521,116.5913,0.2756,0.4088,1.0,28.7,1082,ranking,1000,rbtree,rbf
14100,25.898,0.6523,121.0062,0.2591,0.3939,0.9999,25.4,1082,ranking,1000,rbtree,rbf
14400,28.012,0.6583,118.8922,0.2793,0.3926,1.0,27.4,1082,ranking,1000,rbtree,rbf
14500,27.497,0.6631,119.4072,0.2755,0.4267,0.9999,26.8,1082,ranking,1000,rbtree,rbf
14300,29.5473,0.6505,117.3569,0.2714,0.4002,1.0,28.3,1082,ranking,1000,rbtree,rbf
14800,26.0618,0.6653,120.8423,0.2539,0.4151,0.9999,25.2,1082,ranking,1000,rbtree,rbf
14600,28.9747,0.6385,117.9295,0.2795,0.4144,1.0,27.3,1082,ranking,1000,rbtree,rbf
14900,28.0895,0.6615,118.8147,0.2712,0.4239,1.0,27.3,1082,ranking,1000,rbtree,rbf
15000,29.0424,0.6435,117.8618,0.2713,0.4339,1.0,27.4,1082,ranking,1000,rbtree,rbf
14700,30.3613,0.6586,116.5429,0.286,0.4217,0.9999,27.6,1082,ranking,1000,rbtree,rbf
15300,30.5535,0.6554,273.0897,0.2876,0.4325,1.0,27.3,1082,ranking,1000,rbtree,rbf
15100,30.3315,0.6524,273.3117,0.2697,0.4283,1.0,27.1,1082,ranking,1000,rbtree,rbf
15400,30.1259,0.6517,273.5174,0.275,0.4456,1.0,27.4,1082,ranking,1000,rbtree,rbf
15500,31.0853,0.6502,272.558,0.2756,0.4426,1.0,27.6,1082,ranking,1000,rbtree,rbf
15200,31.6094,0.6575,272.0339,0.2832,0.4631,1.0,29.3,1082,ranking,1000,rbtree,rbf
15800,27.1855,0.6518,276.4578,0.2678,0.4281,0.9999,26.4,1082,ranking,1000,rbtree,rbf
15600,31.0417,0.6551,272.6016,0.2821,0.4521,1.0,27.6,1082,ranking,1000,rbtree,rbf
15900,30.8012,0.6513,272.8421,0.2802,0.4603,1.0,27.5,1082,ranking,1000,rbtree,rbf
16000,30.8284,0.6568,272.8148,0.2738,0.4561,1.0,28.6,1082,ranking,1000,rbtree,rbf
15700,28.9482,0.6637,274.6951,0.2911,0.4232,0.9999,27.1,1082,ranking,1000,rbtree,rbf
16100,30.0239,0.6413,273.6194,0.2837,0.4424,0.9999,26.8,1082,ranking,1000,rbtree,rbf
16400,31.3741,0.6496,272.2692,0.2807,0.4952,1.0,27.7,1082,ranking,1000,rbtree,rbf
16500,30.4039,0.6515,273.2394,0.279,0.4627,0.9999,27.3,1082,ranking,1000,rbtree,rbf
16200,30.0338,0.652,273.6095,0.2728,0.4925,1.0,26.5,1082,ranking,1000,rbtree,rbf
16300,27.0227,0.6635,276.6205,0.246,0.4889,0.9999,23.5,1082,ranking,1000,rbtree,rbf
16700,28.3767,0.6624,128.8842,0.2793,0.4483,0.9999,26.9,1082,ranking,1000,rbtree,rbf
16600,26.2714,0.66,130.9894,0.2652,0.4581,1.0,24.3,1082,ranking,1000,rbtree,rbf
16900,29.3146,0.6665,127.9463,0.2891,0.5074,0.9999,26.9,1082,ranking,1000,rbtree,rbf
17000,31.3612,0.6743,125.8996,0.2752,0.4948,1.0,28.8,1082,ranking,1000,rbtree,rbf
16800,32.3023,0.6621,124.9586,0.2888,0.5006,0.9999,28.8,1082,ranking,1000,rbtree,rbf
17100,29.4421,0.6612,127.8187,0.2855,0.486,1.0,26.4,1082,ranking,1000,rbtree,rbf
17400,28.1123,0.6626,129.1486,0.2683,0.464,1.0,24.6,1082,ranking,1000,rbtree,rbf
17500,33.2463,0.6532,124.0146,0.2887,0.5081,1.0,29.0,1082,ranking,1000,rbtree,rbf
17200,30.5241,0.6554,126.7368,0.2694,0.5223,0.9999,26.8,1082,ranking,1000,rbtree,rbf
17300,31.3812,0.6594,125.8796,0.2843,0.489,0.9999,27.7,1082,ranking,1000,rbtree,rbf
17600,30.196,0.66,127.0648,0.2772,0.5195,1.0,27.0,1082,ranking,1000,rbtree,rbf
17900,29.5107,0.6563,127.7502,0.2651,0.5245,0.9999,25.9,1082,ranking,1000,rbtree,rbf
18000,32.2004,0.653,125.0604,0.2821,0.5931,0.9999,26.9,1082,ranking,1000,rbtree,rbf
17800,30.931,0.6561,126.3299,0.2851,0.4983,1.0,27.8,1082,ranking,1000,rbtree,rbf
17700,29.4596,0.6599,127.8012,0.2795,0.4744,1.0,27.0,1082,ranking,1000,rbtree,rbf
18100,30.0795,0.6663,134.9145,0.2782,0.5117,0.9999,25.1,1082,ranking,1000,rbtree,rbf
18400,32.2317,0.6602,132.7623,0.2843,0.5566,1.0,27.7,1082,ranking,1000,rbtree,rbf
18500,30.6416,0.6591,134.3523,0.2864,0.5377,1.0,26.8,1082,ranking,1000,rbtree,rbf
18200,29.7502,0.6542,135.2438,0.2929,0.4865,1.0,26.9,1082,ranking,1000,rbtree,rbf
18300,31.3441,0.655,133.6498,0.285,0.5302,1.0,28.0,1082,ranking,1000,rbtree,rbf
18600,34.4136,0.6622,130.5804,0.299,0.5411,1.0,28.0,1082,ranking,1000,rbtree,rbf
18900,30.1321,0.6573,134.8619,0.284,0.555,0.9999,25.7,1082,ranking,1000,rbtree,rbf
19000,32.9372,0.6639,132.0567,0.2907,0.5448,1.0,27.8,1082,ranking,1000,rbtree,rbf
18700,31.808,0.6598,133.1859,0.2759,0.5373,1.0,27.3,1082,ranking,1000,rbtree,rbf
18800,33.228,0.6723,131.766,0.292,0.5431,1.0,28.7,1082,ranking,1000,rbtree,rbf
19100,29.7096,0.6665,135.2844,0.2809,0.5616,1.0,25.3,1082,ranking,1000,rbtree,rbf
