number_of_features,execution_times,fitness,idle_times,times_by_iteration,test_times,train_scores,number_of_iterations,number_of_samples,task,max_iterations,optimizer,kernel
19400,31.3944,0.6556,133.5995,0.2854,0.5764,1.0,25.8,1082,ranking,1000,rbtree,rbf
19500,32.5453,0.6595,132.4486,0.2834,0.5564,1.0,28.0,1082,ranking,1000,rbtree,rbf
19200,30.4935,0.665,134.5004,0.2952,0.5084,1.0,27.2,1082,ranking,1000,rbtree,rbf
19300,30.3543,0.6592,134.6397,0.2648,0.5978,1.0,25.1,1082,ranking,1000,rbtree,rbf
19600,27.0409,0.6576,65.7224,0.2689,0.5907,1.0,23.5,1082,ranking,1000,rbtree,rbf
19700,32.7882,0.6577,59.9751,0.2998,0.5874,1.0,27.7,1082,ranking,1000,rbtree,rbf
19900,35.286,0.6622,57.4773,0.2982,0.5704,1.0,28.8,1082,ranking,1000,rbtree,rbf
19800,33.1614,0.6623,59.6019,0.2854,0.586,1.0,26.8,1082,ranking,1000,rbtree,rbf
20000,31.7929,0.6601,60.9704,0.2965,0.5763,1.0,26.3,1082,ranking,1000,rbtree,rbf
300,30.5369,0.6108,263.1562,0.3323,0.0143,0.9998,28.0,1082,ranking,1000,rbtree,rbf
100,40.6454,0.5912,253.0477,0.4694,0.0093,0.9995,28.5,1082,ranking,1000,rbtree,rbf
400,28.465,0.6184,265.2281,0.3196,0.0164,0.9998,29.5,1082,ranking,1000,rbtree,rbf
500,29.5311,0.6278,264.162,0.3231,0.0201,0.9999,30.2,1082,ranking,1000,rbtree,rbf
200,41.2861,0.5986,252.407,0.4418,0.0122,0.9997,29.8,1082,ranking,1000,rbtree,rbf
600,23.193,0.6147,270.5001,0.2646,0.022,0.9998,26.4,1082,ranking,1000,rbtree,rbf
900,23.7728,0.6523,269.9203,0.2683,0.0302,0.9999,29.0,1082,ranking,1000,rbtree,rbf
1000,22.4187,0.6628,271.2744,0.2642,0.033,0.9999,27.4,1082,ranking,1000,rbtree,rbf
800,25.7348,0.6378,267.9583,0.2762,0.0272,0.9999,28.8,1082,ranking,1000,rbtree,rbf
700,27.5573,0.6046,266.1358,0.3014,0.0239,0.9999,28.7,1082,ranking,1000,rbtree,rbf
1100,22.4821,0.6512,271.211,0.2599,0.0364,0.9999,27.8,1082,ranking,1000,rbtree,rbf
1400,22.0972,0.6304,271.5959,0.2531,0.0428,0.9999,27.5,1082,ranking,1000,rbtree,rbf
1500,24.6139,0.5908,269.0792,0.259,0.0459,0.9999,28.5,1082,ranking,1000,rbtree,rbf
1200,25.7998,0.651,267.8933,0.2718,0.0385,1.0,28.7,1082,ranking,1000,rbtree,rbf
1300,25.033,0.6715,268.6601,0.2763,0.0412,0.9999,28.2,1082,ranking,1000,rbtree,rbf
1600,25.0312,0.6276,100.6838,0.2685,0.0492,0.9999,28.4,1082,ranking,1000,rbtree,rbf
1900,25.8348,0.6506,99.8802,0.2717,0.0547,0.9999,30.3,1082,ranking,1000,rbtree,rbf
2000,22.077,0.6361,103.638,0.2594,0.0576,0.9999,28.1,1082,ranking,1000,rbtree,rbf
1800,24.2195,0.6366,101.4955,0.2716,0.0532,0.9999,28.2,1082,ranking,1000,rbtree,rbf
1700,24.4323,0.6565,101.2827,0.2699,0.0495,0.9999,27.5,1082,ranking,1000,rbtree,rbf
2100,23.6296,0.6195,102.0854,0.2512,0.0599,0.9999,29.0,1082,ranking,1000,rbtree,rbf
2400,21.5666,0.6547,104.1484,0.2427,0.0683,1.0,26.8,1082,ranking,1000,rbtree,rbf
2500,22.1269,0.6124,103.5881,0.248,0.0711,0.9999,28.4,1082,ranking,1000,rbtree,rbf
2200,24.9573,0.6603,100.7577,0.269,0.0668,1.0,28.2,1082,ranking,1000,rbtree,rbf
2300,22.5885,0.6404,103.1265,0.2485,0.0692,0.9999,27.9,1082,ranking,1000,rbtree,rbf
2600,24.0238,0.6651,101.6912,0.2582,0.0733,0.9999,27.7,1082,ranking,1000,rbtree,rbf
2900,20.1171,0.6467,105.5979,0.2411,0.0792,0.9999,26.5,1082,ranking,1000,rbtree,rbf
3000,24.2237,0.6652,101.4913,0.2576,0.0847,0.9999,29.3,1082,ranking,1000,rbtree,rbf
2700,20.0331,0.6637,105.6819,0.2209,0.0754,0.9999,25.1,1082,ranking,1000,rbtree,rbf
2800,24.0276,0.6204,101.6874,0.2584,0.0821,0.9999,29.6,1082,ranking,1000,rbtree,rbf
3100,24.6068,0.6642,100.4857,0.2567,0.0831,0.9999,28.5,1082,ranking,1000,rbtree,rbf
3400,24.752,0.6279,100.3405,0.2577,0.0975,0.9999,29.6,1082,ranking,1000,rbtree,rbf
3500,24.8577,0.6449,100.2349,0.2637,0.1045,0.9999,29.1,1082,ranking,1000,rbtree,rbf
3200,23.3567,0.6631,101.7359,0.2596,0.0867,0.9999,28.3,1082,ranking,1000,rbtree,rbf
3300,23.9352,0.6256,101.1574,0.2574,0.0936,1.0,28.4,1082,ranking,1000,rbtree,rbf
3600,16.6434,0.6655,108.4492,0.2086,0.1007,1.0,22.9,1082,ranking,1000,rbtree,rbf
3900,23.4588,0.6543,101.6337,0.2479,0.1115,0.9999,28.2,1082,ranking,1000,rbtree,rbf
4000,23.6404,0.673,101.4521,0.249,0.1103,0.9999,27.0,1082,ranking,1000,rbtree,rbf
3800,19.7856,0.6401,105.3069,0.2347,0.1016,0.9999,25.0,1082,ranking,1000,rbtree,rbf
3700,24.4197,0.6669,100.6729,0.2549,0.1038,0.9999,29.0,1082,ranking,1000,rbtree,rbf
4100,25.4602,0.6523,99.6324,0.2666,0.108,1.0,27.7,1082,ranking,1000,rbtree,rbf
4400,22.1151,0.6541,102.9774,0.2452,0.1281,0.9999,27.7,1082,ranking,1000,rbtree,rbf
4500,25.9591,0.6477,99.1334,0.2582,0.1336,1.0,29.7,1082,ranking,1000,rbtree,rbf
4200,22.6281,0.6716,102.4644,0.2479,0.1201,0.9999,27.2,1082,ranking,1000,rbtree,rbf
4300,20.8052,0.6714,104.2874,0.24,0.1184,0.9999,26.7,1082,ranking,1000,rbtree,rbf
4600,22.9953,0.6619,104.0429,0.2353,0.1249,0.9999,26.8,1082,ranking,1000,rbtree,rbf
4900,24.772,0.6231,102.2661,0.2582,0.1421,0.9999,28.2,1082,ranking,1000,rbtree,rbf
5000,21.7644,0.6568,105.2738,0.2431,0.1379,1.0,26.9,1082,ranking,1000,rbtree,rbf
4800,24.4009,0.6468,102.6373,0.2504,0.1369,0.9999,29.5,1082,ranking,1000,rbtree,rbf
4700,25.1236,0.6703,101.9146,0.2626,0.1322,0.9999,28.4,1082,ranking,1000,rbtree,rbf
5100,23.8965,0.6643,103.1417,0.2456,0.139,0.9999,27.7,1082,ranking,1000,rbtree,rbf
5400,19.7878,0.6519,107.2504,0.2321,0.1522,0.9999,24.6,1082,ranking,1000,rbtree,rbf
5500,25.3006,0.6359,101.7376,0.2642,0.1556,0.9999,29.1,1082,ranking,1000,rbtree,rbf
5300,22.1753,0.6629,104.8629,0.2438,0.1504,0.9999,27.2,1082,ranking,1000,rbtree,rbf
5200,22.1298,0.6523,104.9084,0.2395,0.1478,0.9999,26.6,1082,ranking,1000,rbtree,rbf
5600,23.9725,0.6329,103.0657,0.2489,0.1581,0.9999,27.6,1082,ranking,1000,rbtree,rbf
5900,25.6351,0.6603,101.4031,0.2686,0.162,0.9999,28.6,1082,ranking,1000,rbtree,rbf
6000,25.5048,0.6599,101.5334,0.2631,0.1649,0.9999,27.7,1082,ranking,1000,rbtree,rbf
5700,24.4353,0.644,102.6028,0.2469,0.1648,1.0,28.4,1082,ranking,1000,rbtree,rbf
5800,23.4483,0.6453,103.5899,0.2407,0.1554,0.9999,27.1,1082,ranking,1000,rbtree,rbf
6100,23.8901,0.6528,223.0505,0.2395,0.1749,0.9999,27.3,1082,ranking,1000,rbtree,rbf
6400,25.4392,0.6657,221.5014,0.2537,0.1762,1.0,28.6,1082,ranking,1000,rbtree,rbf
6500,24.2747,0.66,222.6659,0.2477,0.1885,0.9999,27.5,1082,ranking,1000,rbtree,rbf
6300,25.5691,0.6065,221.3716,0.2615,0.1817,1.0,28.9,1082,ranking,1000,rbtree,rbf
6200,21.7047,0.6446,225.2359,0.2435,0.1768,0.9999,25.3,1082,ranking,1000,rbtree,rbf
6700,27.4027,0.6588,219.5379,0.2681,0.199,0.9999,29.7,1082,ranking,1000,rbtree,rbf
6600,22.3748,0.6569,224.5658,0.243,0.189,0.9999,26.9,1082,ranking,1000,rbtree,rbf
6800,24.2455,0.6467,222.6951,0.2484,0.1903,0.9999,26.9,1082,ranking,1000,rbtree,rbf
6900,26.5235,0.6459,220.4171,0.2629,0.1934,1.0,29.2,1082,ranking,1000,rbtree,rbf
7000,20.5432,0.6395,226.3974,0.2166,0.1949,0.9999,24.1,1082,ranking,1000,rbtree,rbf
7100,25.5378,0.6479,221.4028,0.2541,0.1989,0.9999,27.7,1082,ranking,1000,rbtree,rbf
7400,23.9689,0.6445,222.9717,0.2587,0.2166,0.9999,26.9,1082,ranking,1000,rbtree,rbf
7500,25.9913,0.6462,220.9493,0.2601,0.2043,0.9999,28.5,1082,ranking,1000,rbtree,rbf
7300,25.595,0.6465,221.3456,0.2545,0.2059,0.9999,28.5,1082,ranking,1000,rbtree,rbf
7200,22.169,0.6367,224.7717,0.2278,0.1962,1.0,25.2,1082,ranking,1000,rbtree,rbf
7600,24.9958,0.6638,108.1,0.2529,0.1991,0.9999,29.2,1082,ranking,1000,rbtree,rbf
7900,24.7424,0.6409,108.3534,0.2476,0.2128,0.9999,27.2,1082,ranking,1000,rbtree,rbf
8000,22.6876,0.6648,110.4082,0.2274,0.222,1.0,25.1,1082,ranking,1000,rbtree,rbf
7700,22.2538,0.65,110.8419,0.2445,0.2196,1.0,26.1,1082,ranking,1000,rbtree,rbf
7800,20.7075,0.652,112.3883,0.2339,0.2135,0.9999,25.0,1082,ranking,1000,rbtree,rbf
8100,25.3134,0.6528,107.7824,0.2637,0.2246,1.0,28.1,1082,ranking,1000,rbtree,rbf
8400,26.3416,0.672,106.7542,0.2706,0.2351,1.0,28.4,1082,ranking,1000,rbtree,rbf
8500,26.562,0.6471,106.5338,0.2616,0.241,1.0,29.1,1082,ranking,1000,rbtree,rbf
8300,25.1122,0.6735,107.9836,0.2483,0.2392,0.9999,26.5,1082,ranking,1000,rbtree,rbf
8200,25.462,0.6452,107.6338,0.2506,0.2271,0.9999,28.1,1082,ranking,1000,rbtree,rbf
8600,27.0421,0.6514,106.0536,0.2685,0.2444,0.9999,27.8,1082,ranking,1000,rbtree,rbf
8900,26.3126,0.6729,106.7832,0.2615,0.2594,0.9999,28.1,1082,ranking,1000,rbtree,rbf
9000,20.7972,0.6761,112.2986,0.2347,0.2456,0.9999,23.8,1082,ranking,1000,rbtree,rbf
8700,26.4136,0.6443,106.6822,0.2541,0.2419,1.0,28.4,1082,ranking,1000,rbtree,rbf
8800,25.3431,0.6221,107.7527,0.2582,0.2313,1.0,27.7,1082,ranking,1000,rbtree,rbf
9100,26.6326,0.6405,106.4114,0.2558,0.2444,0.9999,28.3,1082,ranking,1000,rbtree,rbf
9400,26.3846,0.6584,106.6594,0.2661,0.2709,0.9999,27.6,1082,ranking,1000,rbtree,rbf
9500,26.7089,0.6561,106.3351,0.2706,0.2709,1.0,27.3,1082,ranking,1000,rbtree,rbf
9300,25.1286,0.6568,107.9154,0.2692,0.245,0.9999,26.8,1082,ranking,1000,rbtree,rbf
9200,23.055,0.6745,109.989,0.2444,0.2561,1.0,26.4,1082,ranking,1000,rbtree,rbf
9600,29.0527,0.6723,103.9914,0.2668,0.2875,0.9999,28.1,1082,ranking,1000,rbtree,rbf
9900,23.1901,0.658,109.8539,0.2396,0.2596,0.9999,24.4,1082,ranking,1000,rbtree,rbf
10000,26.6249,0.6338,106.4191,0.2612,0.267,0.9999,27.7,1082,ranking,1000,rbtree,rbf
9800,24.2252,0.6543,108.8188,0.2446,0.2795,0.9999,26.8,1082,ranking,1000,rbtree,rbf
9700,27.7292,0.6638,105.3149,0.2724,0.2869,1.0,29.1,1082,ranking,1000,rbtree,rbf
10100,22.5056,0.6374,110.5384,0.2327,0.2678,0.9999,23.7,1082,ranking,1000,rbtree,rbf
10400,27.3033,0.6487,105.7407,0.2605,0.3078,1.0,28.4,1082,ranking,1000,rbtree,rbf
10500,26.8994,0.6298,106.1447,0.2621,0.3329,1.0,26.8,1082,ranking,1000,rbtree,rbf
10200,22.3199,0.6506,110.7241,0.2351,0.2866,0.9999,24.6,1082,ranking,1000,rbtree,rbf
10300,28.6863,0.6401,104.3578,0.2694,0.3129,1.0,28.9,1082,ranking,1000,rbtree,rbf
10800,24.8275,0.6458,117.4466,0.2581,0.3294,0.9999,25.9,1082,ranking,1000,rbtree,rbf
10600,27.5093,0.6374,114.7649,0.2658,0.298,1.0,28.1,1082,ranking,1000,rbtree,rbf
10700,24.4925,0.6377,117.7816,0.2497,0.282,1.0,24.8,1082,ranking,1000,rbtree,rbf
10900,28.3486,0.6475,113.9256,0.2681,0.3077,1.0,29.1,1082,ranking,1000,rbtree,rbf
11000,28.5336,0.6527,113.7406,0.2805,0.3102,1.0,29.1,1082,ranking,1000,rbtree,rbf
11100,25.7961,0.6853,116.4781,0.2522,0.3101,0.9999,27.3,1082,ranking,1000,rbtree,rbf
11400,27.647,0.6505,114.6271,0.2646,0.3117,1.0,27.8,1082,ranking,1000,rbtree,rbf
11500,27.4055,0.6514,114.8687,0.2584,0.3482,1.0,26.8,1082,ranking,1000,rbtree,rbf
11200,28.4259,0.6605,113.8483,0.2743,0.3166,0.9999,28.8,1082,ranking,1000,rbtree,rbf
11300,25.3255,0.6773,116.9486,0.264,0.3155,1.0,26.9,1082,ranking,1000,rbtree,rbf
11700,28.962,0.6683,113.3122,0.271,0.3315,1.0,29.5,1082,ranking,1000,rbtree,rbf
11800,29.2488,0.6546,113.0253,0.2757,0.3702,1.0,28.9,1082,ranking,1000,rbtree,rbf
11600,26.3687,0.6409,115.9054,0.2627,0.3379,0.9999,27.3,1082,ranking,1000,rbtree,rbf
11900,27.6365,0.6519,114.6377,0.2717,0.3215,0.9999,27.2,1082,ranking,1000,rbtree,rbf
12000,25.7365,0.6547,116.5376,0.257,0.311,0.9999,27.1,1082,ranking,1000,rbtree,rbf
12100,25.8017,0.6535,123.9005,0.263,0.325,0.9999,27.5,1082,ranking,1000,rbtree,rbf
12400,29.2169,0.6381,120.4853,0.2652,0.3837,1.0,29.4,1082,ranking,1000,rbtree,rbf
12500,25.3121,0.6425,124.3901,0.2544,0.3538,1.0,26.6,1082,ranking,1000,rbtree,rbf
12300,27.6951,0.6641,122.0072,0.2691,0.3291,1.0,28.3,1082,ranking,1000,rbtree,rbf
12200,27.6484,0.6712,122.0539,0.2646,0.3324,0.9999,28.5,1082,ranking,1000,rbtree,rbf
12600,28.0311,0.6867,121.6712,0.2578,0.3544,1.0,27.0,1082,ranking,1000,rbtree,rbf
12900,30.4435,0.646,119.2587,0.2811,0.3697,1.0,29.8,1082,ranking,1000,rbtree,rbf
13000,28.8621,0.6642,120.8401,0.2745,0.3534,1.0,28.9,1082,ranking,1000,rbtree,rbf
12700,26.9356,0.6563,122.7667,0.2647,0.3743,0.9999,27.8,1082,ranking,1000,rbtree,rbf
12800,28.1151,0.6538,121.5871,0.2648,0.3789,1.0,26.9,1082,ranking,1000,rbtree,rbf
13100,29.8392,0.6602,119.863,0.2782,0.3398,1.0,28.1,1082,ranking,1000,rbtree,rbf
13400,29.9496,0.6558,119.7526,0.2708,0.4157,1.0,27.2,1082,ranking,1000,rbtree,rbf
13500,29.0849,0.6525,120.6173,0.2735,0.3854,1.0,28.0,1082,ranking,1000,rbtree,rbf
13200,27.9654,0.6468,121.7368,0.27,0.3681,0.9999,27.4,1082,ranking,1000,rbtree,rbf
13300,30.5458,0.643,119.1564,0.2716,0.3985,0.9999,29.3,1082,ranking,1000,rbtree,rbf
13700,25.6893,0.6525,126.9695,0.2604,0.3766,0.9999,25.6,1082,ranking,1000,rbtree,rbf
13800,30.9547,0.6541,121.7041,0.2922,0.4052,0.9999,29.2,1082,ranking,1000,rbtree,rbf
13600,25.4974,0.6726,127.1614,0.2621,0.3785,0.9999,25.5,1082,ranking,1000,rbtree,rbf
13900,26.5158,0.6739,126.143,0.2721,0.3822,1.0,26.8,1082,ranking,1000,rbtree,rbf
14000,29.7197,0.6452,122.9391,0.2702,0.402,1.0,28.2,1082,ranking,1000,rbtree,rbf
14300,30.406,0.649,122.2529,0.2827,0.419,1.0,28.4,1082,ranking,1000,rbtree,rbf
14100,26.8209,0.6495,125.8379,0.2707,0.4037,0.9999,25.7,1082,ranking,1000,rbtree,rbf
14200,28.9037,0.6608,123.7552,0.2747,0.427,0.9999,27.0,1082,ranking,1000,rbtree,rbf
14400,28.509,0.6738,124.1498,0.262,0.4278,0.9999,27.2,1082,ranking,1000,rbtree,rbf
14500,26.7714,0.6623,125.8874,0.2613,0.4084,0.9999,24.5,1082,ranking,1000,rbtree,rbf
14600,27.4504,0.6651,125.2084,0.2766,0.4411,1.0,25.8,1082,ranking,1000,rbtree,rbf
14900,31.6811,0.651,120.9777,0.2726,0.4463,0.9999,29.6,1082,ranking,1000,rbtree,rbf
15000,30.46,0.664,122.1988,0.2845,0.4287,1.0,28.0,1082,ranking,1000,rbtree,rbf
14800,29.0303,0.6679,123.6285,0.2728,0.4516,0.9999,26.8,1082,ranking,1000,rbtree,rbf
14700,29.7203,0.6633,122.9385,0.2698,0.4597,1.0,27.0,1082,ranking,1000,rbtree,rbf
15200,26.7537,0.66,131.2801,0.2676,0.4344,0.9999,25.8,1082,ranking,1000,rbtree,rbf
15100,29.8231,0.6711,128.2108,0.268,0.4557,0.9999,26.9,1082,ranking,1000,rbtree,rbf
15300,29.9741,0.6645,128.0597,0.286,0.4273,1.0,28.3,1082,ranking,1000,rbtree,rbf
15400,27.9746,0.6739,130.0592,0.2677,0.4466,0.9999,27.1,1082,ranking,1000,rbtree,rbf
15500,29.5881,0.6549,128.4458,0.2728,0.4513,1.0,27.3,1082,ranking,1000,rbtree,rbf
15800,26.812,0.6708,131.2218,0.2655,0.4323,0.9999,25.5,1082,ranking,1000,rbtree,rbf
15600,27.053,0.6709,130.9808,0.2717,0.4318,0.9999,25.2,1082,ranking,1000,rbtree,rbf
15700,30.7956,0.659,127.2382,0.2735,0.4534,1.0,28.6,1082,ranking,1000,rbtree,rbf
15900,29.8834,0.6575,128.1504,0.2793,0.4344,1.0,27.5,1082,ranking,1000,rbtree,rbf
16000,28.0984,0.6533,129.9355,0.2769,0.4458,1.0,27.0,1082,ranking,1000,rbtree,rbf
16100,31.7998,0.658,126.2341,0.2864,0.468,1.0,28.1,1082,ranking,1000,rbtree,rbf
16400,31.1268,0.6645,126.907,0.289,0.5072,1.0,26.1,1082,ranking,1000,rbtree,rbf
16500,29.0462,0.644,128.9877,0.2817,0.4493,1.0,27.7,1082,ranking,1000,rbtree,rbf
16200,29.7512,0.6412,128.2826,0.2751,0.4624,1.0,26.9,1082,ranking,1000,rbtree,rbf
16300,31.9719,0.6784,126.0619,0.2803,0.5198,1.0,29.0,1082,ranking,1000,rbtree,rbf
16700,28.2903,0.6415,273.4762,0.2718,0.4656,1.0,24.8,1082,ranking,1000,rbtree,rbf
16600,30.8374,0.6531,270.9291,0.2842,0.4898,1.0,27.9,1082,ranking,1000,rbtree,rbf
16900,29.7597,0.6444,272.0068,0.2743,0.5141,0.9999,26.4,1082,ranking,1000,rbtree,rbf
17000,30.003,0.6821,271.7635,0.278,0.4895,0.9999,26.3,1082,ranking,1000,rbtree,rbf
16800,32.8506,0.6569,268.916,0.2851,0.5095,0.9999,28.9,1082,ranking,1000,rbtree,rbf
17100,29.6126,0.6709,272.154,0.274,0.4814,0.9999,27.4,1082,ranking,1000,rbtree,rbf
17400,27.7513,0.658,274.0152,0.2621,0.4871,1.0,25.3,1082,ranking,1000,rbtree,rbf
17500,31.2903,0.6497,270.4762,0.2889,0.5205,1.0,26.3,1082,ranking,1000,rbtree,rbf
17300,29.6692,0.669,272.0973,0.2819,0.4854,0.9999,26.8,1082,ranking,1000,rbtree,rbf
17200,28.9672,0.6664,272.7993,0.2727,0.4908,0.9999,25.9,1082,ranking,1000,rbtree,rbf
17700,27.8779,0.6561,273.8886,0.2701,0.4898,0.9999,24.4,1082,ranking,1000,rbtree,rbf
17800,29.3577,0.6733,272.4088,0.2739,0.5599,0.9999,26.1,1082,ranking,1000,rbtree,rbf
17600,31.1783,0.657,270.5883,0.2774,0.5323,1.0,26.7,1082,ranking,1000,rbtree,rbf
17900,29.1142,0.6713,272.6523,0.2717,0.5072,1.0,27.4,1082,ranking,1000,rbtree,rbf
18000,33.3193,0.6717,268.4472,0.284,0.5253,0.9999,29.8,1082,ranking,1000,rbtree,rbf
18300,29.3808,0.6552,134.8183,0.289,0.4782,1.0,26.5,1082,ranking,1000,rbtree,rbf
18100,32.6473,0.6684,131.5519,0.277,0.5463,0.9999,29.3,1082,ranking,1000,rbtree,rbf
18400,32.331,0.66,131.8682,0.2736,0.5836,1.0,26.9,1082,ranking,1000,rbtree,rbf
18500,32.4029,0.6555,131.7962,0.2847,0.5807,1.0,27.6,1082,ranking,1000,rbtree,rbf
18200,32.3022,0.6511,131.897,0.2961,0.5017,1.0,27.5,1082,ranking,1000,rbtree,rbf
18600,32.9625,0.6611,131.2367,0.2831,0.5384,1.0,29.0,1082,ranking,1000,rbtree,rbf
18900,30.125,0.6601,134.0741,0.2816,0.5489,1.0,26.7,1082,ranking,1000,rbtree,rbf
19000,31.8153,0.6587,132.3838,0.2833,0.5932,1.0,26.4,1082,ranking,1000,rbtree,rbf
18700,31.6553,0.6574,132.5439,0.2806,0.5762,0.9999,28.1,1082,ranking,1000,rbtree,rbf
18800,33.2133,0.6594,130.9858,0.2972,0.5696,1.0,27.9,1082,ranking,1000,rbtree,rbf
19200,31.844,0.659,132.3552,0.2918,0.5442,1.0,27.6,1082,ranking,1000,rbtree,rbf
19100,30.2691,0.6562,133.93,0.2912,0.5423,1.0,26.9,1082,ranking,1000,rbtree,rbf
19400,30.2919,0.6598,133.9073,0.2838,0.5894,1.0,25.9,1082,ranking,1000,rbtree,rbf
19500,30.4634,0.6584,133.7358,0.2803,0.5591,1.0,25.7,1082,ranking,1000,rbtree,rbf
19300,30.7038,0.6584,133.4953,0.2764,0.5395,1.0,26.1,1082,ranking,1000,rbtree,rbf
19600,32.0971,0.663,70.2717,0.2914,0.566,1.0,27.3,1082,ranking,1000,rbtree,rbf
19700,34.1233,0.6626,68.2455,0.2943,0.5444,1.0,28.4,1082,ranking,1000,rbtree,rbf
19900,34.5398,0.6624,67.8289,0.2986,0.6141,1.0,28.7,1082,ranking,1000,rbtree,rbf
19800,31.4229,0.6629,70.9459,0.2728,0.5979,0.9999,26.3,1082,ranking,1000,rbtree,rbf
20000,33.7507,0.66,68.6181,0.2918,0.579,1.0,28.5,1082,ranking,1000,rbtree,rbf
300,31.3841,0.5564,268.3305,0.3528,0.0137,0.9998,28.8,1082,ranking,1000,rbtree,rbf
100,54.134,0.6623,245.5806,0.5461,0.0089,0.9997,32.7,1082,ranking,1000,rbtree,rbf
400,26.539,0.579,273.1755,0.3011,0.0181,0.9998,27.4,1082,ranking,1000,rbtree,rbf
500,29.3885,0.5905,270.3261,0.3103,0.0213,0.9998,30.2,1082,ranking,1000,rbtree,rbf
200,40.549,0.5912,259.1656,0.4139,0.0118,0.9997,31.1,1082,ranking,1000,rbtree,rbf
600,28.4815,0.59,271.2331,0.3156,0.0233,0.9999,29.0,1082,ranking,1000,rbtree,rbf
900,22.3093,0.6029,277.4052,0.269,0.03,0.9999,27.6,1082,ranking,1000,rbtree,rbf
1000,27.6517,0.634,272.0628,0.3043,0.0326,0.9999,29.8,1082,ranking,1000,rbtree,rbf
800,24.7416,0.6344,274.9729,0.2816,0.0272,0.9999,27.9,1082,ranking,1000,rbtree,rbf
700,29.1792,0.6588,270.5353,0.3343,0.0263,0.9999,29.5,1082,ranking,1000,rbtree,rbf
1100,25.9148,0.6546,273.7997,0.2869,0.0356,0.9999,29.3,1082,ranking,1000,rbtree,rbf
1400,24.8366,0.6386,274.8779,0.2633,0.0427,0.9999,29.6,1082,ranking,1000,rbtree,rbf
1500,21.5417,0.6154,278.1729,0.2619,0.0426,0.9999,27.4,1082,ranking,1000,rbtree,rbf
1300,22.0463,0.6614,277.6683,0.2455,0.0406,0.9999,26.7,1082,ranking,1000,rbtree,rbf
1200,22.4645,0.6145,277.2501,0.2712,0.0365,0.9999,27.5,1082,ranking,1000,rbtree,rbf
1600,21.7544,0.6503,99.7135,0.2542,0.051,0.9999,27.4,1082,ranking,1000,rbtree,rbf
1900,22.8287,0.6522,98.6392,0.2466,0.056,0.9999,28.6,1082,ranking,1000,rbtree,rbf
2000,23.5011,0.619,97.9668,0.2508,0.0585,0.9999,28.6,1082,ranking,1000,rbtree,rbf
1800,24.3467,0.6672,97.1211,0.2671,0.0518,1.0,28.8,1082,ranking,1000,rbtree,rbf
1700,23.8941,0.6438,97.5738,0.263,0.0496,0.9999,27.5,1082,ranking,1000,rbtree,rbf
2100,23.407,0.604,98.0609,0.2459,0.0614,0.9999,28.4,1082,ranking,1000,rbtree,rbf
2400,22.28,0.6295,99.1879,0.264,0.0724,0.9999,27.8,1082,ranking,1000,rbtree,rbf
2500,19.8356,0.6447,101.6323,0.2341,0.0697,0.9999,25.4,1082,ranking,1000,rbtree,rbf
2200,20.4552,0.6541,101.0127,0.2331,0.0627,0.9999,26.6,1082,ranking,1000,rbtree,rbf
2300,24.0022,0.6416,97.4657,0.2552,0.0699,0.9999,28.3,1082,ranking,1000,rbtree,rbf
2600,24.0447,0.6161,97.4232,0.2445,0.0726,0.9999,29.3,1082,ranking,1000,rbtree,rbf
2900,22.0479,0.6106,99.42,0.2465,0.0796,1.0,27.8,1082,ranking,1000,rbtree,rbf
3000,24.5356,0.6716,96.9322,0.2638,0.0835,0.9999,29.1,1082,ranking,1000,rbtree,rbf
2800,22.6949,0.6587,98.7729,0.244,0.082,0.9999,26.1,1082,ranking,1000,rbtree,rbf
2700,24.5911,0.647,96.8767,0.2643,0.0788,1.0,28.5,1082,ranking,1000,rbtree,rbf
3100,22.2383,0.651,100.4697,0.245,0.0901,1.0,25.9,1082,ranking,1000,rbtree,rbf
3400,25.3444,0.6596,97.3636,0.2673,0.0943,0.9999,29.5,1082,ranking,1000,rbtree,rbf
3500,24.7859,0.6411,97.922,0.2575,0.1026,0.9999,29.5,1082,ranking,1000,rbtree,rbf
3300,24.8817,0.6332,97.8262,0.2617,0.0939,0.9999,28.6,1082,ranking,1000,rbtree,rbf
3200,20.2689,0.6564,102.439,0.2348,0.0829,0.9999,26.1,1082,ranking,1000,rbtree,rbf
3600,21.1091,0.6467,101.5988,0.2292,0.1034,0.9999,26.3,1082,ranking,1000,rbtree,rbf
3900,23.7603,0.6307,98.9476,0.2432,0.1185,1.0,27.9,1082,ranking,1000,rbtree,rbf
4000,23.5992,0.631,99.1088,0.2538,0.1126,0.9999,28.5,1082,ranking,1000,rbtree,rbf
3700,25.3754,0.6415,97.3326,0.2709,0.1119,0.9999,28.6,1082,ranking,1000,rbtree,rbf
3800,25.2339,0.6585,97.4741,0.2708,0.1095,0.9999,29.1,1082,ranking,1000,rbtree,rbf
4100,24.9939,0.6361,97.714,0.2619,0.1218,0.9999,28.8,1082,ranking,1000,rbtree,rbf
4400,24.4021,0.6426,98.3059,0.2628,0.1223,1.0,28.6,1082,ranking,1000,rbtree,rbf
4500,23.5461,0.6423,99.1619,0.2479,0.1219,0.9999,27.7,1082,ranking,1000,rbtree,rbf
4300,23.1019,0.6594,99.606,0.2402,0.1134,0.9999,27.2,1082,ranking,1000,rbtree,rbf
