Number of features,Number of samples,Execution time,Fitness,Train score,Test time,Number of iterations,Time by iteration,Max iterations,Optimizer,Kernel
2656,152,1.2696,0.573,0.0,0.0132,1,0.0209,1000,avltree,1
2642,152,1.2688,0.5954,0.0,0.0132,1,0.0208,1000,avltree,1
2633,152,1.2805,0.5928,0.0,0.013,1,0.0211,1000,avltree,1
2662,152,1.3092,0.5986,0.0,0.0132,1,0.022,1000,avltree,1
2648,152,1.2812,0.565,0.0,0.0132,1,0.021,1000,avltree,1
2650,152,1.2729,0.5971,0.0,0.0179,1,0.0262,1000,avltree,1
2662,152,1.2972,0.5887,0.0,0.0131,1,0.0209,1000,avltree,1
2620,152,1.2921,0.5905,0.0,0.0139,1,0.0209,1000,avltree,1
2619,152,1.3089,0.5715,0.0,0.0165,1,0.029,1000,avltree,1
2621,152,1.2656,0.5895,0.0,0.013,1,0.0237,1000,avltree,1
2646,152,1.2427,0.597,0.0,0.0133,1,0.0209,1000,avltree,1
2561,152,1.2691,0.5648,0.0,0.0131,1,0.0212,1000,avltree,1
2602,152,1.2595,0.5959,0.0,0.013,1,0.0208,1000,avltree,1
2667,152,1.2906,0.5723,0.0,0.0131,1,0.0225,1000,avltree,1
2588,152,1.264,0.5843,0.0,0.0167,1,0.0256,1000,avltree,1
2640,152,1.2675,0.566,0.0,0.0132,1,0.0223,1000,avltree,1
2609,152,1.3247,0.6105,0.0,0.0165,1,0.0283,1000,avltree,1
2631,152,1.3058,0.577,0.0,0.013,1,0.0213,1000,avltree,1
2657,152,1.2617,0.6268,0.0,0.0172,1,0.0295,1000,avltree,1
2611,152,1.2595,0.5966,0.0,0.013,1,0.0213,1000,avltree,1
2619,152,1.275,0.6033,0.0,0.0139,1,0.0225,1000,avltree,1
2596,152,1.3196,0.5823,0.0,0.013,1,0.0212,1000,avltree,1
2623,152,1.3271,0.5836,0.0,0.0166,1,0.0271,1000,avltree,1
2646,152,1.2569,0.5834,0.0,0.0132,1,0.0208,1000,avltree,1
3625,152,1.2967,0.6189,0.0,0.0173,1,0.0274,1000,avltree,1
2601,152,1.3132,0.5893,0.0,0.013,1,0.021,1000,avltree,1
2631,152,1.2965,0.5884,0.0,0.0133,1,0.0212,1000,avltree,1
2653,152,1.2649,0.5594,0.0,0.0131,1,0.0216,1000,avltree,1
2607,152,1.2822,0.5881,0.0,0.0132,1,0.021,1000,avltree,1
2705,152,1.3097,0.61,0.0,0.0167,1,0.0219,1000,avltree,1
2549,152,1.2913,0.5958,0.0,0.0128,1,0.0213,1000,avltree,1
2586,152,1.3069,0.5697,0.0,0.0162,1,0.0288,1000,avltree,1
2636,152,1.2773,0.5937,0.0,0.013,1,0.0211,1000,avltree,1
2694,152,1.3466,0.6114,0.0,0.0173,1,0.0307,1000,avltree,1
2638,152,1.2846,0.5865,0.0,0.0132,1,0.0213,1000,avltree,1
2570,152,1.2846,0.57,0.0,0.0128,1,0.0206,1000,avltree,1
2708,152,1.2839,0.5851,0.0,0.0179,1,0.0291,1000,avltree,1
2607,152,1.334,0.5555,0.0,0.0194,1,0.0312,1000,avltree,1
2653,152,1.3133,0.5566,0.0,0.0203,1,0.0311,1000,avltree,1
2611,152,1.3517,0.6029,0.0,0.0192,1,0.0307,1000,avltree,1
2590,152,1.2758,0.6019,0.0,0.0129,1,0.0231,1000,avltree,1
2654,152,1.32,0.5929,0.0,0.0133,1,0.0227,1000,avltree,1
2653,152,1.3008,0.5835,0.0,0.0131,1,0.0211,1000,avltree,1
2651,152,1.3052,0.6184,0.0,0.0134,1,0.0218,1000,avltree,1
2626,152,1.2671,0.5944,0.0,0.0133,1,0.0209,1000,avltree,1
2629,152,1.296,0.5728,0.0,0.0132,1,0.0215,1000,avltree,1
2674,152,1.3074,0.5957,0.0,0.0137,1,0.021,1000,avltree,1
2608,152,1.294,0.5859,0.0,0.0131,1,0.021,1000,avltree,1
2698,152,1.2628,0.5812,0.0,0.0159,1,0.0261,1000,avltree,1
2596,152,1.2343,0.5911,0.0,0.0156,1,0.0277,1000,avltree,1
2604,152,1.2968,0.5796,0.0,0.0131,1,0.0206,1000,avltree,1
2669,152,1.2637,0.6027,0.0,0.0133,1,0.0221,1000,avltree,1
2620,152,1.3333,0.6024,0.0,0.0189,1,0.0307,1000,avltree,1
2559,152,1.2506,0.5833,0.0,0.013,1,0.0207,1000,avltree,1
2671,152,1.2473,0.5759,0.0,0.0133,1,0.0213,1000,avltree,1
2584,152,1.2307,0.6117,0.0,0.0128,1,0.0208,1000,avltree,1
2581,152,1.2576,0.5693,0.0,0.0128,1,0.0221,1000,avltree,1
2602,152,1.2707,0.5742,0.0,0.0136,1,0.0209,1000,avltree,1
2590,152,1.3367,0.5961,0.0,0.0197,1,0.0308,1000,avltree,1
2620,152,1.3041,0.6079,0.0,0.0134,1,0.0211,1000,avltree,1
2611,152,1.3327,0.6155,0.0,0.0132,1,0.0224,1000,avltree,1
2630,152,1.3012,0.5925,0.0,0.0206,1,0.0265,1000,avltree,1
2614,152,1.2922,0.6048,0.0,0.0132,1,0.0212,1000,avltree,1
2581,152,1.2614,0.5943,0.0,0.0128,1,0.0222,1000,avltree,1
2692,152,1.272,0.5965,0.0,0.0135,1,0.0227,1000,avltree,1
2609,152,1.266,0.5707,0.0,0.0137,1,0.0212,1000,avltree,1
2654,152,1.3078,0.5829,0.0,0.0172,1,0.0231,1000,avltree,1
2687,152,1.2656,0.5778,0.0,0.017,1,0.0264,1000,avltree,1
2644,152,1.2585,0.5589,0.0,0.0158,1,0.0267,1000,avltree,1
2568,152,1.2528,0.6013,0.0,0.0132,1,0.0221,1000,avltree,1
2621,152,1.3002,0.6064,0.0,0.0173,1,0.0297,1000,avltree,1
2644,152,1.2529,0.5795,0.0,0.0133,1,0.0226,1000,avltree,1
2575,152,1.2504,0.5967,0.0,0.0166,1,0.0259,1000,avltree,1
2666,152,1.3269,0.5798,0.0,0.0138,1,0.0229,1000,avltree,1
2602,152,1.2658,0.5825,0.0,0.0129,1,0.0214,1000,avltree,1
2628,152,1.3111,0.5651,0.0,0.0153,1,0.0211,1000,avltree,1
8378,152,1.4855,0.6112,0.0,0.0384,9,0.0094,1000,avltree,2
28391,152,1.629,0.5388,0.0,0.121,2,0.0845,1000,avltree,2
27881,152,1.7136,0.5425,0.0,0.1322,2,0.0803,1000,avltree,2
12691,152,1.5105,0.5391,0.0,0.0557,1,0.0878,1000,avltree,2
9004,152,1.4163,0.5498,0.0,0.0404,2,0.0265,1000,avltree,2
13329,152,1.5109,0.5204,0.0,0.0722,1,0.096,1000,avltree,2
24750,152,1.6272,0.5379,0.0,0.1071,2,0.0673,1000,avltree,2
23515,152,1.6372,0.5427,0.0,0.1006,2,0.0745,1000,avltree,2
21172,152,1.5874,0.6235,0.0,0.0899,5,0.0346,1000,avltree,2
9616,152,1.5064,0.5198,0.0,0.0442,1,0.0749,1000,avltree,2
27771,152,1.7079,0.5346,0.0,0.1165,2,0.0799,1000,avltree,2
20641,152,1.6147,0.5239,0.0,0.0875,2,0.0674,1000,avltree,2
13926,152,1.4856,0.5413,0.0,0.0608,1,0.0742,1000,avltree,2
20868,152,1.6181,0.5275,0.0,0.0961,2,0.0571,1000,avltree,2
14979,152,1.5339,0.5567,0.0,0.0721,1,0.0813,1000,avltree,2
26586,152,1.7258,0.546,0.0,0.1457,2,0.0957,1000,avltree,2
20439,152,1.5932,0.5189,0.0,0.0874,2,0.0594,1000,avltree,2
4236,152,1.4952,0.6131,0.0,0.0207,18,0.0076,1000,avltree,2
2384,152,1.4827,0.6215,0.0,0.013,14,0.007,1000,avltree,2
19388,152,1.5688,0.5479,0.0,0.0853,2,0.0554,1000,avltree,2
850,152,1.2025,0.5331,0.0,0.0064,2,0.0073,1000,avltree,2
43,152,1.391,0.543,0.0,0.0035,19,0.0096,1000,avltree,2
27304,152,1.6955,0.5394,0.0,0.1161,2,0.0776,1000,avltree,2
18445,152,1.5575,0.5443,0.0,0.0989,2,0.0694,1000,avltree,2
26349,152,1.669,0.5423,0.0,0.1123,2,0.074,1000,avltree,2
2748,152,1.3718,0.5252,0.0,0.0175,2,0.014,1000,avltree,2
28439,152,1.6191,0.5393,0.0,0.1208,2,0.0925,1000,avltree,2
11919,152,1.4564,0.5547,0.0,0.0513,1,0.0664,1000,avltree,2
10680,152,1.4395,0.5308,0.0,0.0481,1,0.0601,1000,avltree,2
3920,152,1.3775,0.6163,0.0,0.0198,8,0.007,1000,avltree,2
22836,152,1.5602,0.5546,0.0,0.0989,2,0.0764,1000,avltree,2
5074,152,1.286,0.5605,0.0,0.0235,2,0.0169,1000,avltree,2
12065,152,1.382,0.5171,0.0,0.0518,1,0.0636,1000,avltree,2
1493,152,1.4301,0.642,0.0,0.0112,9,0.0078,1000,avltree,2
20864,152,1.5362,0.5373,0.0,0.0919,2,0.0609,1000,avltree,2
28515,152,1.635,0.5379,0.0,0.1247,2,0.0995,1000,avltree,2
22292,152,1.5672,0.5375,0.0,0.1178,2,0.0822,1000,avltree,2
5790,152,1.3477,0.6177,0.0,0.0263,7,0.0081,1000,avltree,2
1615,152,1.3271,0.6052,0.0,0.0092,12,0.0052,1000,avltree,2
11319,152,1.4301,0.6453,0.0,0.0484,9,0.013,1000,avltree,2
25692,152,1.6459,0.6321,0.0,0.1085,5,0.0431,1000,avltree,2
21324,152,1.5707,0.5266,0.0,0.095,2,0.067,1000,avltree,2
23510,152,1.5626,0.5367,0.0,0.0993,2,0.0632,1000,avltree,2
1425,152,1.2873,0.6366,0.0,0.0085,7,0.005,1000,avltree,2
21855,152,1.5568,0.6276,0.0,0.0911,5,0.0314,1000,avltree,2
12945,152,1.466,0.6309,0.0,0.0568,9,0.0135,1000,avltree,2
3859,152,1.3494,0.5335,0.0,0.0229,2,0.0174,1000,avltree,2
20835,152,1.5221,0.5474,0.0,0.0878,2,0.0524,1000,avltree,2
2534,152,1.2707,0.6512,0.0,0.0165,7,0.007,1000,avltree,2
514,152,1.1988,0.594,0.0,0.0052,11,0.0047,1000,avltree,2
2191,152,1.3298,0.5949,0.0,0.0118,12,0.0064,1000,avltree,2
336,152,1.185,0.5881,0.0,0.0046,9,0.0045,1000,avltree,2
5283,152,1.3058,0.5686,0.0,0.027,1,0.0347,1000,avltree,2
9251,152,1.4253,0.6206,0.0,0.042,7,0.0125,1000,avltree,2
6922,152,1.4348,0.6383,0.0,0.0501,5,0.0193,1000,avltree,2
5850,152,1.3304,0.6152,0.0,0.0298,6,0.009,1000,avltree,2
23857,152,1.5652,0.5425,0.0,0.0992,2,0.0691,1000,avltree,2
19413,152,1.4861,0.5348,0.0,0.0826,2,0.049,1000,avltree,2
17251,152,1.4934,0.63,0.0,0.0726,4,0.0367,1000,avltree,2
6339,152,1.4931,0.6269,0.0,0.0298,11,0.0092,1000,avltree,2
7821,152,1.3843,0.622,0.0,0.0354,9,0.0091,1000,avltree,2
12615,152,1.4113,0.5268,0.0,0.0686,1,0.0921,1000,avltree,2
20773,152,1.6336,0.5337,0.0,0.1072,2,0.0792,1000,avltree,2
11345,152,1.4077,0.518,0.0,0.0521,1,0.0643,1000,avltree,2
13062,152,1.4611,0.6285,0.0,0.0594,4,0.0267,1000,avltree,2
6440,152,1.3873,0.6535,0.0,0.0294,8,0.0103,1000,avltree,2
8077,152,1.3889,0.6112,0.0,0.0365,7,0.0102,1000,avltree,2
10703,152,1.38,0.5487,0.0,0.0465,2,0.0295,1000,avltree,2
7646,152,1.304,0.5287,0.0,0.0336,2,0.0226,1000,avltree,2
25412,152,1.6074,0.5431,0.0,0.1055,2,0.0708,1000,avltree,2
9624,152,1.3671,0.5568,0.0,0.0418,2,0.0279,1000,avltree,2
26519,152,1.6126,0.5423,0.0,0.1287,2,0.0949,1000,avltree,2
26132,152,1.5991,0.5453,0.0,0.1101,2,0.0716,1000,avltree,2
26051,152,1.6284,0.5262,0.0,0.1083,2,0.0775,1000,avltree,2
16128,152,1.4783,0.6207,0.0,0.0679,7,0.0144,1000,avltree,2
25294,152,1.6145,0.5496,0.0,0.1094,2,0.0903,1000,avltree,2
10477,152,1.4082,0.6347,0.0,0.0455,4,0.0182,1000,avltree,2
18333,152,1.4986,0.5515,0.0,0.0775,2,0.0539,1000,avltree,2
196,152,1.2646,0.5876,0.0,0.0039,18,0.0066,1000,avltree,2
3212,152,1.3093,0.6345,0.0,0.0158,8,0.0062,1000,avltree,2
142,152,1.1151,0.5227,0.0,0.0032,2,0.0055,1000,avltree,2
944,152,1.3589,0.5655,0.0,0.0068,17,0.0054,1000,avltree,2
17287,152,1.4968,0.6329,0.0,0.0735,5,0.0253,1000,avltree,2
10458,152,1.4061,0.6237,0.0,0.0571,8,0.0144,1000,avltree,2
12373,152,1.4585,0.6314,0.0,0.054,10,0.0144,1000,avltree,2
21777,152,1.5703,0.5345,0.0,0.0936,2,0.0716,1000,avltree,2
11205,152,1.4186,0.6372,0.0,0.0519,6,0.0173,1000,avltree,2
7642,152,1.4246,0.491,0.0,0.0518,1,0.0663,1000,avltree,2
12010,152,1.4306,0.6259,0.0,0.0534,7,0.0118,1000,avltree,2
21836,152,1.5256,0.5608,0.0,0.0909,2,0.0589,1000,avltree,2
8378,152,1.4096,0.6112,0.0,0.0372,9,0.0096,1000,avltree,2
28391,152,1.6431,0.5388,0.0,0.1191,2,0.0812,1000,avltree,2
27881,152,1.644,0.5425,0.0,0.1161,2,0.0752,1000,avltree,2
12691,152,1.4558,0.5391,0.0,0.0548,1,0.0817,1000,avltree,2
9004,152,1.3531,0.5498,0.0,0.0408,2,0.0262,1000,avltree,2
13329,152,1.4193,0.5204,0.0,0.0563,1,0.0694,1000,avltree,2
24750,152,1.5769,0.5379,0.0,0.1032,2,0.0616,1000,avltree,2
23515,152,1.5768,0.5427,0.0,0.0985,2,0.0668,1000,avltree,2
21172,152,1.5515,0.6235,0.0,0.089,5,0.0295,1000,avltree,2
9616,152,1.4485,0.5198,0.0,0.0643,1,0.0793,1000,avltree,2
27771,152,1.6434,0.5346,0.0,0.1191,2,0.0763,1000,avltree,2
20641,152,1.5628,0.5239,0.0,0.0856,2,0.0591,1000,avltree,2
13926,152,1.4776,0.5413,0.0,0.0629,1,0.0889,1000,avltree,2
20868,152,1.5175,0.5275,0.0,0.0897,2,0.0521,1000,avltree,2
14979,152,1.441,0.5567,0.0,0.063,1,0.0783,1000,avltree,2
26586,152,1.6238,0.546,0.0,0.1105,2,0.0915,1000,avltree,2
20439,152,1.5271,0.5189,0.0,0.086,2,0.0553,1000,avltree,2
4236,152,1.4727,0.6095,0.0,0.0202,15,0.0093,1000,avltree,2
2384,152,1.3753,0.6161,0.0,0.0125,11,0.0061,1000,avltree,2
19388,152,1.4922,0.5479,0.0,0.0822,2,0.0491,1000,avltree,2
850,152,1.2154,0.5331,0.0,0.0063,2,0.0074,1000,avltree,2
43,152,1.3698,0.543,0.0,0.0038,20,0.0112,1000,avltree,2
27304,152,1.6323,0.5394,0.0,0.1151,2,0.0809,1000,avltree,2
18445,152,1.4707,0.5443,0.0,0.0771,2,0.0532,1000,avltree,2
26349,152,1.6584,0.5423,0.0,0.1523,2,0.0977,1000,avltree,2
2748,152,1.2624,0.5252,0.0,0.0173,2,0.0141,1000,avltree,2
28439,152,1.6583,0.5393,0.0,0.118,2,0.0806,1000,avltree,2
11919,152,1.3793,0.5547,0.0,0.0508,1,0.063,1000,avltree,2
10680,152,1.3907,0.5308,0.0,0.0473,1,0.0613,1000,avltree,2
3920,152,1.3176,0.6163,0.0,0.0185,8,0.0067,1000,avltree,2
22836,152,1.6503,0.5546,0.0,0.1288,2,0.0854,1000,avltree,2
5074,152,1.3161,0.5605,0.0,0.0264,2,0.0174,1000,avltree,2
12065,152,1.4484,0.5171,0.0,0.0525,1,0.0654,1000,avltree,2
1493,152,1.4109,0.642,0.0,0.0092,9,0.0058,1000,avltree,2
20864,152,1.6479,0.5373,0.0,0.0888,2,0.0736,1000,avltree,2
28515,152,1.7528,0.5379,0.0,0.1212,2,0.0894,1000,avltree,2
22292,152,1.608,0.5375,0.0,0.0948,2,0.066,1000,avltree,2
5790,152,1.433,0.6149,0.0,0.0279,7,0.0084,1000,avltree,2
1615,152,1.3408,0.5995,0.0,0.0098,10,0.0054,1000,avltree,2
11319,152,1.5453,0.6453,0.0,0.0519,9,0.0141,1000,avltree,2
25692,152,1.6477,0.6321,0.0,0.1102,5,0.0371,1000,avltree,2
21324,152,1.6086,0.5266,0.0,0.0904,2,0.0601,1000,avltree,2
23510,152,1.6517,0.5367,0.0,0.1001,2,0.0652,1000,avltree,2
1425,152,1.3366,0.6366,0.0,0.0089,7,0.0051,1000,avltree,2
21855,152,1.6314,0.6276,0.0,0.0963,5,0.0334,1000,avltree,2
12945,152,1.5303,0.6302,0.0,0.0563,9,0.0125,1000,avltree,2
3859,152,1.3771,0.5335,0.0,0.0244,2,0.0185,1000,avltree,2
20835,152,1.6025,0.5474,0.0,0.09,2,0.0576,1000,avltree,2
2534,152,1.3524,0.6512,0.0,0.0135,7,0.0058,1000,avltree,2
514,152,1.3389,0.5947,0.0,0.0055,13,0.0053,1000,avltree,2
2191,152,1.4445,0.5949,0.0,0.0123,13,0.0067,1000,avltree,2
336,152,1.2823,0.5879,0.0,0.0046,8,0.0044,1000,avltree,2
5283,152,1.4558,0.5686,0.0,0.0248,1,0.0422,1000,avltree,2
9251,152,1.4348,0.6206,0.0,0.0409,7,0.0103,1000,avltree,2
6922,152,1.3584,0.6383,0.0,0.0377,5,0.0171,1000,avltree,2
5850,152,1.4605,0.6167,0.0,0.0272,7,0.0086,1000,avltree,2
23857,152,1.6619,0.5425,0.0,0.1004,2,0.0676,1000,avltree,2
19413,152,1.5665,0.5348,0.0,0.0831,2,0.0586,1000,avltree,2
17251,152,1.5599,0.63,0.0,0.077,4,0.029,1000,avltree,2
6339,152,1.4341,0.6244,0.0,0.0291,7,0.0082,1000,avltree,2
7821,152,1.3775,0.622,0.0,0.0344,9,0.0086,1000,avltree,2
12615,152,1.4001,0.5268,0.0,0.0553,1,0.0667,1000,avltree,2
20773,152,1.5418,0.5337,0.0,0.0906,2,0.0621,1000,avltree,2
11345,152,1.4089,0.518,0.0,0.0508,1,0.0637,1000,avltree,2
13062,152,1.4431,0.6285,0.0,0.0706,4,0.0274,1000,avltree,2
6440,152,1.3543,0.6495,0.0,0.0291,9,0.0073,1000,avltree,2
8077,152,1.3577,0.6117,0.0,0.0391,7,0.0096,1000,avltree,2
10703,152,1.3633,0.5487,0.0,0.0464,2,0.0304,1000,avltree,2
7646,152,1.349,0.5287,0.0,0.034,2,0.0237,1000,avltree,2
25412,152,1.5739,0.5431,0.0,0.1053,2,0.0712,1000,avltree,2
9624,152,1.403,0.5568,0.0,0.0434,2,0.0274,1000,avltree,2
26519,152,1.5983,0.5423,0.0,0.1126,2,0.0743,1000,avltree,2
26132,152,1.6004,0.5453,0.0,0.1091,2,0.0705,1000,avltree,2
26051,152,1.5986,0.5262,0.0,0.1116,2,0.0709,1000,avltree,2
16128,152,1.4856,0.6207,0.0,0.0811,7,0.0192,1000,avltree,2
25294,152,1.5921,0.5496,0.0,0.1084,2,0.08,1000,avltree,2
10477,152,1.3877,0.6347,0.0,0.0451,4,0.0176,1000,avltree,2
18333,152,1.5176,0.5515,0.0,0.0805,2,0.0496,1000,avltree,2
196,152,1.3004,0.5876,0.0,0.0038,18,0.0065,1000,avltree,2
3212,152,1.3589,0.6349,0.0,0.0158,10,0.0063,1000,avltree,2
142,152,1.1137,0.5227,0.0,0.0031,2,0.0054,1000,avltree,2
944,152,1.378,0.5655,0.0,0.0068,17,0.005,1000,avltree,2
17287,152,1.4904,0.6329,0.0,0.0729,5,0.0254,1000,avltree,2
10458,152,1.416,0.6237,0.0,0.0501,8,0.0099,1000,avltree,2
12373,152,1.5282,0.6314,0.0,0.0566,10,0.0119,1000,avltree,2
21777,152,1.5525,0.5345,0.0,0.0913,2,0.0554,1000,avltree,2
11205,152,1.4037,0.6372,0.0,0.0489,6,0.0173,1000,avltree,2
7642,152,1.3292,0.491,0.0,0.0336,1,0.044,1000,avltree,2
12010,152,1.4352,0.6329,0.0,0.056,7,0.0128,1000,avltree,2
21836,152,1.5448,0.5608,0.0,0.0912,2,0.0631,1000,avltree,2
6244,152,1.4141,0.633,0.0,0.0284,7,0.0082,1000,avltree,2
14386,152,1.6249,0.6382,0.0,0.0722,8,0.0229,1000,avltree,2
14297,152,1.5052,0.5607,0.0,0.0647,1,0.0881,1000,avltree,2
7970,152,1.3888,0.5235,0.0,0.0367,1,0.0461,1000,avltree,2
6548,152,1.385,0.5366,0.0,0.031,3,0.0168,1000,avltree,2
8223,152,1.4103,0.5317,0.0,0.0378,1,0.0487,1000,avltree,2
12848,152,1.5472,0.5487,0.0,0.0606,1,0.0899,1000,avltree,2
12335,152,1.5272,0.5313,0.0,0.0635,3,0.0285,1000,avltree,2
11536,152,1.5408,0.6329,0.0,0.0527,7,0.0147,1000,avltree,2
6694,152,1.5069,0.642,0.0,0.045,12,0.012,1000,avltree,2
14226,152,1.5839,0.6366,0.0,0.0651,7,0.0172,1000,avltree,2
11242,152,1.5116,0.5323,0.0,0.0538,1,0.0914,1000,avltree,2
8417,152,1.4788,0.5369,0.0,0.0387,2,0.0353,1000,avltree,2
11374,152,1.5386,0.6336,0.0,0.0588,8,0.0174,1000,avltree,2
8845,152,1.4893,0.6212,0.0,0.0424,4,0.0213,1000,avltree,2
13730,152,1.5172,0.6345,0.0,0.0618,8,0.012,1000,avltree,2
11221,152,1.4649,0.5585,0.0,0.0495,2,0.0417,1000,avltree,2
4482,152,1.3948,0.6402,0.0,0.0219,7,0.007,1000,avltree,2
3757,152,1.3854,0.6397,0.0,0.0246,7,0.0081,1000,avltree,2
10702,152,1.4719,0.5464,0.0,0.0504,2,0.0404,1000,avltree,2
3107,152,1.3548,0.5263,0.0,0.0161,2,0.0133,1000,avltree,2
2848,152,1.448,0.6302,0.0,0.0213,7,0.0093,1000,avltree,2
13956,152,1.5186,0.6282,0.0,0.0615,7,0.0209,1000,avltree,2
10307,152,1.483,0.5044,0.0,0.0471,1,0.0739,1000,avltree,2
13634,152,1.5037,0.6472,0.0,0.0587,6,0.0224,1000,avltree,2
3950,152,1.361,0.5378,0.0,0.0276,2,0.0191,1000,avltree,2
14405,152,1.5413,0.6297,0.0,0.0656,7,0.0145,1000,avltree,2
7582,152,1.4414,0.63,0.0,0.0361,6,0.0104,1000,avltree,2
7222,152,1.4681,0.6084,0.0,0.0328,9,0.0085,1000,avltree,2
4337,152,1.4281,0.6595,0.0,0.0218,10,0.0067,1000,avltree,2
12167,152,1.4947,0.6354,0.0,0.055,8,0.0136,1000,avltree,2
4878,152,1.4681,0.6149,0.0,0.0239,11,0.01,1000,avltree,2
7725,152,1.3186,0.5294,0.0,0.0457,1,0.0627,1000,avltree,2
3427,152,1.3703,0.6414,0.0,0.0232,7,0.0095,1000,avltree,2
11360,152,1.3912,0.5312,0.0,0.0624,1,0.0863,1000,avltree,2
14397,152,1.4766,0.6387,0.0,0.0613,5,0.0256,1000,avltree,2
11990,152,1.3991,0.5394,0.0,0.0538,1,0.0659,1000,avltree,2
5204,152,1.3444,0.6284,0.0,0.0235,4,0.0126,1000,avltree,2
3397,152,1.4501,0.6375,0.0,0.0172,11,0.0066,1000,avltree,2
7462,152,1.3848,0.6214,0.0,0.034,9,0.0095,1000,avltree,2
13356,152,1.4901,0.6437,0.0,0.0677,10,0.0145,1000,avltree,2
11543,152,1.4195,0.6289,0.0,0.0516,8,0.0101,1000,avltree,2
12443,152,1.4321,0.6267,0.0,0.0535,6,0.0192,1000,avltree,2
3392,152,1.2677,0.5303,0.0,0.0169,2,0.0156,1000,avltree,2
11822,152,1.417,0.6408,0.0,0.051,7,0.0113,1000,avltree,2
8024,152,1.3565,0.5407,0.0,0.037,4,0.0183,1000,avltree,2
4357,152,1.2965,0.5569,0.0,0.0256,4,0.0125,1000,avltree,2
11297,152,1.4856,0.652,0.0,0.049,10,0.0109,1000,avltree,2
3755,152,1.3234,0.6332,0.0,0.0183,7,0.0064,1000,avltree,2
3057,152,1.3016,0.6204,0.0,0.0151,7,0.0065,1000,avltree,2
3672,152,1.2979,0.6548,0.0,0.0183,7,0.0068,1000,avltree,2
2940,152,1.3594,0.6557,0.0,0.023,6,0.0095,1000,avltree,2
5059,152,1.2616,0.5415,0.0,0.0234,1,0.0325,1000,avltree,2
6555,152,1.3544,0.6306,0.0,0.0303,9,0.0074,1000,avltree,2
5678,152,1.2835,0.5551,0.0,0.0332,2,0.0227,1000,avltree,2
5137,152,1.296,0.5142,0.0,0.0231,2,0.0178,1000,avltree,2
12604,152,1.4125,0.5473,0.0,0.0684,1,0.0862,1000,avltree,2
10773,152,1.4578,0.6469,0.0,0.0462,7,0.0132,1000,avltree,2
9813,152,1.382,0.5674,0.0,0.045,2,0.0285,1000,avltree,2
5298,152,1.3359,0.6317,0.0,0.0247,8,0.0072,1000,avltree,2
5921,152,1.3872,0.6252,0.0,0.0263,9,0.008,1000,avltree,2
7954,152,1.3552,0.5245,0.0,0.0365,1,0.0472,1000,avltree,2
11383,152,1.4527,0.6364,0.0,0.0609,6,0.0212,1000,avltree,2
7411,152,1.3916,0.6246,0.0,0.0418,10,0.0115,1000,avltree,2
8072,152,1.359,0.5524,0.0,0.0366,2,0.0237,1000,avltree,2
6440,152,1.3642,0.6532,0.0,0.0288,8,0.0084,1000,avltree,2
6038,152,1.3598,0.6465,0.0,0.0356,7,0.0104,1000,avltree,2
7132,152,1.3038,0.5418,0.0,0.0402,2,0.0244,1000,avltree,2
5878,152,1.4056,0.6368,0.0,0.0335,5,0.018,1000,avltree,2
13265,152,1.4587,0.6331,0.0,0.0555,7,0.013,1000,avltree,2
6786,152,1.3617,0.6357,0.0,0.0301,8,0.0076,1000,avltree,2
13688,152,1.403,0.552,0.0,0.0613,2,0.0437,1000,avltree,2
13530,152,1.4064,0.547,0.0,0.0579,1,0.0702,1000,avltree,2
13497,152,1.4405,0.5228,0.0,0.0571,1,0.0747,1000,avltree,2
9337,152,1.4125,0.6238,0.0,0.0424,10,0.0103,1000,avltree,2
13135,152,1.4065,0.5461,0.0,0.0555,1,0.0677,1000,avltree,2
7100,152,1.3504,0.5471,0.0,0.0319,2,0.0216,1000,avltree,2
10379,152,1.3904,0.543,0.0,0.047,1,0.0575,1000,avltree,2
2870,152,1.2904,0.6326,0.0,0.0146,7,0.0056,1000,avltree,2
4062,152,1.3269,0.5054,0.0,0.0188,2,0.0173,1000,avltree,2
2913,152,1.3474,0.6341,0.0,0.0145,13,0.0061,1000,avltree,2
3203,152,1.2909,0.6509,0.0,0.0154,9,0.0059,1000,avltree,2
9988,152,1.4481,0.6331,0.0,0.0433,7,0.0113,1000,avltree,2
7059,152,1.3775,0.6423,0.0,0.0313,9,0.0077,1000,avltree,2
7909,152,1.3966,0.6325,0.0,0.0351,8,0.0091,1000,avltree,2
11700,152,1.3954,0.5647,0.0,0.0535,1,0.0632,1000,avltree,2
7263,152,1.3688,0.6202,0.0,0.0323,5,0.0132,1000,avltree,2
6006,152,1.2926,0.5049,0.0,0.0267,1,0.036,1000,avltree,2
7679,152,1.4446,0.6284,0.0,0.0474,6,0.0148,1000,avltree,2
11783,152,1.4157,0.6452,0.0,0.051,6,0.018,1000,avltree,2
4427,152,1.3953,0.6275,0.0,0.0219,7,0.0073,1000,avltree,2
7902,152,1.4678,0.5537,0.0,0.0355,2,0.0339,1000,avltree,2
7710,152,1.5116,0.5366,0.0,0.0515,1,0.0689,1000,avltree,2
5057,152,1.3867,0.6246,0.0,0.0242,6,0.0081,1000,avltree,2
4552,152,1.3795,0.6404,0.0,0.023,8,0.0072,1000,avltree,2
5251,152,1.3447,0.5035,0.0,0.0241,1,0.035,1000,avltree,2
