Number of features,Number of samples,Execution time,Fitness,Train score,Test time,Number of iterations,Time by iteration,Max iterations,Optimizer,Kernel
5357,152,1.3576,0.583,0.0,0.0244,1,0.045,1000,avltree,1
5469,152,1.3151,0.5814,0.0,0.025,1,0.0373,1000,avltree,1
5297,152,1.3016,0.5487,0.0,0.0253,1,0.0355,1000,avltree,1
5379,152,1.2858,0.5842,0.0,0.0244,1,0.0334,1000,avltree,1
5630,152,1.3231,0.585,0.0,0.0256,1,0.0362,1000,avltree,1
5453,152,1.3084,0.5536,0.0,0.0247,1,0.0342,1000,avltree,1
5498,152,1.3072,0.5676,0.0,0.0364,1,0.0428,1000,avltree,1
5550,152,1.3537,0.5483,0.0,0.0305,1,0.0487,1000,avltree,1
5361,152,1.318,0.5624,0.0,0.0249,1,0.0345,1000,avltree,1
5440,152,1.3618,0.581,0.0,0.0324,1,0.0488,1000,avltree,1
5533,152,1.3491,0.5688,0.0,0.0254,1,0.0345,1000,avltree,1
5591,152,1.4309,0.5686,0.0,0.0298,1,0.0444,1000,avltree,1
5564,152,1.3709,0.5626,0.0,0.0261,1,0.0398,1000,avltree,1
5541,152,1.363,0.5759,0.0,0.0256,1,0.0368,1000,avltree,1
5276,152,1.3363,0.5698,0.0,0.0319,1,0.0416,1000,avltree,1
5419,152,1.3784,0.6018,0.0,0.0245,1,0.0381,1000,avltree,1
5337,152,1.3017,0.5633,0.0,0.0313,1,0.0417,1000,avltree,1
5523,152,1.3315,0.5654,0.0,0.0251,1,0.0345,1000,avltree,1
5348,152,1.3142,0.5849,0.0,0.0241,1,0.0331,1000,avltree,1
5522,152,1.3288,0.571,0.0,0.0251,1,0.0351,1000,avltree,1
5603,152,1.3707,0.5633,0.0,0.0391,1,0.0518,1000,avltree,1
5378,152,1.3039,0.5815,0.0,0.031,1,0.0416,1000,avltree,1
5770,152,1.315,0.5686,0.0,0.027,1,0.036,1000,avltree,1
5398,152,1.3919,0.5752,0.0,0.0294,1,0.0478,1000,avltree,1
5452,152,1.3267,0.5537,0.0,0.0246,1,0.0357,1000,avltree,1
5561,152,1.3371,0.5498,0.0,0.0255,1,0.0356,1000,avltree,1
5227,152,1.308,0.5885,0.0,0.0239,1,0.0376,1000,avltree,1
5294,152,1.3033,0.5447,0.0,0.0239,1,0.0333,1000,avltree,1
5338,152,1.3241,0.5884,0.0,0.0249,1,0.0338,1000,avltree,1
5362,152,1.3021,0.5714,0.0,0.0301,1,0.0432,1000,avltree,1
5531,152,1.3703,0.5477,0.0,0.0259,1,0.0356,1000,avltree,1
5379,152,1.4083,0.5724,0.0,0.0312,1,0.0461,1000,avltree,1
5325,152,1.3611,0.5713,0.0,0.0239,1,0.0342,1000,avltree,1
5414,152,1.3105,0.5472,0.0,0.0245,1,0.0341,1000,avltree,1
5272,152,1.2788,0.5899,0.0,0.0316,1,0.0411,1000,avltree,1
5491,152,1.39,0.574,0.0,0.0366,1,0.0513,1000,avltree,1
5436,152,1.37,0.5615,0.0,0.0273,1,0.0459,1000,avltree,1
5276,152,1.3156,0.5539,0.0,0.0301,1,0.043,1000,avltree,1
5289,152,1.2836,0.5686,0.0,0.0238,1,0.0327,1000,avltree,1
5523,152,1.2894,0.5677,0.0,0.0249,1,0.0342,1000,avltree,1
5247,152,1.3419,0.5828,0.0,0.0235,1,0.0321,1000,avltree,1
5598,152,1.3049,0.5985,0.0,0.0327,1,0.0436,1000,avltree,1
5533,152,1.3596,0.5664,0.0,0.0286,1,0.0383,1000,avltree,1
5377,152,1.3872,0.5926,0.0,0.0378,1,0.0501,1000,avltree,1
5403,152,1.3137,0.54,0.0,0.0253,1,0.0346,1000,avltree,1
5439,152,1.2691,0.5677,0.0,0.0331,1,0.0462,1000,avltree,1
5470,152,1.312,0.5692,0.0,0.0328,1,0.0422,1000,avltree,1
5444,152,1.2867,0.5715,0.0,0.0246,1,0.0337,1000,avltree,1
5540,152,1.286,0.5705,0.0,0.0259,1,0.0341,1000,avltree,1
5463,152,1.3465,0.5565,0.0,0.0307,1,0.0346,1000,avltree,1
5419,152,1.3276,0.582,0.0,0.0281,1,0.0332,1000,avltree,1
5535,152,1.2816,0.5669,0.0,0.026,1,0.0343,1000,avltree,1
5360,152,1.3757,0.5529,0.0,0.024,1,0.044,1000,avltree,1
5409,152,1.2958,0.5712,0.0,0.0246,1,0.0344,1000,avltree,1
5343,152,1.2983,0.5647,0.0,0.0249,1,0.0337,1000,avltree,1
5457,152,1.3239,0.5617,0.0,0.0244,1,0.0345,1000,avltree,1
5415,152,1.3239,0.5739,0.0,0.0243,1,0.0334,1000,avltree,1
5587,152,1.3209,0.5667,0.0,0.0275,1,0.0358,1000,avltree,1
5431,152,1.2991,0.5856,0.0,0.0248,1,0.0349,1000,avltree,1
5328,152,1.3616,0.6007,0.0,0.0278,1,0.05,1000,avltree,1
5517,152,1.3033,0.5769,0.0,0.032,1,0.0428,1000,avltree,1
5525,152,1.2848,0.5587,0.0,0.0245,1,0.0352,1000,avltree,1
5267,152,1.2797,0.5659,0.0,0.0241,1,0.0329,1000,avltree,1
5319,152,1.4098,0.5649,0.0,0.037,1,0.0495,1000,avltree,1
5345,152,1.3679,0.5781,0.0,0.0261,1,0.0365,1000,avltree,1
5492,152,1.39,0.5658,0.0,0.0316,1,0.0464,1000,avltree,1
5420,152,1.343,0.5739,0.0,0.0248,1,0.0374,1000,avltree,1
5424,152,1.2904,0.5531,0.0,0.0252,1,0.033,1000,avltree,1
4345,152,1.2784,0.5906,0.0,0.0245,1,0.0377,1000,avltree,1
4444,152,1.2887,0.5697,0.0,0.0211,1,0.0293,1000,avltree,1
4446,152,1.3556,0.5879,0.0,0.0205,1,0.0321,1000,avltree,1
4489,152,1.2991,0.5739,0.0,0.0205,1,0.0295,1000,avltree,1
4814,152,1.3036,0.5771,0.0,0.0221,1,0.0314,1000,avltree,1
4429,152,1.2926,0.5762,0.0,0.0201,1,0.042,1000,avltree,1
4460,152,1.3325,0.5805,0.0,0.0207,1,0.0317,1000,avltree,1
4419,152,1.3083,0.5397,0.0,0.0207,1,0.0298,1000,avltree,1
4255,152,1.3224,0.5848,0.0,0.0198,1,0.0297,1000,avltree,1
4471,152,1.3168,0.581,0.0,0.0219,1,0.0295,1000,avltree,1
4443,152,1.2775,0.5914,0.0,0.0227,1,0.0291,1000,avltree,1
4463,152,1.298,0.5622,0.0,0.0256,1,0.0384,1000,avltree,1
4352,152,1.2957,0.592,0.0,0.02,1,0.0286,1000,avltree,1
4295,152,1.295,0.5662,0.0,0.0198,1,0.0292,1000,avltree,1
4413,152,1.3015,0.5574,0.0,0.02,1,0.0291,1000,avltree,1
4475,152,1.2852,0.5813,0.0,0.0204,1,0.0305,1000,avltree,1
4387,152,1.3281,0.5727,0.0,0.0201,1,0.0297,1000,avltree,1
4608,152,1.3528,0.5768,0.0,0.0338,1,0.0491,1000,avltree,1
4429,152,1.3471,0.5782,0.0,0.0233,1,0.0414,1000,avltree,1
4391,152,1.3007,0.591,0.0,0.0254,1,0.0368,1000,avltree,1
4473,152,1.2913,0.5686,0.0,0.0208,1,0.03,1000,avltree,1
4396,152,1.3006,0.5856,0.0,0.0203,1,0.0311,1000,avltree,1
4382,152,1.2864,0.5665,0.0,0.0203,1,0.0293,1000,avltree,1
4479,152,1.2767,0.5688,0.0,0.0208,1,0.0293,1000,avltree,1
4400,152,1.2875,0.5719,0.0,0.0222,1,0.0294,1000,avltree,1
4346,152,1.2643,0.5749,0.0,0.0244,1,0.0384,1000,avltree,1
4582,152,1.2786,0.5883,0.0,0.0212,1,0.0313,1000,avltree,1
4529,152,1.3228,0.5477,0.0,0.0207,1,0.0306,1000,avltree,1
4414,152,1.313,0.5692,0.0,0.0221,1,0.0296,1000,avltree,1
4487,152,1.3074,0.5668,0.0,0.0244,1,0.0366,1000,avltree,1
4397,152,1.3168,0.5918,0.0,0.026,1,0.038,1000,avltree,1
4407,152,1.2982,0.5814,0.0,0.0205,1,0.0295,1000,avltree,1
4490,152,1.3579,0.5505,0.0,0.0293,1,0.0443,1000,avltree,1
4433,152,1.2944,0.5772,0.0,0.0235,1,0.0292,1000,avltree,1
4517,152,1.3157,0.5521,0.0,0.0272,1,0.0375,1000,avltree,1
4507,152,1.2663,0.5759,0.0,0.0209,1,0.0298,1000,avltree,1
4356,152,1.3081,0.5681,0.0,0.0202,1,0.0293,1000,avltree,1
5419,152,1.3341,0.6018,0.0,0.0258,1,0.0343,1000,avltree,1
4364,152,1.2592,0.5983,0.0,0.0202,1,0.0289,1000,avltree,1
4478,152,1.3599,0.5748,0.0,0.0323,1,0.0442,1000,avltree,1
4312,152,1.2963,0.5793,0.0,0.0199,1,0.0292,1000,avltree,1
4458,152,1.278,0.5911,0.0,0.0206,1,0.0297,1000,avltree,1
4473,152,1.3599,0.5665,0.0,0.0217,1,0.0359,1000,avltree,1
4366,152,1.2862,0.5835,0.0,0.0217,1,0.0306,1000,avltree,1
4555,152,1.3017,0.5751,0.0,0.0212,1,0.0308,1000,avltree,1
4425,152,1.295,0.5962,0.0,0.0265,1,0.0369,1000,avltree,1
4476,152,1.3179,0.543,0.0,0.0207,1,0.0303,1000,avltree,1
4503,152,1.3007,0.5421,0.0,0.0216,1,0.0307,1000,avltree,1
4406,152,1.2999,0.6023,0.0,0.0203,1,0.0295,1000,avltree,1
4307,152,1.2829,0.555,0.0,0.0202,1,0.0285,1000,avltree,1
4415,152,1.3344,0.6097,0.0,0.0311,1,0.0435,1000,avltree,1
4436,152,1.3667,0.577,0.0,0.0276,1,0.0428,1000,avltree,1
4469,152,1.3301,0.5579,0.0,0.0229,1,0.0309,1000,avltree,1
4382,152,1.3087,0.5627,0.0,0.0202,1,0.0292,1000,avltree,1
4418,152,1.2858,0.5504,0.0,0.021,1,0.0331,1000,avltree,1
4505,152,1.3725,0.5828,0.0,0.0264,1,0.0425,1000,avltree,1
4374,152,1.2934,0.5751,0.0,0.0207,1,0.0288,1000,avltree,1
4492,152,1.276,0.5872,0.0,0.0208,1,0.0297,1000,avltree,1
4508,152,1.3091,0.5846,0.0,0.0277,1,0.0393,1000,avltree,1
4414,152,1.2937,0.5623,0.0,0.0207,1,0.0296,1000,avltree,1
4449,152,1.3034,0.5461,0.0,0.0205,1,0.0297,1000,avltree,1
4456,152,1.3098,0.5826,0.0,0.0239,1,0.0292,1000,avltree,1
4366,152,1.2909,0.5696,0.0,0.0205,1,0.0296,1000,avltree,1
4459,152,1.3052,0.5895,0.0,0.0208,1,0.0293,1000,avltree,1
4536,152,1.3078,0.5607,0.0,0.0218,1,0.0351,1000,avltree,1
4441,152,1.354,0.5713,0.0,0.0258,1,0.0439,1000,avltree,1
4350,152,1.314,0.5631,0.0,0.0199,1,0.0291,1000,avltree,1
4383,152,1.2858,0.5802,0.0,0.0209,1,0.0292,1000,avltree,1
4413,152,1.294,0.5813,0.0,0.0205,1,0.029,1000,avltree,1
4447,152,1.2945,0.5871,0.0,0.0268,1,0.0384,1000,avltree,1
4539,152,1.3614,0.5896,0.0,0.0296,1,0.0449,1000,avltree,1
4410,152,1.2976,0.5653,0.0,0.021,1,0.0298,1000,avltree,1
4404,152,1.278,0.5872,0.0,0.0203,1,0.029,1000,avltree,1
4460,152,1.2901,0.5732,0.0,0.0203,1,0.0296,1000,avltree,1
4424,152,1.2831,0.5742,0.0,0.0206,1,0.0293,1000,avltree,1
4412,152,1.2776,0.6015,0.0,0.0203,1,0.029,1000,avltree,1
4417,152,1.3206,0.5635,0.0,0.0204,1,0.0322,1000,avltree,1
4412,152,1.3006,0.5708,0.0,0.0205,1,0.0298,1000,avltree,1
4441,152,1.316,0.5858,0.0,0.0204,1,0.0297,1000,avltree,1
4506,152,1.3783,0.5602,0.0,0.0321,1,0.0443,1000,avltree,1
4481,152,1.3563,0.5708,0.0,0.0284,1,0.0428,1000,avltree,1
4343,152,1.2984,0.6016,0.0,0.02,1,0.0298,1000,avltree,1
4408,152,1.2714,0.5641,0.0,0.0207,1,0.0288,1000,avltree,1
4490,152,1.3145,0.5658,0.0,0.0214,1,0.03,1000,avltree,1
4383,152,1.2978,0.5652,0.0,0.0205,1,0.0298,1000,avltree,1
4458,152,1.2773,0.555,0.0,0.0203,1,0.0296,1000,avltree,1
4352,152,1.3094,0.5735,0.0,0.0211,1,0.0298,1000,avltree,1
4515,152,1.3244,0.585,0.0,0.0207,1,0.0295,1000,avltree,1
4423,152,1.2693,0.5671,0.0,0.0226,1,0.03,1000,avltree,1
4412,152,1.2901,0.5477,0.0,0.0272,1,0.037,1000,avltree,1
3584,152,1.376,0.6006,0.0,0.022,1,0.0317,1000,avltree,1
3619,152,1.334,0.539,0.0,0.017,1,0.0271,1000,avltree,1
3656,152,1.2882,0.5816,0.0,0.0174,1,0.0265,1000,avltree,1
3594,152,1.2846,0.5732,0.0,0.0171,1,0.0258,1000,avltree,1
3676,152,1.3061,0.5601,0.0,0.0245,1,0.0326,1000,avltree,1
3569,152,1.3286,0.5821,0.0,0.0176,1,0.0318,1000,avltree,1
3625,152,1.2882,0.5547,0.0,0.0175,1,0.0258,1000,avltree,1
3605,152,1.2922,0.5569,0.0,0.0169,1,0.0251,1000,avltree,1
3541,152,1.3089,0.5791,0.0,0.0193,1,0.0262,1000,avltree,1
3567,152,1.3243,0.5925,0.0,0.0195,1,0.025,1000,avltree,1
3561,152,1.2873,0.5953,0.0,0.0202,1,0.0266,1000,avltree,1
3581,152,1.3012,0.5921,0.0,0.0221,1,0.0372,1000,avltree,1
3542,152,1.3152,0.5793,0.0,0.0175,1,0.0266,1000,avltree,1
3530,152,1.3484,0.5705,0.0,0.0251,1,0.0391,1000,avltree,1
3594,152,1.2878,0.5776,0.0,0.0175,1,0.0259,1000,avltree,1
3650,152,1.3375,0.5914,0.0,0.0174,1,0.0263,1000,avltree,1
3515,152,1.2964,0.5695,0.0,0.0224,1,0.0365,1000,avltree,1
3694,152,1.2908,0.5768,0.0,0.0175,1,0.0257,1000,avltree,1
3672,152,1.2739,0.577,0.0,0.0177,1,0.0259,1000,avltree,1
3697,152,1.276,0.5761,0.0,0.0175,1,0.0261,1000,avltree,1
3587,152,1.254,0.5755,0.0,0.0206,1,0.0363,1000,avltree,1
3595,152,1.2896,0.5729,0.0,0.0243,1,0.0318,1000,avltree,1
3581,152,1.2902,0.5374,0.0,0.0168,1,0.0258,1000,avltree,1
3636,152,1.3138,0.5945,0.0,0.0176,1,0.0258,1000,avltree,1
3628,152,1.2636,0.5888,0.0,0.0172,1,0.0271,1000,avltree,1
3603,152,1.3005,0.5749,0.0,0.0171,1,0.0259,1000,avltree,1
3695,152,1.3875,0.5852,0.0,0.0265,1,0.0388,1000,avltree,1
3671,152,1.2964,0.5377,0.0,0.0174,1,0.0269,1000,avltree,1
3619,152,1.2779,0.5638,0.0,0.0238,1,0.0324,1000,avltree,1
3678,152,1.2901,0.5874,0.0,0.0171,1,0.0262,1000,avltree,1
3559,152,1.3585,0.5625,0.0,0.0213,1,0.0338,1000,avltree,1
3609,152,1.2586,0.5791,0.0,0.0214,1,0.0311,1000,avltree,1
3610,152,1.3229,0.5779,0.0,0.025,1,0.0375,1000,avltree,1
3604,152,1.2604,0.5934,0.0,0.0173,1,0.0253,1000,avltree,1
3612,152,1.2668,0.5753,0.0,0.0209,1,0.0267,1000,avltree,1
3594,152,1.2805,0.5543,0.0,0.0216,1,0.0319,1000,avltree,1
3529,152,1.3576,0.5758,0.0,0.0254,1,0.0375,1000,avltree,1
3953,152,1.3211,0.6018,0.0,0.0186,1,0.0282,1000,avltree,1
3625,152,1.2811,0.6189,0.0,0.0176,1,0.027,1000,avltree,1
3644,152,1.3045,0.601,0.0,0.0178,1,0.0343,1000,avltree,1
3647,152,1.2665,0.6026,0.0,0.0178,1,0.0278,1000,avltree,1
3600,152,1.3563,0.5765,0.0,0.0206,1,0.036,1000,avltree,1
3607,152,1.308,0.5813,0.0,0.0183,1,0.0266,1000,avltree,1
3575,152,1.273,0.5843,0.0,0.017,1,0.0254,1000,avltree,1
3667,152,1.2734,0.5806,0.0,0.0177,1,0.0263,1000,avltree,1
3522,152,1.287,0.5648,0.0,0.0211,1,0.0273,1000,avltree,1
3608,152,1.2994,0.5668,0.0,0.0171,1,0.0268,1000,avltree,1
3666,152,1.3307,0.5937,0.0,0.0179,1,0.0261,1000,avltree,1
3601,152,1.3193,0.5837,0.0,0.0234,1,0.038,1000,avltree,1
3558,152,1.3076,0.5752,0.0,0.0214,1,0.0331,1000,avltree,1
4415,152,1.3215,0.6097,0.0,0.0208,1,0.0306,1000,avltree,1
3627,152,1.3168,0.569,0.0,0.0176,1,0.0264,1000,avltree,1
3631,152,1.2681,0.5842,0.0,0.017,1,0.0256,1000,avltree,1
3607,152,1.3228,0.5666,0.0,0.026,1,0.0374,1000,avltree,1
3639,152,1.2938,0.5772,0.0,0.0186,1,0.0269,1000,avltree,1
3654,152,1.3008,0.5949,0.0,0.0172,1,0.0258,1000,avltree,1
3591,152,1.3285,0.5735,0.0,0.0175,1,0.0326,1000,avltree,1
3620,152,1.3487,0.5928,0.0,0.0218,1,0.0355,1000,avltree,1
3668,152,1.2946,0.589,0.0,0.0173,1,0.0259,1000,avltree,1
3607,152,1.2654,0.564,0.0,0.017,1,0.0258,1000,avltree,1
3651,152,1.3647,0.5436,0.0,0.0169,1,0.0255,1000,avltree,1
3652,152,1.2959,0.5684,0.0,0.0178,1,0.0259,1000,avltree,1
3554,152,1.2615,0.6069,0.0,0.0166,1,0.0253,1000,avltree,1
3610,152,1.2886,0.6003,0.0,0.017,1,0.0256,1000,avltree,1
3625,152,1.3447,0.5472,0.0,0.0197,1,0.0318,1000,avltree,1
3633,152,1.2693,0.5687,0.0,0.0175,1,0.0253,1000,avltree,1
3579,152,1.291,0.5363,0.0,0.0175,1,0.025,1000,avltree,1
3538,152,1.3312,0.5817,0.0,0.0255,1,0.0371,1000,avltree,1
3605,152,1.2824,0.5842,0.0,0.017,1,0.0252,1000,avltree,1
3578,152,1.2783,0.5914,0.0,0.0175,1,0.0257,1000,avltree,1
3652,152,1.2855,0.5934,0.0,0.0174,1,0.0263,1000,avltree,1
3602,152,1.2801,0.5571,0.0,0.0175,1,0.0255,1000,avltree,1
3552,152,1.2912,0.5999,0.0,0.0167,1,0.0253,1000,avltree,1
3654,152,1.2888,0.5801,0.0,0.0178,1,0.0276,1000,avltree,1
3682,152,1.2649,0.5682,0.0,0.0172,1,0.0255,1000,avltree,1
3678,152,1.269,0.5832,0.0,0.0181,1,0.0265,1000,avltree,1
3575,152,1.3453,0.5702,0.0,0.0216,1,0.0363,1000,avltree,1
3573,152,1.2661,0.5749,0.0,0.0174,1,0.0252,1000,avltree,1
3582,152,1.2641,0.5979,0.0,0.0172,1,0.0252,1000,avltree,1
3664,152,1.3256,0.5632,0.0,0.0172,1,0.0257,1000,avltree,1
3561,152,1.342,0.57,0.0,0.0221,1,0.0303,1000,avltree,1
3625,152,1.2694,0.5905,0.0,0.0174,1,0.0258,1000,avltree,1
3589,152,1.3002,0.5729,0.0,0.0179,1,0.0264,1000,avltree,1
3650,152,1.3721,0.5896,0.0,0.0268,1,0.0385,1000,avltree,1
3621,152,1.2657,0.5664,0.0,0.0176,1,0.0255,1000,avltree,1
3582,152,1.2746,0.547,0.0,0.0173,1,0.0248,1000,avltree,1
3506,152,1.2459,0.5814,0.0,0.017,1,0.0257,1000,avltree,1
3678,152,1.2893,0.61,0.0,0.017,1,0.0259,1000,avltree,1
3571,152,1.2738,0.5824,0.0,0.0174,1,0.0251,1000,avltree,1
3665,152,1.2479,0.557,0.0,0.0182,1,0.0259,1000,avltree,1
2954,152,1.2743,0.5886,0.0,0.015,1,0.0224,1000,avltree,1
2938,152,1.283,0.5614,0.0,0.0148,1,0.0224,1000,avltree,1
2953,152,1.3567,0.574,0.0,0.0208,1,0.0331,1000,avltree,1
3004,152,1.3116,0.5867,0.0,0.0151,1,0.0251,1000,avltree,1
2969,152,1.2593,0.5791,0.0,0.0192,1,0.0292,1000,avltree,1
2918,152,1.2815,0.5833,0.0,0.0182,1,0.0303,1000,avltree,1
2962,152,1.2632,0.561,0.0,0.0149,1,0.0235,1000,avltree,1
2888,152,1.2669,0.5825,0.0,0.0187,1,0.0281,1000,avltree,1
2983,152,1.3216,0.6179,0.0,0.0154,1,0.0283,1000,avltree,1
2929,152,1.3183,0.5941,0.0,0.0141,1,0.0223,1000,avltree,1
2915,152,1.2527,0.5934,0.0,0.014,1,0.0225,1000,avltree,1
2899,152,1.2928,0.5694,0.0,0.0146,1,0.0254,1000,avltree,1
2937,152,1.3425,0.586,0.0,0.0167,1,0.0293,1000,avltree,1
2940,152,1.2689,0.5862,0.0,0.0141,1,0.0224,1000,avltree,1
2931,152,1.2774,0.5729,0.0,0.0143,1,0.0228,1000,avltree,1
2937,152,1.2689,0.596,0.0,0.0142,1,0.0232,1000,avltree,1
2930,152,1.275,0.5901,0.0,0.0148,1,0.0236,1000,avltree,1
3057,152,1.2775,0.5764,0.0,0.0149,1,0.0233,1000,avltree,1
2963,152,1.311,0.5629,0.0,0.021,1,0.0329,1000,avltree,1
2979,152,1.3659,0.5836,0.0,0.019,1,0.0314,1000,avltree,1
2962,152,1.2813,0.5886,0.0,0.0144,1,0.0225,1000,avltree,1
2924,152,1.3528,0.5826,0.0,0.0165,1,0.0272,1000,avltree,1
2911,152,1.3026,0.5908,0.0,0.0154,1,0.0236,1000,avltree,1
2967,152,1.3491,0.5837,0.0,0.0219,1,0.0338,1000,avltree,1
2964,152,1.2873,0.6026,0.0,0.0142,1,0.0226,1000,avltree,1
2973,152,1.3181,0.6001,0.0,0.0205,1,0.0326,1000,avltree,1
2976,152,1.271,0.5896,0.0,0.0169,1,0.0256,1000,avltree,1
2951,152,1.2786,0.5582,0.0,0.0141,1,0.0222,1000,avltree,1
2955,152,1.2541,0.5937,0.0,0.0149,1,0.0225,1000,avltree,1
2934,152,1.3352,0.5521,0.0,0.0207,1,0.0329,1000,avltree,1
2872,152,1.2566,0.5957,0.0,0.014,1,0.022,1000,avltree,1
2966,152,1.2719,0.582,0.0,0.0208,1,0.029,1000,avltree,1
2956,152,1.2889,0.5837,0.0,0.0148,1,0.0233,1000,avltree,1
2951,152,1.2482,0.5881,0.0,0.015,1,0.0225,1000,avltree,1
2965,152,1.2651,0.5892,0.0,0.0143,1,0.0227,1000,avltree,1
2932,152,1.3028,0.5727,0.0,0.0145,1,0.0234,1000,avltree,1
2934,152,1.3371,0.585,0.0,0.02,1,0.0328,1000,avltree,1
3041,152,1.24,0.5975,0.0,0.0149,1,0.023,1000,avltree,1
3625,152,1.2684,0.6189,0.0,0.0215,1,0.0333,1000,avltree,1
2959,152,1.2801,0.5794,0.0,0.0155,1,0.0232,1000,avltree,1
2954,152,1.2597,0.5666,0.0,0.0187,1,0.0288,1000,avltree,1
3001,152,1.2616,0.574,0.0,0.0142,1,0.0224,1000,avltree,1
2944,152,1.2847,0.5987,0.0,0.0142,1,0.0225,1000,avltree,1
3050,152,1.3013,0.5997,0.0,0.015,1,0.023,1000,avltree,1
2940,152,1.238,0.5623,0.0,0.0143,1,0.0226,1000,avltree,1
2890,152,1.2525,0.5609,0.0,0.014,1,0.0224,1000,avltree,1
2999,152,1.2536,0.591,0.0,0.015,1,0.0239,1000,avltree,1
2974,152,1.2672,0.5965,0.0,0.0171,1,0.0225,1000,avltree,1
2951,152,1.2562,0.6031,0.0,0.0144,1,0.0223,1000,avltree,1
2867,152,1.2892,0.5826,0.0,0.0139,1,0.0224,1000,avltree,1
3205,152,1.291,0.5925,0.0,0.0198,1,0.029,1000,avltree,1
2927,152,1.302,0.5859,0.0,0.0142,1,0.0255,1000,avltree,1
2960,152,1.2517,0.5722,0.0,0.0141,1,0.0221,1000,avltree,1
2953,152,1.2734,0.58,0.0,0.0153,1,0.0258,1000,avltree,1
3025,152,1.2789,0.5986,0.0,0.0161,1,0.0233,1000,avltree,1
2949,152,1.2495,0.593,0.0,0.0145,1,0.0243,1000,avltree,1
2992,152,1.2625,0.5872,0.0,0.0149,1,0.0261,1000,avltree,1
3001,152,1.28,0.5978,0.0,0.0147,1,0.0238,1000,avltree,1
2987,152,1.2705,0.5993,0.0,0.0182,1,0.0287,1000,avltree,1
2996,152,1.2606,0.6011,0.0,0.0145,1,0.023,1000,avltree,1
2977,152,1.2627,0.5852,0.0,0.0151,1,0.0228,1000,avltree,1
2956,152,1.3533,0.5948,0.0,0.0181,1,0.0266,1000,avltree,1
2980,152,1.2699,0.5945,0.0,0.0186,1,0.0293,1000,avltree,1
2979,152,1.2563,0.5833,0.0,0.0148,1,0.0227,1000,avltree,1
2944,152,1.264,0.5912,0.0,0.0144,1,0.0227,1000,avltree,1
2951,152,1.3416,0.5868,0.0,0.0211,1,0.0328,1000,avltree,1
2972,152,1.2544,0.5714,0.0,0.0151,1,0.0226,1000,avltree,1
2910,152,1.2947,0.583,0.0,0.015,1,0.0245,1000,avltree,1
2953,152,1.2369,0.5816,0.0,0.0148,1,0.0229,1000,avltree,1
2941,152,1.3514,0.5885,0.0,0.0203,1,0.0344,1000,avltree,1
2981,152,1.2733,0.5978,0.0,0.0187,1,0.0284,1000,avltree,1
2954,152,1.2888,0.5262,0.0,0.0145,1,0.023,1000,avltree,1
2922,152,1.2743,0.5931,0.0,0.0147,1,0.0234,1000,avltree,1
2956,152,1.3072,0.6007,0.0,0.0146,1,0.023,1000,avltree,1
3006,152,1.3344,0.6027,0.0,0.0226,1,0.0358,1000,avltree,1
2944,152,1.2755,0.5685,0.0,0.0187,1,0.0284,1000,avltree,1
2928,152,1.3425,0.5865,0.0,0.0181,1,0.0321,1000,avltree,1
2898,152,1.3652,0.5986,0.0,0.0211,1,0.0328,1000,avltree,1
2972,152,1.3381,0.5899,0.0,0.0222,1,0.0335,1000,avltree,1
2947,152,1.2574,0.5764,0.0,0.0181,1,0.0288,1000,avltree,1
2880,152,1.2842,0.5756,0.0,0.0143,1,0.0224,1000,avltree,1
3037,152,1.2664,0.5878,0.0,0.015,1,0.0247,1000,avltree,1
2981,152,1.2588,0.5929,0.0,0.0145,1,0.0227,1000,avltree,1
2941,152,1.2672,0.592,0.0,0.0145,1,0.0235,1000,avltree,1
2916,152,1.2862,0.5921,0.0,0.0146,1,0.0228,1000,avltree,1
2933,152,1.2846,0.577,0.0,0.0155,1,0.0224,1000,avltree,1
2883,152,1.3308,0.58,0.0,0.0144,1,0.0295,1000,avltree,1
3002,152,1.2921,0.6067,0.0,0.0148,1,0.0231,1000,avltree,1
2972,152,1.2997,0.5876,0.0,0.0146,1,0.0231,1000,avltree,1
2919,152,1.2474,0.5801,0.0,0.0147,1,0.0224,1000,avltree,1
2618,152,1.2883,0.6058,0.0,0.0136,1,0.0208,1000,avltree,1
2617,152,1.2533,0.5738,0.0,0.013,1,0.0218,1000,avltree,1
2646,152,1.2366,0.5897,0.0,0.0131,1,0.0207,1000,avltree,1
2585,152,1.2979,0.582,0.0,0.0127,1,0.0207,1000,avltree,1
2665,152,1.2604,0.5949,0.0,0.0132,1,0.0215,1000,avltree,1
2628,152,1.3116,0.6051,0.0,0.0133,1,0.0238,1000,avltree,1
2629,152,1.246,0.5851,0.0,0.0134,1,0.0208,1000,avltree,1
2563,152,1.3463,0.5872,0.0,0.0168,1,0.0293,1000,avltree,1
2640,152,1.2699,0.6007,0.0,0.0132,1,0.0214,1000,avltree,1
2563,152,1.2544,0.5881,0.0,0.013,1,0.021,1000,avltree,1
2622,152,1.2806,0.596,0.0,0.0133,1,0.022,1000,avltree,1
2596,152,1.2586,0.5757,0.0,0.0127,1,0.0215,1000,avltree,1
2625,152,1.2691,0.6171,0.0,0.0131,1,0.0209,1000,avltree,1
2599,152,1.2676,0.5799,0.0,0.0128,1,0.0208,1000,avltree,1
