Number of features,Number of samples,Execution time,Fitness,Train score,Test time,Number of trees
5519,1055,71.3805,0.5814,0.0,0.0948,10
1232,1055,32.9936,0.5974,0.0,0.0443,10
8103,1055,93.8749,0.6029,0.0,0.1417,10
7697,1055,92.796,0.5828,0.0,0.1467,10
4850,1055,68.4747,0.5936,0.0,0.0981,10
6891,1055,89.0429,0.5673,0.0,0.1185,10
1394,1055,36.2258,0.6192,0.0,0.0542,10
8982,1055,99.5559,0.6115,0.0,0.1377,10
6920,1055,86.8612,0.6165,0.0,0.1129,10
3582,1055,61.5881,0.534,0.0,0.0689,10
6885,1055,89.0159,0.5764,0.0,0.1286,10
8680,1055,99.3166,0.5833,0.0,0.107,10
2066,1055,42.0958,0.5836,0.0,0.0583,10
458,1055,18.054,0.6001,0.0,0.0395,10
8987,1055,102.7328,0.5969,0.0,0.1658,10
3298,1055,55.8458,0.5594,0.0,0.088,10
479,1055,19.4524,0.591,0.0,0.0424,10
6733,1055,88.5193,0.5936,0.0,0.1169,10
7574,1055,93.105,0.5733,0.0,0.1193,10
5697,1055,78.0008,0.5703,0.0,0.1347,10
687,1055,22.2354,0.5407,0.0,0.0511,10
7136,1055,84.6689,0.5626,0.0,0.1113,10
2359,1055,46.0366,0.5669,0.0,0.0839,10
541,1055,19.2131,0.5302,0.0,0.0462,10
6938,1055,88.6027,0.6128,0.0,0.1309,10
2422,1055,48.6515,0.5532,0.0,0.0622,10
6001,1055,77.8988,0.5702,0.0,0.0945,10
2269,1055,44.4804,0.5661,0.0,0.0495,10
5411,1055,70.6636,0.546,0.0,0.1064,10
8123,1055,94.3753,0.616,0.0,0.1387,10
7405,1055,91.2296,0.6175,0.0,0.1269,10
4622,1055,69.5333,0.5948,0.0,0.1054,10
7471,1055,91.4464,0.6058,0.0,0.1276,10
7154,1055,86.6603,0.5634,0.0,0.1412,10
6096,1055,82.4168,0.58,0.0,0.0963,10
1888,1055,41.417,0.6424,0.0,0.0539,10
4897,1055,72.0977,0.5864,0.0,0.0964,10
2020,1055,41.1811,0.615,0.0,0.066,10
6212,1055,84.9734,0.5892,0.0,0.1085,10
7148,1055,83.3569,0.5955,0.0,0.1483,10
8781,1055,95.1638,0.6063,0.0,0.1331,10
2528,1055,47.7288,0.5099,0.0,0.0658,10
2732,1055,49.6542,0.5986,0.0,0.0791,10
3425,1055,54.6113,0.5246,0.0,0.0662,10
6162,1055,83.3421,0.6071,0.0,0.1325,10
5814,1055,80.2582,0.5973,0.0,0.1091,10
1018,1055,25.9528,0.5905,0.0,0.0578,10
7939,1055,92.2217,0.5174,0.0,0.1568,10
2722,1055,50.4446,0.547,0.0,0.056,10
7141,1055,89.0202,0.6283,0.0,0.1319,10
3874,1055,63.0759,0.5766,0.0,0.0797,10
7056,1055,91.4101,0.6558,0.0,0.0971,10
1881,1055,39.5859,0.5771,0.0,0.0589,10
2577,1055,45.1725,0.5415,0.0,0.0675,10
3433,1055,58.7669,0.6314,0.0,0.0875,10
7375,1055,91.3685,0.5793,0.0,0.1275,10
4109,1055,61.9975,0.5767,0.0,0.0978,10
8838,1055,103.7919,0.5358,0.0,0.1554,10
2949,1055,51.7707,0.5855,0.0,0.0595,10
7273,1055,87.6922,0.5199,0.0,0.1091,10
3481,1055,59.9825,0.5616,0.0,0.0595,10
6484,1055,86.7303,0.6008,0.0,0.096,10
4282,1055,65.0772,0.5399,0.0,0.0936,10
6796,1055,88.6735,0.6079,0.0,0.1276,10
6918,1055,84.0013,0.5648,0.0,0.1587,10
2089,1055,40.8558,0.565,0.0,0.0646,10
49,1055,7.2432,0.5806,0.0,0.0408,10
7598,1055,93.1123,0.5702,0.0,0.1466,10
4147,1055,62.8539,0.6,0.0,0.0872,10
682,1055,23.0138,0.5084,0.0,0.0376,10
8199,1055,97.6822,0.6034,0.0,0.1396,10
7738,1055,92.5837,0.615,0.0,0.1583,10
2241,1055,43.6752,0.6108,0.0,0.0504,10
6488,1055,84.5059,0.5394,0.0,0.0897,10
3790,1055,63.8456,0.5305,0.0,0.0903,10
7540,1055,96.5617,0.5926,0.0,0.1315,10
4041,1055,63.9505,0.5823,0.0,0.0883,10
799,1055,23.1137,0.6007,0.0,0.0616,10
525,1055,19.0486,0.558,0.0,0.0475,10
6859,1055,83.7362,0.6328,0.0,0.1036,10
899,1055,27.2976,0.5868,0.0,0.0515,10
1979,1055,46.9705,0.5826,0.0,0.064,10
5089,1055,73.9689,0.5639,0.0,0.0758,10
5540,1055,74.815,0.533,0.0,0.0998,10
4693,1055,69.624,0.6272,0.0,0.0801,10
3881,1055,63.6767,0.5854,0.0,0.08,10
5869,1055,79.3429,0.5296,0.0,0.1013,10
1251,1055,33.8296,0.5762,0.0,0.0404,10
5344,1055,78.8234,0.5931,0.0,0.0959,10
4676,1055,70.6489,0.5945,0.0,0.0689,10
5519,1055,76.8429,0.5759,0.0,0.1104,10
1232,1055,33.1952,0.5838,0.0,0.0559,10
8103,1055,98.4138,0.547,0.0,0.1234,10
7697,1055,89.3774,0.5518,0.0,0.0736,10
4850,1055,70.8778,0.5533,0.0,0.1062,10
6891,1055,89.4566,0.5809,0.0,0.1053,10
1394,1055,33.5691,0.559,0.0,0.0608,10
8982,1055,100.4514,0.57,0.0,0.1825,10
6920,1055,89.5987,0.6044,0.0,0.1175,10
3582,1055,62.0957,0.6144,0.0,0.0671,10
6885,1055,83.3857,0.6079,0.0,0.1265,10
8680,1055,96.577,0.6197,0.0,0.1321,10
2066,1055,40.9239,0.6101,0.0,0.0613,10
458,1055,18.2441,0.6064,0.0,0.0403,10
8987,1055,98.4724,0.5379,0.0,0.1399,10
3298,1055,59.7976,0.5732,0.0,0.0752,10
479,1055,19.1731,0.5192,0.0,0.0413,10
6733,1055,87.1663,0.5395,0.0,0.1097,10
7574,1055,94.371,0.605,0.0,0.1173,10
5697,1055,76.5871,0.625,0.0,0.1109,10
687,1055,21.8428,0.5568,0.0,0.044,10
7136,1055,84.9008,0.5418,0.0,0.1137,10
2359,1055,46.6612,0.6055,0.0,0.0554,10
541,1055,18.9646,0.5667,0.0,0.0367,10
6938,1055,88.256,0.5828,0.0,0.1154,10
2422,1055,46.2654,0.6021,0.0,0.0683,10
6001,1055,78.1189,0.5429,0.0,0.1112,10
2269,1055,44.9302,0.6064,0.0,0.067,10
5411,1055,73.7743,0.6356,0.0,0.1144,10
8123,1055,95.8115,0.5267,0.0,0.1327,10
7405,1055,85.7845,0.5703,0.0,0.1442,10
4745,1055,70.2818,0.5449,0.0,0.107,10
5673,1055,76.285,0.5995,0.0,0.1114,10
5598,1055,73.8473,0.5838,0.0,0.104,10
5217,1055,72.4571,0.6149,0.0,0.1035,10
3684,1055,59.6661,0.6227,0.0,0.0793,10
4745,1055,70.5441,0.605,0.0,0.0793,10
3772,1055,61.4583,0.6289,0.0,0.0698,10
5254,1055,75.39,0.6156,0.0,0.0936,10
5562,1055,73.9651,0.605,0.0,0.0989,10
6071,1055,80.9693,0.6134,0.0,0.1222,10
4012,1055,61.7907,0.6478,0.0,0.0976,10
3996,1055,61.2263,0.6083,0.0,0.0788,10
4244,1055,65.3173,0.552,0.0,0.0633,10
5192,1055,73.2217,0.6437,0.0,0.0977,10
5100,1055,71.9594,0.5478,0.0,0.1054,10
3529,1055,56.4051,0.5841,0.0,0.0876,10
5920,1055,79.6955,0.5658,0.0,0.0977,10
4033,1055,61.0108,0.5815,0.0,0.1071,10
5599,1055,75.0334,0.6084,0.0,0.0892,10
4461,1055,66.4845,0.6083,0.0,0.0836,10
7056,1055,88.5538,0.5629,0.0,0.1238,10
3738,1055,62.1625,0.5558,0.0,0.0667,10
3955,1055,64.0509,0.6174,0.0,0.0903,10
4266,1055,68.5578,0.5597,0.0,0.0886,10
5697,1055,73.7012,0.5605,0.0,0.119,10
4498,1055,66.1448,0.5394,0.0,0.0735,10
6185,1055,81.3356,0.6,0.0,0.1325,10
4072,1055,63.767,0.529,0.0,0.088,10
5589,1055,74.7187,0.5761,0.0,0.0974,10
4284,1055,70.3425,0.5937,0.0,0.0784,10
5300,1055,74.3575,0.5733,0.0,0.113,10
4549,1055,73.4512,0.6505,0.0,0.1174,10
5502,1055,77.6127,0.5128,0.0,0.1134,10
5525,1055,76.3681,0.6121,0.0,0.137,10
3864,1055,61.6559,0.5688,0.0,0.0753,10
3121,1055,54.9529,0.6075,0.0,0.0832,10
5741,1055,78.1759,0.6486,0.0,0.1094,10
4494,1055,68.0277,0.5456,0.0,0.0758,10
3242,1055,54.0656,0.5623,0.0,0.0596,10
5927,1055,79.4784,0.5663,0.0,0.1047,10
5731,1055,81.27,0.5909,0.0,0.0928,10
3838,1055,60.0208,0.6071,0.0,0.0769,10
5356,1055,77.3168,0.5377,0.0,0.1072,10
4403,1055,68.0308,0.5853,0.0,0.1027,10
5740,1055,80.8178,0.5731,0.0,0.1025,10
4491,1055,65.6068,0.5879,0.0,0.1078,10
3287,1055,56.4003,0.5572,0.0,0.0884,10
3226,1055,57.7672,0.5678,0.0,0.0651,10
5458,1055,76.4819,0.5697,0.0,0.1181,10
3421,1055,58.7074,0.5896,0.0,0.0603,10
3749,1055,61.3042,0.5571,0.0,0.0911,10
4825,1055,72.3912,0.5526,0.0,0.0974,10
4988,1055,67.6495,0.6002,0.0,0.0627,10
4715,1055,68.6182,0.5521,0.0,0.1084,10
4413,1055,63.8326,0.5796,0.0,0.1016,10
5075,1055,71.4025,0.5419,0.0,0.095,10
3440,1055,55.2531,0.5979,0.0,0.0739,10
4955,1055,69.8659,0.5965,0.0,0.0945,10
4740,1055,65.0311,0.6238,0.0,0.0787,10
4987,1055,71.6855,0.5939,0.0,0.0972,10
3498,1055,59.1202,0.5976,0.0,0.0608,10
5910,1055,75.8495,0.5689,0.0,0.0933,10
5833,1055,79.1795,0.5977,0.0,0.1064,10
4761,1055,71.5353,0.6143,0.0,0.0842,10
5480,1055,76.716,0.6059,0.0,0.1169,10
3572,1055,56.37,0.5767,0.0,0.0942,10
6158,1055,83.8373,0.563,0.0,0.0795,10
5481,1055,75.0824,0.6069,0.0,0.0992,10
4296,1055,68.8286,0.5746,0.0,0.0877,10
5474,1055,77.0102,0.5232,0.0,0.0993,10
6096,1055,80.6022,0.5787,0.0,0.0989,10
3842,1055,63.0747,0.6351,0.0,0.0811,10
3242,1055,56.0387,0.5539,0.0,0.0765,10
6244,1055,84.1873,0.5998,0.0,0.1171,10
4199,1055,67.5864,0.6255,0.0,0.1037,10
3228,1055,57.3153,0.6186,0.0,0.0787,10
5483,1055,75.8986,0.5838,0.0,0.0886,10
5718,1055,80.5046,0.5996,0.0,0.0858,10
5028,1055,74.3452,0.5579,0.0,0.103,10
3338,1055,60.481,0.5817,0.0,0.0815,10
5566,1055,80.6391,0.5777,0.0,0.0725,10
3835,1055,61.914,0.577,0.0,0.0791,10
3287,1055,57.6222,0.5845,0.0,0.0892,10
5461,1055,80.4373,0.5888,0.0,0.1106,10
3832,1055,63.6162,0.5502,0.0,0.0749,10
5178,1055,74.5626,0.5847,0.0,0.1011,10
3938,1055,58.8628,0.5611,0.0,0.0728,10
4953,1055,76.1151,0.5796,0.0,0.0885,10
5899,1055,72.5532,0.5783,0.0,0.0901,10
5667,1055,72.7722,0.5774,0.0,0.1019,10
4635,1055,67.6532,0.5393,0.0,0.0874,10
5007,1055,69.7293,0.5758,0.0,0.0947,10
5015,1055,74.1151,0.542,0.0,0.1205,10
4803,1055,68.0546,0.595,0.0,0.107,10
4258,1055,67.4748,0.5902,0.0,0.092,10
4635,1055,71.0923,0.5367,0.0,0.0849,10
4302,1055,66.6997,0.6044,0.0,0.079,10
4872,1055,71.672,0.6199,0.0,0.0917,10
4919,1055,67.4648,0.5806,0.0,0.0898,10
5090,1055,75.2173,0.543,0.0,0.0904,10
4433,1055,67.3387,0.5776,0.0,0.0939,10
4347,1055,65.8189,0.5999,0.0,0.1144,10
4542,1055,68.8507,0.5302,0.0,0.0801,10
4746,1055,71.4773,0.6116,0.0,0.0818,10
4808,1055,67.6186,0.5742,0.0,0.0917,10
4240,1055,65.6143,0.6187,0.0,0.0803,10
5088,1055,72.7827,0.532,0.0,0.0797,10
4333,1055,66.2339,0.6252,0.0,0.1024,10
4996,1055,73.4635,0.5807,0.0,0.0946,10
4619,1055,68.9595,0.5984,0.0,0.0871,10
7056,1055,90.1651,0.5759,0.0,0.1237,10
4289,1055,66.31,0.597,0.0,0.1021,10
4320,1055,66.5371,0.5551,0.0,0.0897,10
4426,1055,65.6339,0.6208,0.0,0.0944,10
5077,1055,75.4602,0.6016,0.0,0.1013,10
4529,1055,70.0759,0.6025,0.0,0.0884,10
5133,1055,74.7312,0.5612,0.0,0.075,10
4317,1055,64.0189,0.6373,0.0,0.0941,10
4992,1055,74.2511,0.6048,0.0,0.1144,10
4482,1055,66.4686,0.5785,0.0,0.09,10
4887,1055,73.4155,0.5692,0.0,0.0796,10
4577,1055,67.4037,0.5593,0.0,0.0767,10
4901,1055,76.2088,0.5763,0.0,0.1056,10
4926,1055,72.5075,0.5647,0.0,0.0959,10
4409,1055,62.4455,0.5617,0.0,0.1195,10
4124,1055,65.6077,0.5318,0.0,0.1001,10
4999,1055,69.7332,0.5808,0.0,0.0968,10
4531,1055,68.372,0.5629,0.0,0.1108,10
4099,1055,62.056,0.6585,0.0,0.0799,10
4998,1055,66.6225,0.613,0.0,0.0876,10
5074,1055,76.6287,0.5847,0.0,0.0625,10
4322,1055,66.0369,0.6167,0.0,0.0849,10
4861,1055,72.0671,0.5814,0.0,0.0885,10
4537,1055,67.3876,0.6385,0.0,0.0727,10
5024,1055,69.287,0.6033,0.0,0.0869,10
4593,1055,66.2331,0.5993,0.0,0.0916,10
4107,1055,62.8277,0.5745,0.0,0.0687,10
4123,1055,66.496,0.5941,0.0,0.0693,10
4898,1055,71.6689,0.5653,0.0,0.0859,10
4209,1055,60.4032,0.5691,0.0,0.0635,10
4334,1055,61.244,0.5984,0.0,0.071,10
4666,1055,72.1579,0.5934,0.0,0.1102,10
4719,1055,67.4542,0.6242,0.0,0.0927,10
4707,1055,69.2384,0.6207,0.0,0.0825,10
4527,1055,68.0139,0.5713,0.0,0.0933,10
4767,1055,69.5275,0.5417,0.0,0.0875,10
4191,1055,64.3205,0.6375,0.0,0.0735,10
4714,1055,72.0839,0.6363,0.0,0.0868,10
4655,1055,73.0725,0.5502,0.0,0.1073,10
4721,1055,69.3212,0.5804,0.0,0.0865,10
4229,1055,65.2755,0.6305,0.0,0.086,10
5082,1055,71.6534,0.5956,0.0,0.0835,10
5013,1055,71.9576,0.5624,0.0,0.1043,10
4632,1055,61.8689,0.5725,0.0,0.1103,10
4832,1055,75.4463,0.5949,0.0,0.0993,10
4163,1055,65.3502,0.5913,0.0,0.0959,10
5142,1055,73.4872,0.5975,0.0,0.1202,10
4928,1055,63.9971,0.5554,0.0,0.112,10
4517,1055,71.2473,0.5682,0.0,0.0662,10
4876,1055,69.8819,0.5837,0.0,0.0915,10
5196,1055,74.1224,0.5475,0.0,0.0994,10
4323,1055,64.8821,0.5782,0.0,0.0959,10
4124,1055,63.8021,0.5989,0.0,0.0709,10
5228,1055,76.2502,0.5788,0.0,0.1028,10
4474,1055,67.9751,0.5927,0.0,0.0672,10
4051,1055,64.5318,0.5571,0.0,0.0695,10
4955,1055,71.6885,0.5844,0.0,0.0837,10
5034,1055,72.8492,0.5994,0.0,0.0794,10
4671,1055,68.805,0.642,0.0,0.0951,10
4175,1055,66.8308,0.6355,0.0,0.0909,10
5014,1055,75.3239,0.6051,0.0,0.0969,10
4378,1055,68.1122,0.5349,0.0,0.079,10
4121,1055,61.3595,0.5618,0.0,0.0876,10
4930,1055,69.5826,0.6153,0.0,0.1073,10
4351,1055,63.9249,0.5423,0.0,0.099,10
4822,1055,70.0468,0.6062,0.0,0.0835,10
4420,1055,66.8292,0.5849,0.0,0.1017,10
4805,1055,70.6152,0.6018,0.0,0.1082,10
5086,1055,68.2225,0.5599,0.0,0.0777,10
5026,1055,75.7144,0.583,0.0,0.0696,10
3500,1055,63.8514,0.591,0.0,0.0807,10
3648,1055,59.2331,0.582,0.0,0.0821,10
3635,1055,61.4159,0.5684,0.0,0.0615,10
3537,1055,54.3915,0.5631,0.0,0.0628,10
3363,1055,55.8045,0.6097,0.0,0.0743,10
3478,1055,57.1175,0.63,0.0,0.0925,10
3378,1055,56.5182,0.5767,0.0,0.0789,10
3730,1055,59.6595,0.5733,0.0,0.0951,10
3677,1055,58.5658,0.5807,0.0,0.0691,10
3759,1055,57.3572,0.5878,0.0,0.0794,10
3453,1055,54.7992,0.5807,0.0,0.0648,10
3414,1055,58.0537,0.5699,0.0,0.0686,10
3509,1055,61.1571,0.5447,0.0,0.0565,10
3591,1055,58.1141,0.5613,0.0,0.0819,10
3580,1055,57.7316,0.5698,0.0,0.0534,10
3369,1055,58.8669,0.5577,0.0,0.1044,10
3689,1055,55.9364,0.586,0.0,0.0919,10
3393,1055,56.7864,0.5958,0.0,0.0953,10
3660,1055,58.9211,0.6353,0.0,0.0785,10
3527,1055,54.7618,0.5919,0.0,0.0685,10
4417,1055,63.8388,0.6145,0.0,0.1068,10
3395,1055,56.6242,0.5805,0.0,0.0644,10
3410,1055,60.4345,0.6409,0.0,0.0752,10
3389,1055,60.3935,0.5784,0.0,0.0849,10
3691,1055,60.1404,0.5769,0.0,0.0814,10
3481,1055,53.5327,0.6022,0.0,0.0752,10
3703,1055,61.455,0.5472,0.0,0.0979,10
3368,1055,57.7012,0.5842,0.0,0.0811,10
3630,1055,61.3738,0.5969,0.0,0.0674,10
3449,1055,57.5631,0.5924,0.0,0.0864,10
3590,1055,56.655,0.5834,0.0,0.0828,10
3470,1055,60.0795,0.5658,0.0,0.0784,10
3656,1055,59.0351,0.6097,0.0,0.0717,10
3626,1055,56.11,0.619,0.0,0.11,10
3410,1055,56.6387,0.625,0.0,0.0674,10
3300,1055,55.5916,0.5835,0.0,0.0819,10
3659,1055,59.8959,0.5733,0.0,0.0964,10
3499,1055,60.2031,0.6131,0.0,0.0598,10
4099,1055,62.9098,0.5994,0.0,0.0819,10
3679,1055,58.5774,0.5587,0.0,0.1011,10
3692,1055,53.4048,0.6064,0.0,0.0893,10
3393,1055,60.4798,0.5664,0.0,0.0909,10
3604,1055,59.1324,0.5778,0.0,0.1002,10
3477,1055,59.4692,0.6043,0.0,0.0816,10
3672,1055,60.7226,0.6093,0.0,0.0916,10
3506,1055,60.3818,0.5388,0.0,0.0537,10
3316,1055,58.2173,0.5872,0.0,0.0465,10
3366,1055,53.4183,0.4841,0.0,0.0572,10
3630,1055,59.9329,0.5668,0.0,0.0619,10
3380,1055,58.4203,0.5774,0.0,0.0853,10
3424,1055,57.5598,0.6119,0.0,0.0862,10
3504,1055,61.2563,0.5896,0.0,0.074,10
3603,1055,56.7523,0.5799,0.0,0.0702,10
3523,1055,59.0262,0.5694,0.0,0.0656,10
3472,1055,58.7874,0.574,0.0,0.0864,10
3606,1055,57.6237,0.5932,0.0,0.0843,10
3353,1055,51.6132,0.5821,0.0,0.0739,10
3520,1055,55.1358,0.579,0.0,0.0741,10
3559,1055,57.7432,0.5833,0.0,0.0927,10
3585,1055,55.7186,0.5547,0.0,0.066,10
3332,1055,55.3899,0.5562,0.0,0.0603,10
3719,1055,61.1385,0.5866,0.0,0.0952,10
3650,1055,57.4297,0.5639,0.0,0.0829,10
3488,1055,56.0443,0.5446,0.0,0.0629,10
3594,1055,53.9662,0.5715,0.0,0.0882,10
3368,1055,53.9589,0.5736,0.0,0.0867,10
3703,1055,60.424,0.6239,0.0,0.0858,10
3612,1055,55.0108,0.5754,0.0,0.0736,10
3532,1055,60.2257,0.6414,0.0,0.0814,10
3624,1055,61.4893,0.585,0.0,0.0893,10
3684,1055,60.8051,0.5781,0.0,0.0912,10
3374,1055,59.7723,0.5837,0.0,0.0918,10
3394,1055,56.2928,0.5735,0.0,0.0952,10
3795,1055,62.7474,0.5668,0.0,0.0946,10
3408,1055,56.636,0.5722,0.0,0.0802,10
3317,1055,56.5095,0.6059,0.0,0.068,10
3663,1055,59.3588,0.536,0.0,0.0692,10
3738,1055,62.3072,0.557,0.0,0.0563,10
3536,1055,57.5955,0.6346,0.0,0.0993,10
3340,1055,54.9663,0.6534,0.0,0.0636,10
3635,1055,64.02,0.57,0.0,0.1023,10
3444,1055,57.8354,0.5756,0.0,0.077,10
3327,1055,60.4255,0.6253,0.0,0.0729,10
3656,1055,55.7007,0.5925,0.0,0.0527,10
3345,1055,54.0174,0.5482,0.0,0.0771,10
3535,1055,57.2204,0.618,0.0,0.0511,10
3439,1055,53.8942,0.5833,0.0,0.0769,10
3662,1055,59.2783,0.5517,0.0,0.077,10
3718,1055,59.8817,0.5341,0.0,0.0816,10
3647,1055,57.2965,0.5791,0.0,0.0707,10
3061,1055,52.6761,0.5646,0.0,0.06,10
3052,1055,52.286,0.5462,0.0,0.0815,10
3084,1055,54.871,0.6138,0.0,0.0796,10
3037,1055,47.3753,0.5178,0.0,0.07,10
2975,1055,52.6801,0.5553,0.0,0.0741,10
3031,1055,53.3814,0.6457,0.0,0.082,10
2990,1055,49.5364,0.5812,0.0,0.0649,10
3156,1055,54.1227,0.5665,0.0,0.075,10
3135,1055,51.6236,0.569,0.0,0.0805,10
3131,1055,51.0984,0.5594,0.0,0.082,10
3057,1055,55.5494,0.554,0.0,0.0536,10
2977,1055,51.0031,0.6036,0.0,0.0767,10
2990,1055,54.335,0.5557,0.0,0.0767,10
3017,1055,49.7377,0.5894,0.0,0.0712,10
3062,1055,53.9925,0.565,0.0,0.064,10
2986,1055,54.014,0.5291,0.0,0.0713,10
3077,1055,54.6074,0.604,0.0,0.0753,10
3000,1055,52.5546,0.5837,0.0,0.0785,10
3137,1055,55.1443,0.5916,0.0,0.059,10
3042,1055,53.9823,0.5568,0.0,0.0855,10
3314,1055,56.9042,0.5656,0.0,0.0678,10
3058,1055,49.2597,0.5671,0.0,0.0778,10
2988,1055,54.6048,0.5994,0.0,0.0807,10
2946,1055,51.5663,0.5648,0.0,0.0618,10
3126,1055,52.0988,0.5669,0.0,0.0566,10
3026,1055,52.3802,0.5655,0.0,0.0803,10
3132,1055,52.2466,0.5625,0.0,0.0744,10
2951,1055,52.2334,0.6292,0.0,0.0802,10
3089,1055,54.0291,0.6126,0.0,0.0735,10
3010,1055,52.2688,0.5875,0.0,0.0735,10
3034,1055,54.9541,0.5487,0.0,0.0689,10
3014,1055,50.1874,0.5857,0.0,0.0782,10
3168,1055,55.1675,0.5709,0.0,0.0655,10
3073,1055,49.1803,0.5341,0.0,0.064,10
2983,1055,50.9762,0.5706,0.0,0.0647,10
2973,1055,54.3185,0.5956,0.0,0.1049,10
3075,1055,52.4673,0.5586,0.0,0.075,10
3115,1055,52.8074,0.5253,0.0,0.083,10
4099,1055,64.967,0.6354,0.0,0.086,10
3075,1055,54.9977,0.5813,0.0,0.0766,10
3060,1055,54.8306,0.5873,0.0,0.063,10
2971,1055,51.1488,0.5971,0.0,0.0635,10
3052,1055,52.7239,0.5709,0.0,0.0812,10
3022,1055,51.5578,0.578,0.0,0.0483,10
3105,1055,57.1266,0.5538,0.0,0.0814,10
2997,1055,53.2546,0.5946,0.0,0.0787,10
2936,1055,52.0776,0.5931,0.0,0.0876,10
2948,1055,55.1045,0.5542,0.0,0.076,10
3061,1055,53.322,0.5881,0.0,0.0835,10
3026,1055,52.2584,0.5768,0.0,0.054,10
3007,1055,51.9105,0.5731,0.0,0.0582,10
3010,1055,52.93,0.5839,0.0,0.073,10
3042,1055,52.6875,0.6005,0.0,0.0659,10
3018,1055,52.3591,0.5774,0.0,0.0897,10
2963,1055,51.6338,0.5933,0.0,0.0909,10
3088,1055,51.9126,0.6183,0.0,0.0635,10
2933,1055,52.6491,0.5714,0.0,0.0764,10
3087,1055,52.3452,0.5828,0.0,0.0668,10
3084,1055,54.8013,0.5784,0.0,0.064,10
3001,1055,49.4782,0.5496,0.0,0.0649,10
2959,1055,48.7963,0.5587,0.0,0.0789,10
3048,1055,52.1408,0.5645,0.0,0.0729,10
3045,1055,52.6054,0.5999,0.0,0.0481,10
3017,1055,54.6515,0.6308,0.0,0.0528,10
3006,1055,53.2745,0.6356,0.0,0.059,10
2913,1055,48.7571,0.5947,0.0,0.0712,10
3096,1055,56.6994,0.6237,0.0,0.0691,10
3049,1055,52.1159,0.567,0.0,0.086,10
3015,1055,51.3269,0.5753,0.0,0.0725,10
3068,1055,52.265,0.569,0.0,0.0779,10
3044,1055,51.5406,0.548,0.0,0.0686,10
2991,1055,54.5234,0.576,0.0,0.0696,10
2898,1055,49.587,0.5965,0.0,0.0632,10
3094,1055,55.2205,0.5201,0.0,0.0971,10
2910,1055,52.7009,0.553,0.0,0.0491,10
2992,1055,54.1403,0.5913,0.0,0.0718,10
2988,1055,52.6139,0.5834,0.0,0.0674,10
3090,1055,54.2851,0.5609,0.0,0.0725,10
3072,1055,52.6668,0.5907,0.0,0.0707,10
2933,1055,51.0826,0.6217,0.0,0.0553,10
3085,1055,51.9827,0.6,0.0,0.0845,10
3000,1055,51.5983,0.5423,0.0,0.081,10
2950,1055,54.7996,0.5624,0.0,0.073,10
3094,1055,51.4088,0.5652,0.0,0.0842,10
2874,1055,54.0477,0.624,0.0,0.0675,10
3033,1055,51.3661,0.6153,0.0,0.0702,10
3007,1055,54.2647,0.5769,0.0,0.0898,10
3105,1055,55.1941,0.6015,0.0,0.0837,10
3142,1055,53.5783,0.5451,0.0,0.0944,10
3082,1055,49.8562,0.5677,0.0,0.0852,10
2875,1055,49.8674,0.5353,0.0,0.0563,10
2850,1055,51.7689,0.6077,0.0,0.0832,10
2812,1055,53.9241,0.5652,0.0,0.0642,10
2768,1055,47.9557,0.5949,0.0,0.0693,10
2817,1055,52.0281,0.604,0.0,0.0685,10
2798,1055,47.1335,0.5743,0.0,0.0686,10
2822,1055,49.5431,0.5748,0.0,0.0732,10
2824,1055,50.0304,0.5791,0.0,0.0668,10
2889,1055,47.9444,0.5752,0.0,0.0755,10
2818,1055,53.3116,0.6102,0.0,0.0608,10
2830,1055,50.75,0.5526,0.0,0.0584,10
2794,1055,49.6002,0.5681,0.0,0.0626,10
2839,1055,50.0966,0.5838,0.0,0.0594,10
2809,1055,53.1708,0.6105,0.0,0.0632,10
2862,1055,48.4797,0.5769,0.0,0.0764,10
2779,1055,50.4078,0.5682,0.0,0.0542,10
2834,1055,45.9605,0.5696,0.0,0.0395,10
2774,1055,50.7611,0.593,0.0,0.0657,10
2849,1055,53.1195,0.5512,0.0,0.0789,10
2817,1055,52.8785,0.5224,0.0,0.0621,10
2981,1055,52.3254,0.5608,0.0,0.0705,10
2819,1055,49.9778,0.5923,0.0,0.0934,10
2740,1055,50.4592,0.5514,0.0,0.0791,10
2779,1055,49.4809,0.5501,0.0,0.0689,10
2844,1055,50.9686,0.5838,0.0,0.0517,10
2816,1055,52.0054,0.5594,0.0,0.0806,10
2839,1055,49.7515,0.6112,0.0,0.0773,10
2788,1055,48.3008,0.6074,0.0,0.0575,10
2761,1055,46.1218,0.5421,0.0,0.0787,10
2816,1055,54.7246,0.5833,0.0,0.0684,10
2825,1055,52.4411,0.5724,0.0,0.0743,10
2816,1055,51.0451,0.5613,0.0,0.08,10
2904,1055,50.4177,0.6081,0.0,0.0712,10
2871,1055,52.5826,0.5924,0.0,0.0874,10
2792,1055,51.4077,0.5501,0.0,0.0649,10
2796,1055,49.4451,0.5734,0.0,0.0768,10
2809,1055,50.8083,0.5183,0.0,0.0628,10
2822,1055,51.8943,0.5392,0.0,0.0724,10
4099,1055,64.0305,0.4962,0.0,0.0768,10
2794,1055,50.903,0.5447,0.0,0.0561,10
2815,1055,51.1117,0.5568,0.0,0.0852,10
2807,1055,49.3249,0.5321,0.0,0.0633,10
