Number of features,Number of samples,Execution time,Fitness,Train score,Number of clusters,Algorithm,Scoring method
10,100,0.0434,-0.3049,0.0,2,1,2
3665,403,0.2848,-2.3259,0.0,2,1,2
1169,508,0.0898,-2.2821,0.0,2,2,2
165,526,0.0693,-0.5812,0.0,2,1,2
227,158,0.0488,-0.3165,0.0,2,1,2
826,403,0.1065,-2.3259,0.0,2,1,2
492,403,0.0779,-2.3259,0.0,2,1,2
173,158,0.0485,-0.3174,0.0,2,1,2
1563,582,0.2534,-1.0887,0.0,2,1,2
38,100,0.0431,-0.292,0.0,2,1,2
7,526,0.0614,-0.5744,0.0,2,1,2
85,582,0.0797,-1.0768,0.0,2,1,2
151,526,0.0647,-0.5811,0.0,2,1,2
619,510,0.1118,-1.2047,0.0,2,1,2
830,150,0.0687,-2.6573,0.0,2,1,2
1401,508,0.1144,-2.2797,0.0,2,2,2
135,1068,0.1151,-0.7798,0.0,2,1,2
292,582,0.1054,-1.0843,0.0,2,1,2
165,582,0.0781,-1.0887,0.0,2,1,2
27,526,0.0699,-0.5803,0.0,2,1,2
21,526,0.0645,-0.5814,0.0,2,1,2
160,158,0.0436,-0.3182,0.0,2,1,2
5314,582,0.5764,-1.0887,0.0,2,1,2
7354,150,0.1767,-2.6506,0.0,2,1,2
140,158,0.0483,0.6192,0.0,2,1,1
380,582,0.0977,-1.0887,0.0,2,1,2
1564,150,0.0872,-2.657,0.0,2,1,2
933,150,0.0708,-2.6582,0.0,2,1,2
47,526,0.0661,-0.5808,0.0,2,1,2
91,526,0.0669,-0.5812,0.0,2,1,2
728,510,0.1417,-1.2006,0.0,2,1,2
2915,150,0.116,-2.6558,0.0,2,1,2
985,510,0.1602,-1.1978,0.0,2,1,2
16,526,0.0667,-0.5813,0.0,2,1,2
650,150,0.0677,-2.6592,0.0,2,1,2
747,510,0.1311,-1.1671,0.0,2,1,2
389,510,0.1104,-1.1409,0.0,2,1,2
45,158,0.0452,0.7842,0.0,2,1,1
1383,508,0.2431,-2.2793,0.0,2,2,2
34,526,0.0702,-0.5813,0.0,2,1,2
466,510,0.1033,-1.1424,0.0,2,1,2
2979,403,0.2642,-2.3129,0.0,2,1,2
675,150,0.0699,-2.6594,0.0,2,1,2
87,526,0.0614,-0.5815,0.0,2,1,2
150,582,0.1012,-1.0887,0.0,2,1,2
1428,508,0.1607,-2.2792,0.0,2,2,2
23,526,0.071,-0.5813,0.0,2,1,2
10,526,0.0703,-0.5752,0.0,2,1,2
18,100,0.0432,-0.3009,0.0,2,1,2
1113,150,0.0752,-2.6479,0.0,2,1,2
70,526,0.0633,-0.5815,0.0,2,1,2
3074,582,0.3523,-1.0887,0.0,2,1,2
83,526,0.0678,-0.5814,0.0,2,1,2
15,526,0.0607,-0.5742,0.0,2,1,2
1081,510,0.1494,-1.1978,0.0,2,1,2
12,526,0.0629,-0.5783,0.0,2,1,2
38,526,0.0687,-0.5778,0.0,2,1,2
3490,150,0.1237,-2.6566,0.0,2,1,2
1416,1068,0.33,-0.7808,0.0,2,1,2
56,526,0.0618,-0.5815,0.0,2,1,2
125,158,0.047,0.6744,0.0,2,1,1
287,510,0.098,-1.2008,0.0,2,1,2
2955,510,0.318,-1.2001,0.0,2,1,2
9,526,0.0679,-0.5782,0.0,2,1,2
2,526,0.0619,-0.5788,0.0,2,1,2
973,150,0.0673,-2.6461,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
57,158,0.0476,0.6562,0.0,2,1,1
20,526,0.0655,-0.5808,0.0,2,1,2
8319,582,0.9314,-1.0887,0.0,2,1,2
287,158,0.0519,-0.3175,0.0,2,1,2
2018,150,0.1004,-2.657,0.0,2,1,2
9,526,0.0583,-0.5799,0.0,2,1,2
1207,150,0.0717,-2.657,0.0,2,1,2
9341,150,0.2155,-2.6588,0.0,2,1,2
57,526,0.0562,-0.581,0.0,2,1,2
206,158,0.0507,-0.3188,0.0,2,1,2
3007,510,0.294,-1.2033,0.0,2,1,2
74,100,0.0415,-0.2988,0.0,2,1,2
138,526,0.0713,-0.5814,0.0,2,1,2
1304,508,0.1007,-2.2819,0.0,2,2,2
32,526,0.0691,-0.577,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
0,508,-1.0,-inf,-inf,2,2,2
464,510,0.102,-1.1851,0.0,2,1,2
4141,150,0.1214,-2.6506,0.0,2,1,2
7070,510,0.5497,-1.2045,0.0,2,1,2
114,582,0.0865,-1.0844,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
178,158,0.0456,-0.3167,0.0,2,1,2
1391,508,6.7693,-2.2795,0.0,2,2,2
21,526,0.0679,-0.5808,0.0,2,1,2
138,526,0.0713,-0.5814,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
13,100,0.0439,-0.3124,0.0,2,1,2
34,526,0.066,-0.5809,0.0,2,1,2
111,526,0.0775,-0.5814,0.0,2,1,2
19,526,0.0924,-0.581,0.0,2,1,2
7,526,0.0605,-0.572,0.0,2,1,2
150,582,0.0825,-1.0856,0.0,2,1,2
1468,150,0.0886,-2.6586,0.0,2,1,2
105,526,0.0724,-0.5813,0.0,2,1,2
1874,150,0.0924,-2.6558,0.0,2,1,2
1449,150,0.0889,-2.6487,0.0,2,1,2
1656,508,0.1178,-2.2754,0.0,2,2,2
1534,510,0.1919,-1.199,0.0,2,1,2
42,526,0.0671,-0.5812,0.0,2,1,2
499,582,0.1056,-1.0887,0.0,2,1,2
443,510,0.0994,-1.1837,0.0,2,1,2
18,526,0.0725,-0.5806,0.0,2,1,2
1046,582,0.1663,-1.0887,0.0,2,1,2
407,510,0.1049,-1.1266,0.0,2,1,2
801,510,0.128,-1.2011,0.0,2,1,2
59,526,0.0656,-0.5811,0.0,2,1,2
89,526,0.0657,-0.5814,0.0,2,1,2
87,158,0.0476,0.5632,0.0,2,1,1
3511,510,0.333,-1.2038,0.0,2,1,2
34,526,0.0607,-0.5815,0.0,2,1,2
12,100,0.0434,-0.2952,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
27,526,0.0677,-0.5752,0.0,2,1,2
1188,508,0.2916,-2.2798,0.0,2,2,2
47,526,0.0683,-0.58,0.0,2,1,2
18,526,0.0656,-0.5811,0.0,2,1,2
1008,582,0.1797,-1.0887,0.0,2,1,2
51,526,0.0731,-0.5812,0.0,2,1,2
107,158,0.0466,-0.316,0.0,2,1,2
115,582,0.0864,-1.0834,0.0,2,1,2
11,158,0.0462,-0.3186,0.0,2,1,2
34,526,0.0666,-0.5781,0.0,2,1,2
803,510,0.1183,-1.204,0.0,2,1,2
1143,150,0.0747,-2.6583,0.0,2,1,2
88,158,0.044,-0.3175,0.0,2,1,2
46,158,0.0453,0.6475,0.0,2,1,1
104,526,0.072,-0.581,0.0,2,1,2
149,526,0.0657,-0.5815,0.0,2,1,2
1365,508,0.1542,-2.2811,0.0,2,2,2
0,508,-1.0,-inf,-inf,2,2,2
7,100,0.0445,-0.3068,0.0,2,1,2
120,510,0.0856,-1.2105,0.0,2,1,2
1235,150,0.073,-2.659,0.0,2,1,2
1484,508,2.5769,-2.2814,0.0,2,2,2
8,526,0.0607,-0.5785,0.0,2,1,2
105,158,0.0455,-0.3182,0.0,2,1,2
3697,150,0.1355,-2.6558,0.0,2,1,2
5962,510,0.514,-1.2034,0.0,2,1,2
177,158,0.0483,-0.3183,0.0,2,1,2
57,526,0.0587,-0.5814,0.0,2,1,2
8,526,0.0621,-0.5811,0.0,2,1,2
26,526,0.0628,-0.5803,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
23,526,0.0805,-0.5754,0.0,2,1,2
24,526,0.0607,-0.5807,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
34,526,0.0689,-0.5807,0.0,2,1,2
771,510,0.1234,-1.2005,0.0,2,1,2
99,158,0.0451,0.6664,0.0,2,1,1
3872,403,0.2802,-2.313,0.0,2,1,2
1110,508,0.2335,-2.282,0.0,2,2,2
73,158,0.0469,0.702,0.0,2,1,1
669,150,0.0728,-2.6602,0.0,2,1,2
32,526,0.0622,-0.5814,0.0,2,1,2
506,150,0.0631,-2.6571,0.0,2,1,2
369,158,0.0547,0.5022,0.0,2,1,1
336,510,0.0919,-1.1481,0.0,2,1,2
164,526,0.0644,-0.5814,0.0,2,1,2
380,403,0.0773,-2.3259,0.0,2,1,2
1600,150,0.0885,-2.6568,0.0,2,1,2
1327,508,0.1524,-2.2818,0.0,2,2,2
397,510,0.1063,-1.1423,0.0,2,1,2
59,526,0.0599,-0.5814,0.0,2,1,2
20,526,0.059,-0.5814,0.0,2,1,2
72,526,0.064,-0.5815,0.0,2,1,2
1688,582,0.2243,-1.0887,0.0,2,1,2
143,158,0.0447,0.609,0.0,2,1,1
323,1068,0.1671,-0.7807,0.0,2,1,2
525,510,0.106,-1.1751,0.0,2,1,2
1348,582,0.1785,-1.0887,0.0,2,1,2
1363,508,0.2271,-2.2792,0.0,2,2,2
76,526,0.0622,-0.5815,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
54,526,0.0723,-0.5814,0.0,2,1,2
8,526,0.0615,-0.5811,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
11,100,0.0435,-0.3063,0.0,2,1,2
37,526,0.0651,-0.5765,0.0,2,1,2
119,582,0.0793,-1.085,0.0,2,1,2
1250,508,0.1644,-2.2805,0.0,2,2,2
6,526,0.0582,-0.5811,0.0,2,1,2
81,526,0.0652,-0.5814,0.0,2,1,2
3824,510,0.3175,-1.205,0.0,2,1,2
582,510,0.1184,-1.1993,0.0,2,1,2
18,526,0.0586,-0.5813,0.0,2,1,2
42,510,0.0853,-1.2242,0.0,2,1,2
61,158,0.0456,0.6381,0.0,2,1,1
1372,508,0.1719,-2.2792,0.0,2,2,2
130,582,0.0914,-1.082,0.0,2,1,2
1848,403,0.1474,-2.3259,0.0,2,1,2
42,526,0.0613,-0.5814,0.0,2,1,2
1203,150,0.0751,-2.6588,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
65,100,0.043,-0.3056,0.0,2,1,2
42,526,0.072,-0.5801,0.0,2,1,2
4279,1068,0.8935,-0.7807,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
1240,150,0.0781,-2.6531,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
72,526,0.0647,-0.5815,0.0,2,1,2
163,526,0.0736,-0.5812,0.0,2,1,2
1038,510,0.1587,-1.1979,0.0,2,1,2
56,158,0.0518,0.6083,0.0,2,1,1
0,508,-1.0,-inf,-inf,2,2,2
1396,508,0.1797,-2.2818,0.0,2,2,2
0,508,-1.0,-inf,-inf,2,2,2
88,582,0.0809,-1.0829,0.0,2,1,2
105,510,0.0866,-1.2,0.0,2,1,2
94,526,0.071,-0.5814,0.0,2,1,2
1294,510,0.1483,-1.1726,0.0,2,1,2
3919,510,0.3158,-1.2048,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
1607,150,0.0888,-2.6587,0.0,2,1,2
162,526,0.073,-0.5812,0.0,2,1,2
24,526,0.0639,-0.5777,0.0,2,1,2
678,150,0.0644,-2.6596,0.0,2,1,2
28,526,0.0735,-0.5815,0.0,2,1,2
19,526,0.0652,-0.5783,0.0,2,1,2
90,526,0.0646,-0.5815,0.0,2,1,2
61,526,0.0633,-0.5814,0.0,2,1,2
9,526,0.0622,-0.5756,0.0,2,1,2
10,526,0.068,-0.5697,0.0,2,1,2
64,526,0.0639,-0.5808,0.0,2,1,2
1398,508,0.1068,-2.2816,0.0,2,2,2
534,510,0.1216,-1.2007,0.0,2,1,2
45,526,0.0634,-0.5814,0.0,2,1,2
525,150,0.0658,-2.6561,0.0,2,1,2
10,526,0.0638,-0.5676,0.0,2,1,2
611,150,0.0759,-2.66,0.0,2,1,2
1474,508,0.1673,-2.2792,0.0,2,2,2
27,526,0.0677,-0.5786,0.0,2,1,2
459,582,0.1077,-1.0869,0.0,2,1,2
366,1068,0.1534,-0.7803,0.0,2,1,2
10,526,0.0649,-0.5722,0.0,2,1,2
163,158,0.0479,-0.3142,0.0,2,1,2
1109,508,0.1712,-2.2783,0.0,2,2,2
1443,508,0.1203,-2.2795,0.0,2,2,2
1147,508,0.7151,-2.2805,0.0,2,2,2
1317,508,0.1321,-2.2803,0.0,2,2,2
446,510,0.1042,-1.1571,0.0,2,1,2
70,526,0.0659,-0.5815,0.0,2,1,2
31,526,0.0773,-0.5806,0.0,2,1,2
6,526,0.0537,-0.5801,0.0,2,1,2
1837,150,0.0878,-2.6569,0.0,2,1,2
345,403,0.0779,-2.3259,0.0,2,1,2
460,403,0.0758,-2.3259,0.0,2,1,2
17,526,0.068,-0.5734,0.0,2,1,2
27,526,0.0621,-0.5815,0.0,2,1,2
32,526,0.069,-0.5813,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
1044,150,0.0756,-2.6558,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
1269,150,0.0842,-2.6555,0.0,2,1,2
64,158,0.0485,0.6839,0.0,2,1,1
73,526,0.0667,-0.5815,0.0,2,1,2
151,158,0.0526,-0.3181,0.0,2,1,2
61,526,0.0693,-0.5812,0.0,2,1,2
73,526,0.0687,-0.5813,0.0,2,1,2
110,100,0.0426,-0.3098,0.0,2,1,2
112,526,0.0637,-0.5813,0.0,2,1,2
8,526,0.0696,-0.5718,0.0,2,1,2
35,526,0.0692,-0.5782,0.0,2,1,2
88,582,0.0794,-1.0834,0.0,2,1,2
63,526,0.066,-0.5815,0.0,2,1,2
30,526,0.093,-0.5787,0.0,2,1,2
8389,510,0.6948,-1.2033,0.0,2,1,2
135,526,0.07,-0.5815,0.0,2,1,2
33,526,0.068,-0.5811,0.0,2,1,2
1412,508,0.1739,-2.2792,0.0,2,2,2
0,508,-1.0,-inf,-inf,2,2,2
277,1068,0.1498,-0.7807,0.0,2,1,2
189,1068,0.1301,-0.7798,0.0,2,1,2
10,526,0.0659,-0.5709,0.0,2,1,2
7263,582,0.7327,-1.0887,0.0,2,1,2
2,526,0.0586,-0.58,0.0,2,1,2
1186,508,0.1827,-2.282,0.0,2,2,2
25,526,0.0648,-0.5813,0.0,2,1,2
79,158,0.0463,-0.318,0.0,2,1,2
5042,150,0.1383,-2.6506,0.0,2,1,2
53,526,0.069,-0.5814,0.0,2,1,2
80,158,0.0471,-0.3179,0.0,2,1,2
9,526,0.0679,-0.5814,0.0,2,1,2
17,526,0.069,-0.5777,0.0,2,1,2
1265,508,0.1573,-2.282,0.0,2,2,2
0,508,-1.0,-inf,-inf,2,2,2
303,158,0.0487,0.5138,0.0,2,1,1
162,1068,0.1214,-0.7795,0.0,2,1,2
92,526,0.0657,-0.5809,0.0,2,1,2
8032,510,0.714,-1.2002,0.0,2,1,2
65,526,0.0604,-0.5814,0.0,2,1,2
152,158,0.0504,-0.3165,0.0,2,1,2
3291,510,0.3032,-1.1998,0.0,2,1,2
2089,582,0.2714,-1.0887,0.0,2,1,2
40,510,0.0892,-1.2236,0.0,2,1,2
16,526,0.0731,-0.5781,0.0,2,1,2
21,526,0.0667,-0.5811,0.0,2,1,2
1343,508,0.1652,-2.2815,0.0,2,2,2
0,508,-1.0,-inf,-inf,2,2,2
490,150,0.0646,-2.6596,0.0,2,1,2
1666,510,0.2057,-1.2016,0.0,2,1,2
122,158,0.046,0.5029,0.0,2,1,1
488,510,0.1072,-1.1678,0.0,2,1,2
124,158,0.0485,-0.3176,0.0,2,1,2
1242,150,0.0765,-2.6584,0.0,2,1,2
128,526,0.0743,-0.5814,0.0,2,1,2
36,526,0.0786,-0.5797,0.0,2,1,2
18,100,0.045,-0.303,0.0,2,1,2
1341,508,0.1722,-2.2805,0.0,2,2,2
30,526,0.059,-0.5813,0.0,2,1,2
707,403,0.115,-2.3164,0.0,2,1,2
493,510,0.1056,-1.1616,0.0,2,1,2
25,526,0.0641,-0.5803,0.0,2,1,2
27,526,0.0617,-0.5813,0.0,2,1,2
44,526,0.0577,-0.5807,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
285,1068,0.1778,-0.7799,0.0,2,1,2
140,582,0.0938,-1.0807,0.0,2,1,2
76,526,0.0654,-0.5814,0.0,2,1,2
8,526,0.0652,-0.5714,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
1483,508,0.1623,-2.2822,0.0,2,2,2
26,526,0.0628,-0.5803,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
20,526,0.0577,-0.5815,0.0,2,1,2
73,526,0.0661,-0.5812,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
48,526,0.066,-0.5815,0.0,2,1,2
22,526,0.0658,-0.5811,0.0,2,1,2
1135,508,1.1618,-2.2783,0.0,2,2,2
257,1068,0.1604,-0.7808,0.0,2,1,2
42,526,0.0589,-0.5812,0.0,2,1,2
271,1068,0.1318,-0.7786,0.0,2,1,2
188,158,0.0486,0.5778,0.0,2,1,1
481,582,0.0961,-1.0887,0.0,2,1,2
1360,508,0.1396,-2.2821,0.0,2,2,2
3025,582,0.3702,-1.0887,0.0,2,1,2
15,526,0.0731,-0.5814,0.0,2,1,2
682,150,0.0787,-2.6586,0.0,2,1,2
75,510,0.0687,-1.2232,0.0,2,1,2
111,510,0.0768,-1.2096,0.0,2,1,2
54,526,0.0723,-0.5814,0.0,2,1,2
180,158,0.0483,-0.3189,0.0,2,1,2
16,100,0.0426,-0.2984,0.0,2,1,2
143,526,0.0653,-0.5812,0.0,2,1,2
13,526,0.0593,-0.5736,0.0,2,1,2
985,150,0.0712,-2.6558,0.0,2,1,2
26,526,0.0612,-0.5804,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
1449,508,0.7701,-2.2792,0.0,2,2,2
1560,510,0.1646,-1.2013,0.0,2,1,2
7,100,0.0409,-0.3125,0.0,2,1,2
104,526,0.0786,-0.5811,0.0,2,1,2
92,158,0.0532,0.6105,0.0,2,1,1
54,526,0.0948,-0.5814,0.0,2,1,2
65,526,0.0639,-0.5812,0.0,2,1,2
10,526,0.0699,-0.5788,0.0,2,1,2
1108,508,0.1028,-2.2821,0.0,2,2,2
58,526,0.0664,-0.5814,0.0,2,1,2
49,526,0.0586,-0.5815,0.0,2,1,2
12,526,0.0633,-0.5787,0.0,2,1,2
8063,510,0.5455,-1.2048,0.0,2,1,2
26,526,0.0646,-0.5812,0.0,2,1,2
749,510,0.1226,-1.2034,0.0,2,1,2
299,510,0.1008,-1.1246,0.0,2,1,2
71,510,0.073,-1.2221,0.0,2,1,2
846,150,0.0795,-2.6573,0.0,2,1,2
22,526,0.1051,-0.5782,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
0,508,-1.0,-inf,-inf,2,2,2
13,526,0.0643,-0.5799,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
891,403,0.1205,-2.3164,0.0,2,1,2
8466,510,0.785,-1.2033,0.0,2,1,2
89,526,0.0643,-0.5814,0.0,2,1,2
332,1068,0.1411,-0.7796,0.0,2,1,2
363,158,0.0534,0.5334,0.0,2,1,1
166,526,0.0766,-0.5812,0.0,2,1,2
678,150,0.0685,-2.6599,0.0,2,1,2
80,526,0.0731,-0.5813,0.0,2,1,2
196,158,0.0484,-0.3182,0.0,2,1,2
2334,403,0.2676,-2.3251,0.0,2,1,2
29,526,0.0663,-0.5758,0.0,2,1,2
12,526,0.0683,-0.5654,0.0,2,1,2
677,150,0.0648,-2.6602,0.0,2,1,2
104,582,0.0849,-1.0858,0.0,2,1,2
303,510,0.1021,-1.2035,0.0,2,1,2
1235,150,0.0839,-2.6577,0.0,2,1,2
811,150,0.0746,-2.6597,0.0,2,1,2
91,158,0.0495,0.5116,0.0,2,1,1
43,158,0.0481,0.585,0.0,2,1,1
116,158,0.0501,-0.3185,0.0,2,1,2
7,526,0.0651,-0.5731,0.0,2,1,2
875,150,0.0823,-2.6575,0.0,2,1,2
127,582,0.079,-1.0887,0.0,2,1,2
9,526,0.0753,-0.5728,0.0,2,1,2
864,510,0.1267,-1.2003,0.0,2,1,2
826,510,0.1223,-1.2053,0.0,2,1,2
48,526,0.0582,-0.5806,0.0,2,1,2
78,158,0.0467,0.5974,0.0,2,1,1
88,582,0.084,-1.0771,0.0,2,1,2
433,150,0.0616,-2.6574,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
6,100,0.0565,-0.3046,0.0,2,1,2
88,510,0.0988,-1.2237,0.0,2,1,2
23,526,0.0668,-0.5782,0.0,2,1,2
68,510,0.0747,-1.2141,0.0,2,1,2
221,1068,0.154,-0.7794,0.0,2,1,2
2342,582,0.3792,-1.0887,0.0,2,1,2
4592,1068,0.9778,-0.7807,0.0,2,1,2
309,510,0.0984,-1.1553,0.0,2,1,2
358,158,0.0519,-0.3178,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
97,582,0.079,-1.0794,0.0,2,1,2
8683,1068,1.4275,-0.7807,0.0,2,1,2
1039,150,0.0862,-2.6568,0.0,2,1,2
1174,508,0.3669,-2.2805,0.0,2,2,2
8047,403,0.6483,-2.3159,0.0,2,1,2
298,403,0.071,-2.3259,0.0,2,1,2
33,526,0.0622,-0.5814,0.0,2,1,2
58,158,0.0479,0.686,0.0,2,1,1
205,582,0.0928,-1.0878,0.0,2,1,2
2740,510,0.2756,-1.1994,0.0,2,1,2
18,526,0.068,-0.5778,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
0,508,-1.0,-inf,-inf,2,2,2
0,508,-1.0,-inf,-inf,2,2,2
7263,582,0.7297,-1.0887,0.0,2,1,2
56,510,0.0873,-1.2236,0.0,2,1,2
405,1068,0.1492,-0.7806,0.0,2,1,2
8,526,0.0607,-0.5807,0.0,2,1,2
5234,150,0.1717,-2.6588,0.0,2,1,2
158,158,0.0496,0.6577,0.0,2,1,1
0,508,-1.0,-inf,-inf,2,2,2
0,508,-1.0,-inf,-inf,2,2,2
374,150,0.0585,-2.6552,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
409,150,0.0641,-2.6561,0.0,2,1,2
42,526,0.072,-0.5801,0.0,2,1,2
24,526,0.087,-0.579,0.0,2,1,2
1644,150,0.0888,-2.6555,0.0,2,1,2
14,526,0.0682,-0.5805,0.0,2,1,2
1236,508,0.1215,-2.2804,0.0,2,2,2
12,526,0.064,-0.5798,0.0,2,1,2
56,526,0.0655,-0.5814,0.0,2,1,2
395,510,0.094,-1.1596,0.0,2,1,2
10,526,0.0601,-0.5799,0.0,2,1,2
1042,510,0.1542,-1.2053,0.0,2,1,2
283,403,0.0726,-2.3259,0.0,2,1,2
57,526,0.0562,-0.581,0.0,2,1,2
26,526,0.0555,-0.5815,0.0,2,1,2
196,1068,0.1205,-0.7802,0.0,2,1,2
23,526,0.0638,-0.5811,0.0,2,1,2
389,150,0.0661,-2.6574,0.0,2,1,2
2031,150,0.0945,-2.6506,0.0,2,1,2
97,158,0.0479,0.6628,0.0,2,1,1
3684,510,0.3792,-1.2033,0.0,2,1,2
385,403,0.0901,-2.3165,0.0,2,1,2
2445,1068,0.7069,-0.7808,0.0,2,1,2
59,526,0.0743,-0.5815,0.0,2,1,2
13,526,0.0747,-0.5738,0.0,2,1,2
4153,150,0.1279,-2.6453,0.0,2,1,2
746,510,0.1228,-1.2003,0.0,2,1,2
11945,150,0.2808,-2.6506,0.0,2,1,2
117,158,0.0526,-0.3174,0.0,2,1,2
1439,150,0.0764,-2.6588,0.0,2,1,2
37,526,0.0659,-0.5815,0.0,2,1,2
47,526,0.0635,-0.5766,0.0,2,1,2
16,526,0.062,-0.5789,0.0,2,1,2
386,510,0.0979,-1.1536,0.0,2,1,2
69,526,0.0826,-0.5812,0.0,2,1,2
160,158,0.0486,-0.3181,0.0,2,1,2
582,403,0.0785,-2.3259,0.0,2,1,2
25,526,0.0631,-0.5753,0.0,2,1,2
2575,150,0.1023,-2.6558,0.0,2,1,2
69,510,0.0755,-1.2227,0.0,2,1,2
116,526,0.0723,-0.581,0.0,2,1,2
1318,150,0.0868,-2.6558,0.0,2,1,2
2517,510,0.2221,-1.2033,0.0,2,1,2
199,1068,0.1313,-0.7789,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
83,510,0.0789,-1.2081,0.0,2,1,2
17,526,0.0715,-0.5794,0.0,2,1,2
25,526,0.0614,-0.5813,0.0,2,1,2
58,510,0.0753,-1.2125,0.0,2,1,2
2580,150,0.1049,-2.6588,0.0,2,1,2
82,526,0.0672,-0.5814,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
9,526,0.0644,-0.5797,0.0,2,1,2
3659,150,0.1214,-2.6531,0.0,2,1,2
1915,150,0.0901,-2.6584,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
98,158,0.0474,-0.3182,0.0,2,1,2
3022,582,0.3652,-1.0887,0.0,2,1,2
336,582,0.0947,-1.0883,0.0,2,1,2
414,582,0.1006,-1.0887,0.0,2,1,2
257,1068,0.1179,-0.7807,0.0,2,1,2
7,526,0.0625,-0.5796,0.0,2,1,2
81,510,0.0844,-1.2237,0.0,2,1,2
56,526,0.0604,-0.5815,0.0,2,1,2
25,526,0.0614,-0.5813,0.0,2,1,2
22,526,0.1051,-0.5782,0.0,2,1,2
785,582,0.1747,-1.0887,0.0,2,1,2
1285,150,0.0875,-2.6584,0.0,2,1,2
30,526,0.1081,-0.5815,0.0,2,1,2
253,1068,0.1285,-0.7786,0.0,2,1,2
1371,150,0.0903,-2.6557,0.0,2,1,2
37,526,0.0673,-0.5812,0.0,2,1,2
41,526,0.0705,-0.5734,0.0,2,1,2
15,526,0.0677,-0.5802,0.0,2,1,2
62,526,0.0703,-0.5813,0.0,2,1,2
26,526,0.0617,-0.58,0.0,2,1,2
416,510,0.1101,-1.1367,0.0,2,1,2
8,526,0.0605,-0.5722,0.0,2,1,2
111,526,0.0892,-0.5814,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
7,526,0.0686,-0.5814,0.0,2,1,2
2054,1068,0.4176,-0.7807,0.0,2,1,2
125,158,0.049,0.6308,0.0,2,1,1
20,526,0.0695,-0.5753,0.0,2,1,2
53,526,0.0636,-0.5811,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
1238,150,0.0789,-2.6588,0.0,2,1,2
11,100,0.0425,-0.3085,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
14174,150,0.314,-2.6562,0.0,2,1,2
693,510,0.1108,-1.1787,0.0,2,1,2
2978,1068,0.7458,-0.7808,0.0,2,1,2
600,510,0.1156,-1.2018,0.0,2,1,2
32,526,0.0659,-0.579,0.0,2,1,2
496,150,0.0623,-2.6607,0.0,2,1,2
160,526,0.069,-0.5812,0.0,2,1,2
1036,150,0.0788,-2.6591,0.0,2,1,2
89,526,0.075,-0.5812,0.0,2,1,2
6023,510,0.5328,-1.1995,0.0,2,1,2
127,526,0.0704,-0.5815,0.0,2,1,2
421,150,0.0601,-2.6607,0.0,2,1,2
36,526,0.0635,-0.5815,0.0,2,1,2
7145,510,0.5194,-1.2051,0.0,2,1,2
45,158,0.0461,0.5959,0.0,2,1,1
759,403,0.1284,-2.3153,0.0,2,1,2
6824,150,0.1856,-2.6575,0.0,2,1,2
497,510,0.1293,-1.1587,0.0,2,1,2
371,1068,0.1739,-0.7808,0.0,2,1,2
200,1068,0.1556,-0.7807,0.0,2,1,2
31,526,0.0635,-0.5734,0.0,2,1,2
174,582,0.0871,-1.0882,0.0,2,1,2
85,526,0.0652,-0.5813,0.0,2,1,2
2875,150,0.1153,-2.6567,0.0,2,1,2
521,510,0.1091,-1.1603,0.0,2,1,2
3665,403,0.3198,-2.3106,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,2
801,510,0.121,-1.2042,0.0,2,1,2
