number_of_features,execution_times,fitness,times_by_iteration,test_times,train_scores,number_of_iterations,number_of_samples,task,max_iterations,optimizer,kernel
5800,5.7525,0.5846,0.6282,0.163,0.5759,1.0,1082,ranking,1000,avltree,linear
5700,5.9402,0.4646,0.6238,0.1766,0.4871,1.0,1082,ranking,1000,avltree,linear
6100,6.0801,0.5644,0.69,0.1724,0.6203,1.0,1082,ranking,1000,avltree,linear
6400,6.3099,0.5592,0.7294,0.1653,0.6109,1.0,1082,ranking,1000,avltree,linear
6500,6.4247,0.5577,0.7355,0.1804,0.6055,1.0,1082,ranking,1000,avltree,linear
6200,6.3367,0.6015,0.7051,0.1965,0.6192,1.0,1082,ranking,1000,avltree,linear
6300,6.4886,0.546,0.7403,0.1895,0.6103,1.0,1082,ranking,1000,avltree,linear
6600,6.529,0.539,0.7347,0.1786,0.5786,1.0,1082,ranking,1000,avltree,linear
6900,6.7364,0.5508,0.7328,0.2066,0.5938,1.0,1082,ranking,1000,avltree,linear
7000,6.6375,0.5728,0.7428,0.197,0.5833,1.0,1082,ranking,1000,avltree,linear
6800,6.8237,0.5747,0.7753,0.2103,0.6181,1.0,1082,ranking,1000,avltree,linear
6700,6.5279,0.5631,0.734,0.1852,0.6396,1.0,1082,ranking,1000,avltree,linear
7100,6.6257,0.4938,0.7422,0.1893,0.5126,1.0,1082,ranking,1000,avltree,linear
7400,6.8959,0.4876,0.7799,0.1991,0.5235,1.0,1082,ranking,1000,avltree,linear
7500,6.9746,0.5293,0.7923,0.1973,0.5339,1.0,1082,ranking,1000,avltree,linear
7300,6.9302,0.525,0.7865,0.2277,0.5175,1.0,1082,ranking,1000,avltree,linear
7200,6.8319,0.544,0.7737,0.202,0.612,1.0,1082,ranking,1000,avltree,linear
7600,7.1484,0.5755,0.8241,0.2087,0.6105,1.0,1082,ranking,1000,avltree,linear
7900,7.5344,0.517,0.8916,0.2125,0.5795,1.0,1082,ranking,1000,avltree,linear
8000,7.5776,0.5269,0.8818,0.2282,0.6064,1.0,1082,ranking,1000,avltree,linear
7700,6.9593,0.4484,0.7747,0.2185,0.4696,1.0,1082,ranking,1000,avltree,linear
7800,7.3669,0.5839,0.8684,0.2207,0.628,1.0,1082,ranking,1000,avltree,linear
8100,7.3507,0.5655,0.8422,0.2194,0.6038,1.0,1082,ranking,1000,avltree,linear
8400,7.6595,0.5574,0.8988,0.2373,0.6371,1.0,1082,ranking,1000,avltree,linear
8500,8.0869,0.551,0.9635,0.2661,0.6121,1.0,1082,ranking,1000,avltree,linear
8200,7.6253,0.4446,0.8747,0.2465,0.4719,1.0,1082,ranking,1000,avltree,linear
8300,7.4845,0.5609,0.8801,0.2284,0.6045,1.0,1082,ranking,1000,avltree,linear
8600,7.9055,0.5708,0.9514,0.2533,0.6185,1.0,1082,ranking,1000,avltree,linear
8900,8.0575,0.5143,0.919,0.2749,0.5271,1.0,1082,ranking,1000,avltree,linear
9000,8.1504,0.5455,0.9761,0.246,0.633,1.0,1082,ranking,1000,avltree,linear
8800,8.1184,0.5638,0.961,0.2526,0.5903,1.0,1082,ranking,1000,avltree,linear
8700,7.9383,0.5088,0.8932,0.2681,0.5365,1.0,1082,ranking,1000,avltree,linear
9100,8.0648,0.5556,0.9721,0.239,0.6134,1.0,1082,ranking,1000,avltree,linear
9400,8.8693,0.5689,1.0688,0.3151,0.6439,1.0,1082,ranking,1000,avltree,linear
9500,8.7904,0.5814,1.025,0.3006,0.6236,1.0,1082,ranking,1000,avltree,linear
9200,8.4429,0.4599,0.9989,0.2808,0.5106,1.0,1082,ranking,1000,avltree,linear
9300,8.158,0.5583,0.9513,0.2569,0.5737,1.0,1082,ranking,1000,avltree,linear
9600,8.2986,0.4572,0.9659,0.2656,0.4953,1.0,1082,ranking,1000,avltree,linear
9900,8.7726,0.4852,1.0495,0.2887,0.5252,1.0,1082,ranking,1000,avltree,linear
10000,8.785,0.4591,1.0197,0.2823,0.5073,1.0,1082,ranking,1000,avltree,linear
9700,8.6942,0.4895,1.014,0.3091,0.5176,1.0,1082,ranking,1000,avltree,linear
9800,8.9703,0.5159,1.0805,0.2958,0.5992,1.0,1082,ranking,1000,avltree,linear
10100,9.0598,0.4892,1.0647,0.3015,0.5111,1.0,1082,ranking,1000,avltree,linear
10400,9.0795,0.464,1.0948,0.3211,0.5101,1.0,1082,ranking,1000,avltree,linear
10500,8.8485,0.5508,1.0455,0.2795,0.6373,1.0,1082,ranking,1000,avltree,linear
10300,8.8548,0.5115,1.0366,0.2925,0.5279,1.0,1082,ranking,1000,avltree,linear
10200,8.6792,0.5151,1.0169,0.2722,0.522,1.0,1082,ranking,1000,avltree,linear
10600,9.1991,0.5067,1.0784,0.3102,0.524,1.0,1082,ranking,1000,avltree,linear
10900,9.562,0.5268,1.1308,0.3356,0.5385,1.0,1082,ranking,1000,avltree,linear
11000,9.2563,0.449,1.0924,0.3164,0.4972,1.0,1082,ranking,1000,avltree,linear
10700,9.3831,0.4875,1.1179,0.3338,0.5196,1.0,1082,ranking,1000,avltree,linear
10800,9.109,0.5038,1.0889,0.3124,0.5371,1.0,1082,ranking,1000,avltree,linear
11100,9.224,0.529,1.0985,0.2955,0.5442,1.0,1082,ranking,1000,avltree,linear
11400,9.6842,0.5725,1.159,0.3321,0.6321,1.0,1082,ranking,1000,avltree,linear
11500,9.8324,0.5664,1.1697,0.3737,0.6204,1.0,1082,ranking,1000,avltree,linear
11200,9.5348,0.5591,1.1511,0.3065,0.6003,1.0,1082,ranking,1000,avltree,linear
11300,9.6741,0.5583,1.1923,0.3265,0.6224,1.0,1082,ranking,1000,avltree,linear
11600,9.7451,0.4422,1.1509,0.3245,0.4769,1.0,1082,ranking,1000,avltree,linear
11900,9.9312,0.5943,1.2244,0.3206,0.6129,1.0,1082,ranking,1000,avltree,linear
12000,10.0686,0.4727,1.1967,0.357,0.5228,1.0,1082,ranking,1000,avltree,linear
11800,10.2051,0.4956,1.2279,0.3674,0.5248,1.0,1082,ranking,1000,avltree,linear
11700,10.0132,0.4607,1.1853,0.3484,0.4993,1.0,1082,ranking,1000,avltree,linear
12200,10.1099,0.5499,1.2661,0.3292,0.5936,1.0,1082,ranking,1000,avltree,linear
12100,9.9918,0.4758,1.169,0.3398,0.5028,1.0,1082,ranking,1000,avltree,linear
12400,10.2066,0.5575,1.2458,0.3336,0.6293,1.0,1082,ranking,1000,avltree,linear
12500,10.4491,0.4391,1.2422,0.3635,0.4991,1.0,1082,ranking,1000,avltree,linear
12300,10.4606,0.4332,1.2399,0.3872,0.485,1.0,1082,ranking,1000,avltree,linear
12700,10.4011,0.4891,1.2333,0.3607,0.5269,1.0,1082,ranking,1000,avltree,linear
12800,10.9039,0.4931,1.2958,0.3621,0.5351,1.0,1082,ranking,1000,avltree,linear
12600,10.8726,0.5077,1.2738,0.407,0.5445,1.0,1082,ranking,1000,avltree,linear
12900,11.3309,0.4906,1.3142,0.3654,0.5181,1.0,1082,ranking,1000,avltree,linear
13000,11.1558,0.567,1.3763,0.3634,0.6231,1.0,1082,ranking,1000,avltree,linear
13100,11.011,0.4972,1.2779,0.3772,0.5273,1.0,1082,ranking,1000,avltree,linear
13400,11.2237,0.5936,1.3456,0.3857,0.6262,1.0,1082,ranking,1000,avltree,linear
13500,11.4804,0.4788,1.3428,0.3964,0.5385,1.0,1082,ranking,1000,avltree,linear
13200,12.034,0.5701,1.4364,0.4362,0.5976,1.0,1082,ranking,1000,avltree,linear
13300,11.0174,0.4566,1.3072,0.3487,0.494,1.0,1082,ranking,1000,avltree,linear
13600,12.0253,0.4724,1.4394,0.4263,0.5233,1.0,1082,ranking,1000,avltree,linear
13900,11.5175,0.4966,1.4072,0.4188,0.5208,1.0,1082,ranking,1000,avltree,linear
14000,11.5575,0.4837,1.4142,0.43,0.5146,1.0,1082,ranking,1000,avltree,linear
13700,11.2711,0.4932,1.3527,0.4346,0.5323,1.0,1082,ranking,1000,avltree,linear
13800,11.5949,0.5876,1.4232,0.4065,0.6283,1.0,1082,ranking,1000,avltree,linear
14100,11.4379,0.4799,1.3738,0.4002,0.5306,1.0,1082,ranking,1000,avltree,linear
14400,11.6755,0.5694,1.4596,0.4173,0.62,1.0,1082,ranking,1000,avltree,linear
14500,11.5289,0.4937,1.4107,0.3824,0.5422,1.0,1082,ranking,1000,avltree,linear
14200,11.8284,0.4736,1.4431,0.4249,0.5143,1.0,1082,ranking,1000,avltree,linear
14300,11.6162,0.4881,1.427,0.4049,0.5932,1.0,1082,ranking,1000,avltree,linear
14600,11.789,0.5019,1.4344,0.4208,0.5415,1.0,1082,ranking,1000,avltree,linear
14900,11.7069,0.4845,1.4215,0.4169,0.522,1.0,1082,ranking,1000,avltree,linear
15000,11.9812,0.4341,1.4908,0.4314,0.5093,1.0,1082,ranking,1000,avltree,linear
14800,12.1824,0.5742,1.5249,0.4447,0.6232,1.0,1082,ranking,1000,avltree,linear
14700,11.7129,0.4525,1.4058,0.4241,0.5019,1.0,1082,ranking,1000,avltree,linear
15100,12.4196,0.5687,1.5439,0.4447,0.63,1.0,1082,ranking,1000,avltree,linear
15400,12.5481,0.5708,1.5545,0.4439,0.6265,1.0,1082,ranking,1000,avltree,linear
15500,13.0927,0.4463,1.6003,0.4913,0.4986,1.0,1082,ranking,1000,avltree,linear
15300,12.9544,0.4778,1.5759,0.5073,0.5293,1.0,1082,ranking,1000,avltree,linear
15200,12.6988,0.4787,1.5806,0.499,0.5175,1.0,1082,ranking,1000,avltree,linear
15600,12.5397,0.5093,1.5408,0.4489,0.542,1.0,1082,ranking,1000,avltree,linear
15900,12.548,0.506,1.5079,0.4512,0.5402,1.0,1082,ranking,1000,avltree,linear
16000,12.7453,0.4793,1.5711,0.488,0.5185,1.0,1082,ranking,1000,avltree,linear
15700,12.1732,0.5005,1.4834,0.4526,0.5389,1.0,1082,ranking,1000,avltree,linear
15800,12.6641,0.5672,1.5909,0.4601,0.6263,1.0,1082,ranking,1000,avltree,linear
16100,12.9095,0.4992,1.6124,0.4652,0.5295,1.0,1082,ranking,1000,avltree,linear
16400,13.1026,0.4842,1.6752,0.472,0.515,1.0,1082,ranking,1000,avltree,linear
16500,13.0865,0.4844,1.5663,0.4929,0.5424,1.0,1082,ranking,1000,avltree,linear
16300,13.2982,0.5115,1.6438,0.5209,0.5403,1.0,1082,ranking,1000,avltree,linear
16200,12.9117,0.5025,1.6184,0.4686,0.5311,1.0,1082,ranking,1000,avltree,linear
16700,13.8549,0.4745,1.678,0.5095,0.5271,1.0,1082,ranking,1000,avltree,linear
16600,13.8193,0.5763,1.691,0.4724,0.6298,1.0,1082,ranking,1000,avltree,linear
16800,13.7008,0.4839,1.6566,0.5296,0.5155,1.0,1082,ranking,1000,avltree,linear
16900,14.0194,0.4776,1.6852,0.532,0.527,1.0,1082,ranking,1000,avltree,linear
17000,14.2831,0.484,1.7012,0.5687,0.5291,1.0,1082,ranking,1000,avltree,linear
17100,14.1452,0.4794,1.724,0.5015,0.533,1.0,1082,ranking,1000,avltree,linear
17400,14.4709,0.4788,1.7809,0.5523,0.5313,1.0,1082,ranking,1000,avltree,linear
17500,14.068,0.4788,1.7213,0.5324,0.5189,1.0,1082,ranking,1000,avltree,linear
17300,14.2151,0.4786,1.7453,0.5166,0.5227,1.0,1082,ranking,1000,avltree,linear
17200,14.1631,0.4756,1.7196,0.5527,0.5251,1.0,1082,ranking,1000,avltree,linear
17700,14.1067,0.4931,1.711,0.5681,0.5452,1.0,1082,ranking,1000,avltree,linear
17800,13.8778,0.4876,1.7359,0.5067,0.5244,1.0,1082,ranking,1000,avltree,linear
17600,14.2608,0.4737,1.7101,0.5303,0.5276,1.0,1082,ranking,1000,avltree,linear
17900,13.4655,0.4768,1.6534,0.4803,0.523,1.0,1082,ranking,1000,avltree,linear
18000,14.175,0.4706,1.7593,0.5625,0.5162,1.0,1082,ranking,1000,avltree,linear
18100,14.3222,0.4672,1.7555,0.5384,0.506,1.0,1082,ranking,1000,avltree,linear
18400,14.7406,0.4857,1.8071,0.5433,0.5416,1.0,1082,ranking,1000,avltree,linear
18500,14.7531,0.571,1.9089,0.5447,0.6306,1.0,1082,ranking,1000,avltree,linear
18200,14.3218,0.4798,1.7712,0.5595,0.5325,1.0,1082,ranking,1000,avltree,linear
18300,14.34,0.5112,1.771,0.5184,0.5473,1.0,1082,ranking,1000,avltree,linear
18700,14.9259,0.4814,1.8529,0.5891,0.533,1.0,1082,ranking,1000,avltree,linear
18600,14.1785,0.5052,1.713,0.5643,0.5492,1.0,1082,ranking,1000,avltree,linear
18900,14.5798,0.5673,1.8164,0.5574,0.6348,1.0,1082,ranking,1000,avltree,linear
19000,14.4908,0.4985,1.7801,0.5694,0.5454,1.0,1082,ranking,1000,avltree,linear
18800,14.4431,0.4604,1.798,0.5793,0.5255,1.0,1082,ranking,1000,avltree,linear
19300,15.223,0.4773,1.8445,0.649,0.5332,1.0,1082,ranking,1000,avltree,linear
19100,15.1335,0.5486,1.9385,0.6066,0.6306,1.0,1082,ranking,1000,avltree,linear
19400,14.9367,0.4703,1.8975,0.5397,0.5181,1.0,1082,ranking,1000,avltree,linear
19500,15.1282,0.4766,1.888,0.6112,0.5332,1.0,1082,ranking,1000,avltree,linear
19200,15.1963,0.4788,1.8958,0.6225,0.5331,1.0,1082,ranking,1000,avltree,linear
19700,15.1364,0.4752,1.9097,0.6032,0.5336,1.0,1082,ranking,1000,avltree,linear
19600,15.3072,0.4779,1.9271,0.5689,0.5339,1.0,1082,ranking,1000,avltree,linear
19900,16.092,0.4756,2.0392,0.6409,0.5313,1.0,1082,ranking,1000,avltree,linear
19800,16.1067,0.4769,2.0164,0.6725,0.533,1.0,1082,ranking,1000,avltree,linear
20000,15.3376,0.4762,1.8997,0.5767,0.533,1.0,1082,ranking,1000,avltree,linear
100,4.7815,0.5221,0.1456,0.0076,0.5835,2.3,1082,ranking,1000,avltree,linear
400,2.2077,0.5844,0.1514,0.0166,0.5455,1.0,1082,ranking,1000,avltree,linear
500,2.2679,0.5523,0.17,0.0214,0.5332,1.0,1082,ranking,1000,avltree,linear
300,14.3761,0.568,0.3483,0.012,0.934,10.3,1082,ranking,1000,avltree,linear
200,11.8561,0.5073,0.2078,0.0093,0.6805,4.6,1082,ranking,1000,avltree,linear
600,10.5254,0.5927,0.3012,0.0176,0.8768,7.1,1082,ranking,1000,avltree,linear
900,2.6018,0.4404,0.199,0.0313,0.4938,1.0,1082,ranking,1000,avltree,linear
1000,2.6274,0.5769,0.2025,0.0325,0.5614,1.0,1082,ranking,1000,avltree,linear
700,2.399,0.4965,0.1819,0.0263,0.5326,1.0,1082,ranking,1000,avltree,linear
800,2.5575,0.5186,0.2196,0.0256,0.6415,1.0,1082,ranking,1000,avltree,linear
1100,2.6596,0.5048,0.2243,0.0334,0.5627,1.0,1082,ranking,1000,avltree,linear
1400,3.0514,0.5564,0.2991,0.0435,0.6032,1.0,1082,ranking,1000,avltree,linear
1500,3.0806,0.5265,0.3015,0.0423,0.6234,1.0,1082,ranking,1000,avltree,linear
1200,2.7103,0.4259,0.2137,0.0378,0.4624,1.0,1082,ranking,1000,avltree,linear
1300,2.7899,0.5732,0.2282,0.0372,0.5722,1.0,1082,ranking,1000,avltree,linear
1600,2.9311,0.4532,0.2497,0.0459,0.468,1.0,1082,ranking,1000,avltree,linear
1900,3.3168,0.5721,0.3344,0.0543,0.6317,1.0,1082,ranking,1000,avltree,linear
2000,3.2682,0.4561,0.2987,0.0608,0.4988,1.0,1082,ranking,1000,avltree,linear
1800,3.0628,0.3797,0.2719,0.0496,0.4495,1.0,1082,ranking,1000,avltree,linear
1700,3.0546,0.5618,0.2684,0.0506,0.5485,1.0,1082,ranking,1000,avltree,linear
2100,3.2361,0.4907,0.3053,0.0579,0.5041,1.0,1082,ranking,1000,avltree,linear
2400,3.6754,0.5373,0.3621,0.0729,0.5997,1.0,1082,ranking,1000,avltree,linear
2500,3.6382,0.449,0.3522,0.0702,0.4606,1.0,1082,ranking,1000,avltree,linear
2300,3.6009,0.5714,0.365,0.0648,0.622,1.0,1082,ranking,1000,avltree,linear
2200,3.5609,0.5288,0.3736,0.0631,0.6461,1.0,1082,ranking,1000,avltree,linear
2600,3.6956,0.6061,0.3655,0.0689,0.5849,1.0,1082,ranking,1000,avltree,linear
2900,3.8889,0.3855,0.3841,0.0864,0.4926,1.0,1082,ranking,1000,avltree,linear
3000,3.9619,0.5502,0.4117,0.0831,0.615,1.0,1082,ranking,1000,avltree,linear
2800,3.9241,0.4717,0.3858,0.0824,0.4681,1.0,1082,ranking,1000,avltree,linear
2700,3.7455,0.5249,0.3631,0.0751,0.5353,1.0,1082,ranking,1000,avltree,linear
3100,3.9301,0.527,0.4006,0.0915,0.5263,1.0,1082,ranking,1000,avltree,linear
3400,4.2503,0.5625,0.4383,0.0936,0.6165,1.0,1082,ranking,1000,avltree,linear
3500,4.4506,0.5533,0.4756,0.0978,0.6258,1.0,1082,ranking,1000,avltree,linear
3200,4.0208,0.4443,0.4004,0.0876,0.4837,1.0,1082,ranking,1000,avltree,linear
3300,4.1474,0.5761,0.4243,0.0884,0.5838,1.0,1082,ranking,1000,avltree,linear
3600,4.4377,0.4655,0.4514,0.1119,0.5003,1.0,1082,ranking,1000,avltree,linear
3900,4.6153,0.5556,0.4793,0.1124,0.5701,1.0,1082,ranking,1000,avltree,linear
4000,4.6753,0.5499,0.4925,0.1042,0.6115,1.0,1082,ranking,1000,avltree,linear
3700,4.5344,0.4641,0.4499,0.1087,0.4919,1.0,1082,ranking,1000,avltree,linear
3800,4.5501,0.509,0.4694,0.106,0.51,1.0,1082,ranking,1000,avltree,linear
4100,4.7612,0.5563,0.496,0.1114,0.5958,1.0,1082,ranking,1000,avltree,linear
4400,5.1816,0.5208,0.5306,0.1279,0.6054,1.0,1082,ranking,1000,avltree,linear
4500,5.0331,0.4943,0.5441,0.1243,0.5986,1.0,1082,ranking,1000,avltree,linear
4200,4.7717,0.5205,0.5083,0.106,0.5982,1.0,1082,ranking,1000,avltree,linear
4300,4.8896,0.5119,0.4956,0.1219,0.5382,1.0,1082,ranking,1000,avltree,linear
4600,5.2153,0.5425,0.564,0.1263,0.5755,1.0,1082,ranking,1000,avltree,linear
4900,5.372,0.5399,0.5844,0.1334,0.6041,1.0,1082,ranking,1000,avltree,linear
5000,5.2966,0.5272,0.5627,0.1308,0.5278,1.0,1082,ranking,1000,avltree,linear
4700,5.0925,0.4161,0.5421,0.1226,0.526,1.0,1082,ranking,1000,avltree,linear
4800,5.3074,0.4203,0.5656,0.1365,0.5084,1.0,1082,ranking,1000,avltree,linear
5200,5.5352,0.4967,0.6027,0.1442,0.5319,1.0,1082,ranking,1000,avltree,linear
5300,5.5746,0.5723,0.619,0.1377,0.6187,1.0,1082,ranking,1000,avltree,linear
5100,5.7773,0.5158,0.6134,0.1468,0.6082,1.0,1082,ranking,1000,avltree,linear
5400,5.6558,0.556,0.6081,0.1632,0.6022,1.0,1082,ranking,1000,avltree,linear
5500,5.5849,0.3996,0.6103,0.1515,0.5247,1.0,1082,ranking,1000,avltree,linear
5600,5.7249,0.5249,0.6301,0.1474,0.5733,1.0,1082,ranking,1000,avltree,linear
5800,5.767,0.472,0.6192,0.1655,0.4902,1.0,1082,ranking,1000,avltree,linear
5900,5.9967,0.5743,0.6765,0.1681,0.6103,1.0,1082,ranking,1000,avltree,linear
6000,6.1118,0.4682,0.6788,0.1708,0.5862,1.0,1082,ranking,1000,avltree,linear
5700,5.7781,0.5545,0.6311,0.1646,0.6096,1.0,1082,ranking,1000,avltree,linear
6100,6.0346,0.5781,0.6737,0.1769,0.5846,1.0,1082,ranking,1000,avltree,linear
6400,6.2975,0.4562,0.6953,0.1814,0.4862,1.0,1082,ranking,1000,avltree,linear
6500,6.4767,0.528,0.7209,0.1933,0.5333,1.0,1082,ranking,1000,avltree,linear
6200,6.2162,0.5535,0.6919,0.1747,0.5863,1.0,1082,ranking,1000,avltree,linear
6300,6.3162,0.5848,0.7054,0.1816,0.6043,1.0,1082,ranking,1000,avltree,linear
6600,6.3605,0.5537,0.7113,0.1799,0.576,1.0,1082,ranking,1000,avltree,linear
6900,6.8754,0.5775,0.8234,0.2041,0.6284,1.0,1082,ranking,1000,avltree,linear
7000,6.5494,0.6086,0.7413,0.182,0.6289,1.0,1082,ranking,1000,avltree,linear
6800,6.4945,0.5228,0.7159,0.1957,0.5704,1.0,1082,ranking,1000,avltree,linear
6700,6.5459,0.5657,0.7531,0.1817,0.6277,1.0,1082,ranking,1000,avltree,linear
7100,6.7397,0.4903,0.7536,0.2021,0.4942,1.0,1082,ranking,1000,avltree,linear
7400,7.1451,0.4622,0.8117,0.215,0.4934,1.0,1082,ranking,1000,avltree,linear
7500,6.9518,0.4402,0.7968,0.2041,0.4954,1.0,1082,ranking,1000,avltree,linear
7300,6.9524,0.5937,0.797,0.2089,0.6016,1.0,1082,ranking,1000,avltree,linear
7200,7.0944,0.5751,0.8355,0.2204,0.6038,1.0,1082,ranking,1000,avltree,linear
7700,7.0904,0.5378,0.7735,0.2069,0.5383,1.0,1082,ranking,1000,avltree,linear
7600,7.1634,0.499,0.8094,0.2366,0.5084,1.0,1082,ranking,1000,avltree,linear
7800,7.4578,0.5613,0.8731,0.2305,0.6114,1.0,1082,ranking,1000,avltree,linear
7900,7.3474,0.5475,0.8365,0.22,0.5909,1.0,1082,ranking,1000,avltree,linear
8000,7.6152,0.5608,0.8835,0.2361,0.5593,1.0,1082,ranking,1000,avltree,linear
8200,7.8594,0.5862,0.8643,0.2269,0.6183,1.0,1082,ranking,1000,avltree,linear
8300,8.0575,0.5694,0.9278,0.2343,0.6064,1.0,1082,ranking,1000,avltree,linear
8100,8.2081,0.539,0.9515,0.2513,0.5776,1.0,1082,ranking,1000,avltree,linear
8400,7.9912,0.4996,0.9066,0.2416,0.5033,1.0,1082,ranking,1000,avltree,linear
8500,8.0285,0.5598,0.9305,0.2443,0.5985,1.0,1082,ranking,1000,avltree,linear
8600,7.7896,0.5309,0.9301,0.2398,0.5309,1.0,1082,ranking,1000,avltree,linear
8900,8.2222,0.4658,0.908,0.2604,0.4944,1.0,1082,ranking,1000,avltree,linear
9000,8.331,0.5426,0.9323,0.2503,0.5965,1.0,1082,ranking,1000,avltree,linear
8800,8.1935,0.5122,0.8915,0.2497,0.524,1.0,1082,ranking,1000,avltree,linear
8700,8.6053,0.5333,0.9451,0.2601,0.576,1.0,1082,ranking,1000,avltree,linear
9300,8.1184,0.4681,0.9423,0.2499,0.5088,1.0,1082,ranking,1000,avltree,linear
9100,8.0978,0.4887,0.93,0.2525,0.5167,1.0,1082,ranking,1000,avltree,linear
9400,8.2786,0.4939,0.9611,0.2591,0.5126,1.0,1082,ranking,1000,avltree,linear
9500,8.1815,0.5366,0.9606,0.2508,0.6354,1.0,1082,ranking,1000,avltree,linear
9200,8.0461,0.4763,0.9095,0.2612,0.4945,1.0,1082,ranking,1000,avltree,linear
9600,9.3654,0.4605,1.0521,0.2885,0.512,1.0,1082,ranking,1000,avltree,linear
9900,8.783,0.5503,1.0525,0.2631,0.5706,1.0,1082,ranking,1000,avltree,linear
10000,8.8041,0.5759,1.028,0.2826,0.6216,1.0,1082,ranking,1000,avltree,linear
9800,8.5356,0.4803,1.0061,0.2729,0.5081,1.0,1082,ranking,1000,avltree,linear
9700,8.4553,0.493,0.9674,0.2823,0.5165,1.0,1082,ranking,1000,avltree,linear
10100,8.816,0.458,1.0279,0.2859,0.5052,1.0,1082,ranking,1000,avltree,linear
10400,8.9878,0.5199,1.0603,0.2962,0.5403,1.0,1082,ranking,1000,avltree,linear
10500,9.3723,0.5695,1.1578,0.3274,0.6134,1.0,1082,ranking,1000,avltree,linear
10200,9.0883,0.5671,1.1057,0.3206,0.6224,1.0,1082,ranking,1000,avltree,linear
10300,8.9876,0.5884,1.1036,0.2837,0.6206,1.0,1082,ranking,1000,avltree,linear
10800,9.1324,0.5538,1.0881,0.2965,0.5969,1.0,1082,ranking,1000,avltree,linear
10600,9.0856,0.4907,1.0637,0.3178,0.5048,1.0,1082,ranking,1000,avltree,linear
10700,9.1046,0.5477,1.1115,0.2954,0.62,1.0,1082,ranking,1000,avltree,linear
10900,9.7982,0.5645,1.206,0.332,0.6235,1.0,1082,ranking,1000,avltree,linear
11000,9.4162,0.4373,1.1198,0.3164,0.4889,1.0,1082,ranking,1000,avltree,linear
11300,9.6117,0.5116,1.1317,0.3313,0.544,1.0,1082,ranking,1000,avltree,linear
11200,10.0562,0.5834,1.2231,0.3825,0.628,1.0,1082,ranking,1000,avltree,linear
11100,9.9264,0.4223,1.1856,0.3762,0.4906,1.0,1082,ranking,1000,avltree,linear
11400,9.9446,0.49,1.1717,0.3703,0.5292,1.0,1082,ranking,1000,avltree,linear
11500,9.7626,0.4886,1.2077,0.3295,0.5244,1.0,1082,ranking,1000,avltree,linear
11800,10.0595,0.5022,1.1851,0.3361,0.5392,1.0,1082,ranking,1000,avltree,linear
11600,9.6337,0.4587,1.1487,0.3289,0.5139,1.0,1082,ranking,1000,avltree,linear
11900,10.0348,0.4397,1.2177,0.3419,0.4816,1.0,1082,ranking,1000,avltree,linear
12000,9.8845,0.5656,1.1883,0.353,0.6252,1.0,1082,ranking,1000,avltree,linear
11700,9.7592,0.5583,1.1833,0.3335,0.593,1.0,1082,ranking,1000,avltree,linear
12200,10.4325,0.5692,1.2903,0.3454,0.6238,1.0,1082,ranking,1000,avltree,linear
12300,10.2729,0.5699,1.2697,0.3246,0.6055,1.0,1082,ranking,1000,avltree,linear
12100,10.2113,0.4766,1.2186,0.3717,0.5074,1.0,1082,ranking,1000,avltree,linear
12400,10.2761,0.4378,1.2413,0.36,0.4901,1.0,1082,ranking,1000,avltree,linear
12500,10.6901,0.556,1.3182,0.3809,0.6108,1.0,1082,ranking,1000,avltree,linear
12700,10.6593,0.5441,1.2924,0.3842,0.6129,1.0,1082,ranking,1000,avltree,linear
12600,10.7219,0.5648,1.3215,0.3481,0.6306,1.0,1082,ranking,1000,avltree,linear
12900,10.9771,0.5123,1.303,0.3638,0.5364,1.0,1082,ranking,1000,avltree,linear
13000,11.3665,0.5662,1.3928,0.3845,0.618,1.0,1082,ranking,1000,avltree,linear
12800,10.7008,0.4717,1.2508,0.4034,0.5168,1.0,1082,ranking,1000,avltree,linear
13100,11.8873,0.5256,1.402,0.4531,0.5459,1.0,1082,ranking,1000,avltree,linear
13400,11.7073,0.4725,1.4068,0.4021,0.5133,1.0,1082,ranking,1000,avltree,linear
13500,11.4202,0.5362,1.3679,0.3876,0.6179,1.0,1082,ranking,1000,avltree,linear
13300,11.2337,0.578,1.3751,0.362,0.6281,1.0,1082,ranking,1000,avltree,linear
13200,11.4155,0.5768,1.3583,0.3848,0.6297,1.0,1082,ranking,1000,avltree,linear
13700,11.6482,0.5724,1.4823,0.407,0.6058,1.0,1082,ranking,1000,avltree,linear
13800,11.4765,0.4484,1.3923,0.3991,0.4928,1.0,1082,ranking,1000,avltree,linear
13600,10.7883,0.4829,1.2909,0.3858,0.5264,1.0,1082,ranking,1000,avltree,linear
13900,11.2116,0.4692,1.3797,0.3789,0.4974,1.0,1082,ranking,1000,avltree,linear
14000,11.2862,0.4931,1.3538,0.387,0.5357,1.0,1082,ranking,1000,avltree,linear
14300,11.7913,0.4668,1.4446,0.422,0.5013,1.0,1082,ranking,1000,avltree,linear
14200,11.6063,0.4896,1.4261,0.4238,0.5312,1.0,1082,ranking,1000,avltree,linear
14100,11.8611,0.5631,1.4716,0.4174,0.6292,1.0,1082,ranking,1000,avltree,linear
14400,12.1284,0.4785,1.4821,0.458,0.5125,1.0,1082,ranking,1000,avltree,linear
14500,11.8758,0.4738,1.445,0.4512,0.5096,1.0,1082,ranking,1000,avltree,linear
