number_of_features,execution_times,fitness,times_by_iteration,test_times,train_scores,number_of_iterations,number_of_samples,task,max_iterations,optimizer,kernel
17400,32.0448,0.6658,0.2746,0.5706,1.0,27.1,1082,ranking,1000,rbtree,rbf
17500,29.8386,0.6649,0.286,0.5347,0.9999,25.9,1082,ranking,1000,rbtree,rbf
17300,31.385,0.6635,0.2838,0.4951,1.0,28.3,1082,ranking,1000,rbtree,rbf
17200,29.7038,0.6416,0.2836,0.5081,1.0,26.9,1082,ranking,1000,rbtree,rbf
17600,30.94,0.6584,0.283,0.4854,1.0,27.9,1082,ranking,1000,rbtree,rbf
17900,33.713,0.6619,0.2966,0.6003,1.0,28.8,1082,ranking,1000,rbtree,rbf
18000,32.8142,0.6568,0.2827,0.5155,1.0,29.1,1082,ranking,1000,rbtree,rbf
17700,31.3129,0.6613,0.2806,0.4972,0.9999,27.6,1082,ranking,1000,rbtree,rbf
17800,31.2082,0.654,0.2916,0.4916,1.0,28.0,1082,ranking,1000,rbtree,rbf
18200,29.094,0.6623,0.271,0.5154,1.0,25.8,1082,ranking,1000,rbtree,rbf
18300,30.7976,0.6592,0.2852,0.5226,1.0,27.6,1082,ranking,1000,rbtree,rbf
18100,32.1223,0.6565,0.2868,0.572,0.9999,27.1,1082,ranking,1000,rbtree,rbf
18400,29.6915,0.677,0.2774,0.4971,0.9999,26.1,1082,ranking,1000,rbtree,rbf
18500,33.1788,0.6584,0.2872,0.5201,1.0,28.4,1082,ranking,1000,rbtree,rbf
18700,30.4657,0.6611,0.2805,0.5425,1.0,25.6,1082,ranking,1000,rbtree,rbf
18800,30.2558,0.6671,0.2834,0.5173,0.9999,25.7,1082,ranking,1000,rbtree,rbf
18600,32.6357,0.6605,0.291,0.5785,1.0,27.0,1082,ranking,1000,rbtree,rbf
18900,33.2389,0.654,0.2858,0.5951,1.0,27.5,1082,ranking,1000,rbtree,rbf
19000,29.0211,0.6575,0.2696,0.5465,1.0,24.9,1082,ranking,1000,rbtree,rbf
19200,32.8702,0.6611,0.2888,0.6118,1.0,26.9,1082,ranking,1000,rbtree,rbf
19300,30.67,0.6632,0.2749,0.5996,1.0,25.8,1082,ranking,1000,rbtree,rbf
19100,29.7339,0.6624,0.2795,0.5431,1.0,25.8,1082,ranking,1000,rbtree,rbf
19400,32.5702,0.6714,0.2901,0.5855,0.9999,26.6,1082,ranking,1000,rbtree,rbf
19500,29.4335,0.6557,0.2776,0.5595,1.0,25.5,1082,ranking,1000,rbtree,rbf
19700,31.7292,0.6597,0.293,0.5671,1.0,27.1,1082,ranking,1000,rbtree,rbf
19600,30.1525,0.6585,0.2758,0.5315,0.9999,25.9,1082,ranking,1000,rbtree,rbf
19900,34.0852,0.6597,0.2882,0.5901,1.0,29.3,1082,ranking,1000,rbtree,rbf
19800,33.4328,0.6608,0.2886,0.5669,1.0,29.1,1082,ranking,1000,rbtree,rbf
20000,29.8719,0.6597,0.284,0.5777,1.0,24.4,1082,ranking,1000,rbtree,rbf
100,12.868,0.5535,0.344,0.007,0.7716,9.1,1082,ranking,1000,avltree,linear
400,2.2175,0.5356,0.1727,0.0164,0.6019,1.0,1082,ranking,1000,avltree,linear
500,2.3371,0.5382,0.173,0.0176,0.5103,1.0,1082,ranking,1000,avltree,linear
300,5.1548,0.5497,0.1766,0.012,0.6225,2.0,1082,ranking,1000,avltree,linear
200,2.0663,0.5254,0.1328,0.0109,0.4929,1.0,1082,ranking,1000,avltree,linear
600,2.3334,0.5983,0.1696,0.0219,0.5477,1.0,1082,ranking,1000,avltree,linear
900,2.6114,0.5436,0.2167,0.0305,0.6144,1.0,1082,ranking,1000,avltree,linear
1000,2.7463,0.5705,0.257,0.0327,0.5943,1.0,1082,ranking,1000,avltree,linear
700,2.4768,0.5394,0.2026,0.0235,0.6115,1.0,1082,ranking,1000,avltree,linear
800,4.5594,0.5519,0.2498,0.0244,0.7075,2.3,1082,ranking,1000,avltree,linear
1100,2.8087,0.5283,0.25,0.0356,0.616,1.0,1082,ranking,1000,avltree,linear
1400,2.8534,0.4792,0.2385,0.0447,0.5358,1.0,1082,ranking,1000,avltree,linear
1500,2.9463,0.4304,0.2491,0.0448,0.5014,1.0,1082,ranking,1000,avltree,linear
1300,2.778,0.5263,0.2309,0.04,0.572,1.0,1082,ranking,1000,avltree,linear
1200,2.79,0.4767,0.2292,0.0364,0.4774,1.0,1082,ranking,1000,avltree,linear
1600,3.0779,0.5338,0.3024,0.0447,0.6595,1.0,1082,ranking,1000,avltree,linear
1900,3.2398,0.431,0.2946,0.0547,0.4982,1.0,1082,ranking,1000,avltree,linear
2000,3.2955,0.5746,0.3427,0.0574,0.6126,1.0,1082,ranking,1000,avltree,linear
1800,3.2496,0.5992,0.3053,0.0568,0.6154,1.0,1082,ranking,1000,avltree,linear
1700,3.3388,0.5642,0.3278,0.0582,0.6148,1.0,1082,ranking,1000,avltree,linear
2100,3.4186,0.4971,0.3064,0.0609,0.5284,1.0,1082,ranking,1000,avltree,linear
2400,3.5918,0.5753,0.3641,0.0747,0.616,1.0,1082,ranking,1000,avltree,linear
2500,3.4997,0.4307,0.3409,0.0665,0.4768,1.0,1082,ranking,1000,avltree,linear
2300,3.4743,0.4879,0.3231,0.0631,0.4979,1.0,1082,ranking,1000,avltree,linear
2200,3.5079,0.4838,0.3137,0.0642,0.485,1.0,1082,ranking,1000,avltree,linear
2600,3.8783,0.5187,0.3584,0.0724,0.566,1.0,1082,ranking,1000,avltree,linear
2900,3.826,0.6001,0.3862,0.079,0.6153,1.0,1082,ranking,1000,avltree,linear
3000,4.0018,0.5699,0.4286,0.0812,0.6135,1.0,1082,ranking,1000,avltree,linear
2700,3.7515,0.5626,0.3782,0.0735,0.6052,1.0,1082,ranking,1000,avltree,linear
2800,3.7664,0.5649,0.3855,0.081,0.6,1.0,1082,ranking,1000,avltree,linear
3100,4.0867,0.5784,0.3927,0.0881,0.6087,1.0,1082,ranking,1000,avltree,linear
3400,4.2224,0.5417,0.4244,0.0955,0.5811,1.0,1082,ranking,1000,avltree,linear
3500,4.4087,0.5465,0.4607,0.1041,0.6072,1.0,1082,ranking,1000,avltree,linear
3200,4.0472,0.4408,0.4071,0.0904,0.5209,1.0,1082,ranking,1000,avltree,linear
3300,4.2279,0.549,0.4409,0.0881,0.5927,1.0,1082,ranking,1000,avltree,linear
3800,4.5002,0.4888,0.4331,0.11,0.4929,1.0,1082,ranking,1000,avltree,linear
3600,4.4033,0.5328,0.4634,0.0933,0.6194,1.0,1082,ranking,1000,avltree,linear
3900,4.6207,0.5622,0.4977,0.1068,0.6094,1.0,1082,ranking,1000,avltree,linear
4000,4.6364,0.5121,0.4807,0.1083,0.5443,1.0,1082,ranking,1000,avltree,linear
3700,4.6675,0.5617,0.4896,0.1085,0.6132,1.0,1082,ranking,1000,avltree,linear
4100,4.5669,0.4951,0.4623,0.1111,0.5028,1.0,1082,ranking,1000,avltree,linear
4400,4.7985,0.5437,0.4965,0.114,0.5567,1.0,1082,ranking,1000,avltree,linear
4500,4.8784,0.503,0.5151,0.1239,0.567,1.0,1082,ranking,1000,avltree,linear
4300,4.8171,0.5375,0.5088,0.1137,0.6044,1.0,1082,ranking,1000,avltree,linear
4200,4.8278,0.567,0.5115,0.1172,0.6268,1.0,1082,ranking,1000,avltree,linear
4600,5.251,0.5566,0.5449,0.1254,0.6145,1.0,1082,ranking,1000,avltree,linear
4900,5.2264,0.4547,0.5583,0.1346,0.4796,1.0,1082,ranking,1000,avltree,linear
5000,5.4749,0.5665,0.5752,0.1421,0.5911,1.0,1082,ranking,1000,avltree,linear
4700,5.1421,0.5339,0.5608,0.123,0.6094,1.0,1082,ranking,1000,avltree,linear
4800,5.0756,0.5535,0.5549,0.1286,0.5713,1.0,1082,ranking,1000,avltree,linear
5100,5.3825,0.5543,0.6138,0.139,0.6174,1.0,1082,ranking,1000,avltree,linear
5400,5.6397,0.5479,0.6268,0.1484,0.5825,1.0,1082,ranking,1000,avltree,linear
5500,5.6463,0.5209,0.6152,0.1535,0.5746,1.0,1082,ranking,1000,avltree,linear
5300,5.3302,0.4993,0.5584,0.1445,0.4933,1.0,1082,ranking,1000,avltree,linear
5200,5.4166,0.5775,0.5906,0.1427,0.618,1.0,1082,ranking,1000,avltree,linear
5600,5.8008,0.5654,0.6199,0.1674,0.6047,1.0,1082,ranking,1000,avltree,linear
5900,6.0565,0.4505,0.6409,0.1916,0.4785,1.0,1082,ranking,1000,avltree,linear
6000,5.9322,0.5648,0.6531,0.167,0.5851,1.0,1082,ranking,1000,avltree,linear
5800,5.9341,0.5621,0.6862,0.1544,0.618,1.0,1082,ranking,1000,avltree,linear
5700,5.7328,0.548,0.6181,0.1506,0.6121,1.0,1082,ranking,1000,avltree,linear
6100,5.9449,0.4064,0.6401,0.1776,0.5173,1.0,1082,ranking,1000,avltree,linear
6400,6.2003,0.567,0.6968,0.1707,0.623,1.0,1082,ranking,1000,avltree,linear
6500,6.1706,0.3905,0.6813,0.1736,0.5395,1.0,1082,ranking,1000,avltree,linear
6200,6.0796,0.4911,0.6635,0.1697,0.5006,1.0,1082,ranking,1000,avltree,linear
6300,6.4304,0.4626,0.7171,0.1846,0.4824,1.0,1082,ranking,1000,avltree,linear
6700,6.5935,0.3997,0.7172,0.1745,0.5165,1.0,1082,ranking,1000,avltree,linear
6800,6.7678,0.4738,0.7072,0.1976,0.4869,1.0,1082,ranking,1000,avltree,linear
6600,6.6538,0.5627,0.7267,0.183,0.5994,1.0,1082,ranking,1000,avltree,linear
6900,7.1579,0.4558,0.7701,0.2152,0.5023,1.0,1082,ranking,1000,avltree,linear
7000,7.0394,0.4571,0.7446,0.2181,0.4797,1.0,1082,ranking,1000,avltree,linear
7100,6.675,0.5946,0.747,0.1965,0.6496,1.0,1082,ranking,1000,avltree,linear
7400,7.1736,0.5621,0.8069,0.1974,0.6345,1.0,1082,ranking,1000,avltree,linear
7500,7.4133,0.4919,0.795,0.215,0.521,1.0,1082,ranking,1000,avltree,linear
7200,7.2906,0.5585,0.8294,0.2034,0.6346,1.0,1082,ranking,1000,avltree,linear
7300,7.3022,0.5114,0.7896,0.207,0.5732,1.0,1082,ranking,1000,avltree,linear
7800,7.1608,0.5562,0.8214,0.2097,0.6314,1.0,1082,ranking,1000,avltree,linear
7600,7.19,0.4804,0.808,0.2259,0.4935,1.0,1082,ranking,1000,avltree,linear
7700,7.0367,0.4885,0.7891,0.217,0.5023,1.0,1082,ranking,1000,avltree,linear
7900,7.2455,0.4693,0.8275,0.2256,0.5073,1.0,1082,ranking,1000,avltree,linear
8000,7.6358,0.5831,0.881,0.256,0.6375,1.0,1082,ranking,1000,avltree,linear
8300,7.5241,0.5008,0.8319,0.2319,0.514,1.0,1082,ranking,1000,avltree,linear
8100,7.504,0.5665,0.8935,0.2182,0.6378,1.0,1082,ranking,1000,avltree,linear
8200,7.3756,0.4826,0.8173,0.2361,0.5136,1.0,1082,ranking,1000,avltree,linear
8400,7.5242,0.5085,0.841,0.2501,0.52,1.0,1082,ranking,1000,avltree,linear
8500,7.5692,0.571,0.8797,0.2336,0.6084,1.0,1082,ranking,1000,avltree,linear
8800,7.804,0.4987,0.9014,0.256,0.5249,1.0,1082,ranking,1000,avltree,linear
8700,8.2203,0.5652,0.9961,0.2537,0.6114,1.0,1082,ranking,1000,avltree,linear
8600,7.9755,0.497,0.9259,0.2558,0.5311,1.0,1082,ranking,1000,avltree,linear
8900,7.8028,0.5772,0.9354,0.2501,0.6113,1.0,1082,ranking,1000,avltree,linear
9000,7.8828,0.4993,0.915,0.2528,0.6092,1.0,1082,ranking,1000,avltree,linear
9100,7.9264,0.4719,0.8883,0.2784,0.4994,1.0,1082,ranking,1000,avltree,linear
9400,8.1039,0.5673,0.9978,0.2605,0.6372,1.0,1082,ranking,1000,avltree,linear
9500,8.3573,0.5703,0.9925,0.2737,0.6411,1.0,1082,ranking,1000,avltree,linear
9200,8.1111,0.4685,0.9324,0.2608,0.5125,1.0,1082,ranking,1000,avltree,linear
9300,8.0249,0.5262,0.933,0.2485,0.5467,1.0,1082,ranking,1000,avltree,linear
9600,8.4662,0.512,0.9689,0.2741,0.5251,1.0,1082,ranking,1000,avltree,linear
9900,8.6039,0.5714,1.0116,0.3133,0.6068,1.0,1082,ranking,1000,avltree,linear
10000,8.7703,0.5514,1.0282,0.2978,0.6249,1.0,1082,ranking,1000,avltree,linear
9700,8.393,0.5572,0.987,0.2655,0.5955,1.0,1082,ranking,1000,avltree,linear
9800,8.8743,0.5854,1.0635,0.2858,0.6236,1.0,1082,ranking,1000,avltree,linear
10100,8.699,0.5515,1.0525,0.2662,0.6075,1.0,1082,ranking,1000,avltree,linear
10400,9.0211,0.5674,1.0752,0.2913,0.6105,1.0,1082,ranking,1000,avltree,linear
10500,8.81,0.5223,1.0241,0.2858,0.5142,1.0,1082,ranking,1000,avltree,linear
10200,8.5924,0.4981,1.008,0.2798,0.5439,1.0,1082,ranking,1000,avltree,linear
10300,8.7119,0.5532,1.049,0.2707,0.5904,1.0,1082,ranking,1000,avltree,linear
10700,8.982,0.5761,1.0736,0.2896,0.6244,1.0,1082,ranking,1000,avltree,linear
10800,9.3328,0.5802,1.1107,0.3181,0.6193,1.0,1082,ranking,1000,avltree,linear
10600,8.8395,0.5037,1.0375,0.2819,0.5294,1.0,1082,ranking,1000,avltree,linear
10900,9.5656,0.5635,1.1607,0.3284,0.6124,1.0,1082,ranking,1000,avltree,linear
11000,9.2433,0.4427,1.0831,0.2967,0.4845,1.0,1082,ranking,1000,avltree,linear
11300,9.5375,0.5598,1.1445,0.302,0.6003,1.0,1082,ranking,1000,avltree,linear
11100,9.456,0.5316,1.1483,0.2991,0.5958,1.0,1082,ranking,1000,avltree,linear
11400,9.7939,0.541,1.1828,0.3105,0.6083,1.0,1082,ranking,1000,avltree,linear
11500,9.6239,0.5234,1.1467,0.3305,0.5198,1.0,1082,ranking,1000,avltree,linear
11200,9.5036,0.5587,1.1425,0.3161,0.6103,1.0,1082,ranking,1000,avltree,linear
11600,9.7998,0.5638,1.1448,0.347,0.5864,1.0,1082,ranking,1000,avltree,linear
11900,9.8636,0.5758,1.2049,0.3357,0.605,1.0,1082,ranking,1000,avltree,linear
12000,10.1753,0.5706,1.237,0.3476,0.6131,1.0,1082,ranking,1000,avltree,linear
11800,9.7588,0.506,1.1434,0.3296,0.5458,1.0,1082,ranking,1000,avltree,linear
11700,9.7905,0.4872,1.1531,0.3519,0.5161,1.0,1082,ranking,1000,avltree,linear
12100,10.0085,0.4899,1.1795,0.3593,0.5148,1.0,1082,ranking,1000,avltree,linear
12400,10.151,0.5121,1.2232,0.3414,0.5321,1.0,1082,ranking,1000,avltree,linear
12500,10.2201,0.4403,1.2132,0.3492,0.5047,1.0,1082,ranking,1000,avltree,linear
12300,10.2479,0.503,1.1863,0.3818,0.5359,1.0,1082,ranking,1000,avltree,linear
12200,9.8196,0.5046,1.159,0.3392,0.5286,1.0,1082,ranking,1000,avltree,linear
12700,10.4192,0.4943,1.262,0.3858,0.5189,1.0,1082,ranking,1000,avltree,linear
12800,11.0412,0.4658,1.3147,0.3882,0.5079,1.0,1082,ranking,1000,avltree,linear
12600,10.885,0.5102,1.2737,0.3739,0.5316,1.0,1082,ranking,1000,avltree,linear
12900,10.7405,0.5053,1.2472,0.3522,0.5306,1.0,1082,ranking,1000,avltree,linear
13000,11.0644,0.4976,1.2936,0.3773,0.5257,1.0,1082,ranking,1000,avltree,linear
13100,11.4849,0.4616,1.3689,0.388,0.4988,1.0,1082,ranking,1000,avltree,linear
13400,11.8467,0.5532,1.4087,0.4207,0.5841,1.0,1082,ranking,1000,avltree,linear
13500,11.8965,0.4973,1.4631,0.396,0.5252,1.0,1082,ranking,1000,avltree,linear
13300,11.0548,0.4875,1.28,0.3777,0.5241,1.0,1082,ranking,1000,avltree,linear
13200,11.0743,0.4895,1.3161,0.3651,0.5265,1.0,1082,ranking,1000,avltree,linear
13600,11.8473,0.4373,1.4187,0.3674,0.5136,1.0,1082,ranking,1000,avltree,linear
13900,11.3193,0.5635,1.385,0.3896,0.6185,1.0,1082,ranking,1000,avltree,linear
14000,11.3652,0.4367,1.3395,0.4309,0.4828,1.0,1082,ranking,1000,avltree,linear
13700,11.6472,0.5021,1.3975,0.4196,0.5266,1.0,1082,ranking,1000,avltree,linear
13800,11.4012,0.553,1.3971,0.3989,0.631,1.0,1082,ranking,1000,avltree,linear
14100,11.4432,0.5721,1.4003,0.4253,0.6238,1.0,1082,ranking,1000,avltree,linear
14400,11.8721,0.4785,1.3838,0.4421,0.5369,1.0,1082,ranking,1000,avltree,linear
14500,11.5784,0.4959,1.3911,0.4309,0.5398,1.0,1082,ranking,1000,avltree,linear
14300,11.7158,0.5361,1.4516,0.4176,0.5441,1.0,1082,ranking,1000,avltree,linear
14200,12.1818,0.4792,1.4846,0.4949,0.5211,1.0,1082,ranking,1000,avltree,linear
14600,11.4487,0.5158,1.3901,0.4098,0.5405,1.0,1082,ranking,1000,avltree,linear
14900,11.9739,0.5114,1.4382,0.4339,0.536,1.0,1082,ranking,1000,avltree,linear
15000,11.9819,0.4718,1.4112,0.4652,0.5224,1.0,1082,ranking,1000,avltree,linear
14800,11.7467,0.5238,1.4495,0.4577,0.5276,1.0,1082,ranking,1000,avltree,linear
14700,11.7166,0.4787,1.4163,0.4159,0.5062,1.0,1082,ranking,1000,avltree,linear
15100,12.0415,0.4971,1.4802,0.4343,0.532,1.0,1082,ranking,1000,avltree,linear
15400,12.5335,0.4915,1.5284,0.4702,0.5265,1.0,1082,ranking,1000,avltree,linear
15500,12.2841,0.4923,1.5023,0.4421,0.5294,1.0,1082,ranking,1000,avltree,linear
15200,11.9379,0.4361,1.427,0.4364,0.4977,1.0,1082,ranking,1000,avltree,linear
15300,12.4416,0.4804,1.5084,0.4933,0.5279,1.0,1082,ranking,1000,avltree,linear
15600,12.8668,0.493,1.5386,0.5388,0.5159,1.0,1082,ranking,1000,avltree,linear
15900,12.5785,0.4777,1.5408,0.4713,0.5308,1.0,1082,ranking,1000,avltree,linear
16000,13.0176,0.5463,1.6387,0.4829,0.6244,1.0,1082,ranking,1000,avltree,linear
15800,12.5762,0.5581,1.555,0.4596,0.6072,1.0,1082,ranking,1000,avltree,linear
15700,12.3414,0.5009,1.5109,0.4504,0.5406,1.0,1082,ranking,1000,avltree,linear
16100,12.5604,0.487,1.5319,0.474,0.5342,1.0,1082,ranking,1000,avltree,linear
16400,12.7156,0.473,1.5511,0.4575,0.5278,1.0,1082,ranking,1000,avltree,linear
16500,13.0062,0.4975,1.5426,0.5061,0.5321,1.0,1082,ranking,1000,avltree,linear
16200,13.0917,0.4866,1.6042,0.526,0.5319,1.0,1082,ranking,1000,avltree,linear
16300,12.8314,0.4733,1.5745,0.4632,0.5304,1.0,1082,ranking,1000,avltree,linear
16700,13.7108,0.502,1.617,0.5159,0.5422,1.0,1082,ranking,1000,avltree,linear
16800,13.5332,0.4847,1.6507,0.4909,0.5338,1.0,1082,ranking,1000,avltree,linear
16600,14.5939,0.4777,1.7661,0.5097,0.5253,1.0,1082,ranking,1000,avltree,linear
16900,13.8929,0.4691,1.7117,0.5102,0.5207,1.0,1082,ranking,1000,avltree,linear
17000,13.9702,0.5599,1.7721,0.4694,0.6168,1.0,1082,ranking,1000,avltree,linear
17100,14.4587,0.4724,1.7345,0.5315,0.5222,1.0,1082,ranking,1000,avltree,linear
17400,14.1105,0.4934,1.7175,0.5249,0.5321,1.0,1082,ranking,1000,avltree,linear
17500,14.8566,0.4656,1.8178,0.6173,0.5184,1.0,1082,ranking,1000,avltree,linear
17200,13.984,0.471,1.7048,0.5125,0.5304,1.0,1082,ranking,1000,avltree,linear
17300,14.4593,0.471,1.7326,0.5731,0.5174,1.0,1082,ranking,1000,avltree,linear
17600,13.714,0.4935,1.7015,0.5226,0.5344,1.0,1082,ranking,1000,avltree,linear
17900,14.2789,0.4756,1.8013,0.5511,0.5332,1.0,1082,ranking,1000,avltree,linear
18000,13.889,0.5647,1.7621,0.5073,0.627,1.0,1082,ranking,1000,avltree,linear
17700,13.7788,0.4815,1.7016,0.5379,0.5339,1.0,1082,ranking,1000,avltree,linear
17800,13.8014,0.4798,1.6859,0.5278,0.5345,1.0,1082,ranking,1000,avltree,linear
18100,14.0789,0.4651,1.9168,0.468,0.5193,1.0,1082,ranking,1000,avltree,linear
18400,14.2125,0.484,1.7705,0.5377,0.5311,1.0,1082,ranking,1000,avltree,linear
18500,14.1659,0.4789,1.7552,0.5422,0.5316,1.0,1082,ranking,1000,avltree,linear
18300,14.4176,0.4792,1.7685,0.5533,0.5326,1.0,1082,ranking,1000,avltree,linear
18200,14.0085,0.4828,1.723,0.5688,0.5346,1.0,1082,ranking,1000,avltree,linear
18600,15.4069,0.4633,1.8612,0.5439,0.5165,1.0,1082,ranking,1000,avltree,linear
18700,15.3473,0.4754,1.9653,0.6034,0.5339,1.0,1082,ranking,1000,avltree,linear
18900,14.3488,0.4619,1.7763,0.5325,0.5242,1.0,1082,ranking,1000,avltree,linear
19000,14.5076,0.4774,1.8518,0.511,0.5292,1.0,1082,ranking,1000,avltree,linear
18800,14.4691,0.4776,1.795,0.5562,0.5313,1.0,1082,ranking,1000,avltree,linear
19100,14.6077,0.4826,1.7959,0.5607,0.5423,1.0,1082,ranking,1000,avltree,linear
19400,14.6985,0.4753,1.811,0.5688,0.5317,1.0,1082,ranking,1000,avltree,linear
19500,15.1467,0.4775,1.906,0.6119,0.5328,1.0,1082,ranking,1000,avltree,linear
19200,15.1083,0.471,1.8387,0.6187,0.5253,1.0,1082,ranking,1000,avltree,linear
19300,15.5899,0.4617,1.9442,0.6095,0.5276,1.0,1082,ranking,1000,avltree,linear
19600,15.9671,0.4743,1.9688,0.6094,0.5326,1.0,1082,ranking,1000,avltree,linear
19700,14.9347,0.4786,1.8623,0.5937,0.5344,1.0,1082,ranking,1000,avltree,linear
19900,15.7588,0.4761,1.9913,0.6297,0.533,1.0,1082,ranking,1000,avltree,linear
19800,16.106,0.4762,2.0609,0.6679,0.533,1.0,1082,ranking,1000,avltree,linear
20000,16.8247,0.4765,2.0675,0.6146,0.5331,1.0,1082,ranking,1000,avltree,linear
300,2.2338,0.5734,0.1722,0.0129,0.6104,1.0,1082,ranking,1000,avltree,linear
200,16.6739,0.5607,0.3792,0.0095,0.9072,11.0,1082,ranking,1000,avltree,linear
100,13.5867,0.5685,0.367,0.0085,0.8273,11.0,1082,ranking,1000,avltree,linear
400,2.2048,0.5598,0.1485,0.014,0.5736,1.0,1082,ranking,1000,avltree,linear
500,2.3475,0.5426,0.1911,0.0193,0.6496,1.0,1082,ranking,1000,avltree,linear
600,2.5357,0.5033,0.1668,0.0215,0.5234,1.0,1082,ranking,1000,avltree,linear
900,2.818,0.537,0.2062,0.0274,0.6006,1.0,1082,ranking,1000,avltree,linear
1000,2.8227,0.4321,0.2004,0.0343,0.4917,1.0,1082,ranking,1000,avltree,linear
800,2.7672,0.5362,0.2026,0.029,0.5925,1.0,1082,ranking,1000,avltree,linear
700,2.7521,0.5843,0.1839,0.0243,0.5808,1.2,1082,ranking,1000,avltree,linear
1300,2.7858,0.4888,0.2249,0.0388,0.5584,1.0,1082,ranking,1000,avltree,linear
1200,2.9615,0.5132,0.2227,0.0384,0.5089,1.0,1082,ranking,1000,avltree,linear
1100,3.0557,0.5545,0.2572,0.0344,0.6118,1.0,1082,ranking,1000,avltree,linear
1400,3.1867,0.5209,0.2749,0.0449,0.6199,1.0,1082,ranking,1000,avltree,linear
1500,3.2818,0.5848,0.2999,0.0492,0.6026,1.0,1082,ranking,1000,avltree,linear
1600,3.0849,0.5766,0.307,0.0475,0.6069,1.0,1082,ranking,1000,avltree,linear
1900,3.3017,0.5748,0.3264,0.054,0.6078,1.0,1082,ranking,1000,avltree,linear
2000,3.3631,0.5888,0.3273,0.0564,0.6062,1.0,1082,ranking,1000,avltree,linear
1800,3.1426,0.5557,0.3257,0.0508,0.6156,1.0,1082,ranking,1000,avltree,linear
1700,3.0821,0.4634,0.2719,0.0469,0.4676,1.0,1082,ranking,1000,avltree,linear
2100,3.3556,0.5233,0.3202,0.0663,0.5833,1.0,1082,ranking,1000,avltree,linear
2400,3.7298,0.5774,0.3711,0.07,0.6069,1.0,1082,ranking,1000,avltree,linear
2500,3.6606,0.585,0.3907,0.0725,0.6068,1.0,1082,ranking,1000,avltree,linear
2300,3.7032,0.5747,0.3913,0.0661,0.628,1.0,1082,ranking,1000,avltree,linear
2200,3.4546,0.464,0.3217,0.0652,0.4844,1.0,1082,ranking,1000,avltree,linear
2600,3.6808,0.4286,0.3517,0.0698,0.5174,1.0,1082,ranking,1000,avltree,linear
2900,3.8999,0.5471,0.3881,0.0828,0.547,1.0,1082,ranking,1000,avltree,linear
3000,4.0597,0.5904,0.4395,0.0804,0.6294,1.0,1082,ranking,1000,avltree,linear
2800,3.8091,0.5924,0.3818,0.0782,0.5943,1.0,1082,ranking,1000,avltree,linear
2700,3.6238,0.4986,0.3426,0.082,0.4956,1.0,1082,ranking,1000,avltree,linear
3100,3.8323,0.4441,0.386,0.0869,0.4877,1.0,1082,ranking,1000,avltree,linear
3400,4.2041,0.5625,0.4446,0.0982,0.5661,1.0,1082,ranking,1000,avltree,linear
3500,4.3411,0.5634,0.4373,0.0938,0.5835,1.0,1082,ranking,1000,avltree,linear
3300,4.1293,0.6143,0.4351,0.0926,0.6411,1.0,1082,ranking,1000,avltree,linear
3200,4.2334,0.5906,0.4549,0.0885,0.6165,1.0,1082,ranking,1000,avltree,linear
3600,4.3347,0.5398,0.4236,0.1069,0.531,1.0,1082,ranking,1000,avltree,linear
3900,4.57,0.4895,0.4712,0.1083,0.5009,1.0,1082,ranking,1000,avltree,linear
4000,4.5256,0.4187,0.4468,0.1086,0.4556,1.0,1082,ranking,1000,avltree,linear
3800,4.6235,0.5731,0.5056,0.1,0.6287,1.0,1082,ranking,1000,avltree,linear
3700,4.3809,0.5905,0.4495,0.1035,0.6234,1.0,1082,ranking,1000,avltree,linear
4100,4.672,0.5749,0.4979,0.1128,0.6171,1.0,1082,ranking,1000,avltree,linear
4400,4.9724,0.574,0.5321,0.1225,0.6084,1.0,1082,ranking,1000,avltree,linear
4500,4.9115,0.4842,0.5032,0.1237,0.4995,1.0,1082,ranking,1000,avltree,linear
4200,4.8512,0.5421,0.518,0.1226,0.5763,1.0,1082,ranking,1000,avltree,linear
4300,4.8564,0.5331,0.5142,0.1196,0.6,1.0,1082,ranking,1000,avltree,linear
4600,5.257,0.5596,0.5717,0.1305,0.6256,1.0,1082,ranking,1000,avltree,linear
4900,5.507,0.6013,0.5991,0.1385,0.6349,1.0,1082,ranking,1000,avltree,linear
5000,5.4282,0.4932,0.5709,0.1444,0.4949,1.0,1082,ranking,1000,avltree,linear
4800,5.0953,0.4174,0.5374,0.1274,0.5148,1.0,1082,ranking,1000,avltree,linear
4700,5.2548,0.502,0.5561,0.1376,0.5341,1.0,1082,ranking,1000,avltree,linear
5100,5.5857,0.5921,0.5939,0.1381,0.5971,1.0,1082,ranking,1000,avltree,linear
5400,5.5819,0.4758,0.591,0.149,0.4861,1.0,1082,ranking,1000,avltree,linear
5500,5.7762,0.5683,0.635,0.1526,0.6061,1.0,1082,ranking,1000,avltree,linear
5300,5.6915,0.5678,0.6424,0.1466,0.6183,1.0,1082,ranking,1000,avltree,linear
5200,5.5744,0.5432,0.6127,0.1462,0.5579,1.0,1082,ranking,1000,avltree,linear
5600,5.7926,0.3817,0.6343,0.1593,0.4973,1.0,1082,ranking,1000,avltree,linear
5900,6.0723,0.5718,0.6994,0.1601,0.6343,1.0,1082,ranking,1000,avltree,linear
6000,5.9308,0.5064,0.6363,0.1752,0.514,1.0,1082,ranking,1000,avltree,linear
